Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source,Scientific_name,log10M,log10T,bin2
Mammalia,Addax,nasomaculatus,Addax,92.5,28.0,high,captivity,AnAge,AnAge,Addax nasomaculatus,1.9661417327390325,1.4471580313422192,0
Mammalia,Aepyceros,melampus,Impala,52.5,25.6,high,captivity,AnAge,AnAge,Aepyceros melampus,1.7201593034059568,1.4082399653118496,0
Mammalia,Alcelaphus,buselaphus,Hartebeest,159.0,22.5,acceptable,captivity,AnAge,AnAge,Alcelaphus buselaphus,2.2013971243204513,1.3521825181113625,2
Mammalia,Ammotragus,lervia,Aoudad,92.5,21.7,acceptable,captivity,AnAge,AnAge,Ammotragus lervia,1.9661417327390325,1.3364597338485296,0
Mammalia,Antidorcas,marsupialis,Springbok,39.0,19.8,high,captivity,AnAge,AnAge,Antidorcas marsupialis,1.591064607026499,1.2966651902615312,0
Mammalia,Antilope,cervicapra,Blackbuck,37.5,23.9,high,captivity,AnAge,AnAge,Antilope cervicapra,1.5740312677277188,1.3783979009481377,0
Mammalia,Bison,bison,American bison,630.0,33.5,high,captivity,AnAge,AnAge,Bison bison,2.7993405494535817,1.5250448070368452,2
Mammalia,Bison,bonasus,European bison,610.0,26.4,acceptable,captivity,AnAge,AnAge,Bison bonasus,2.785329835010767,1.421603926869831,2
Mammalia,Bos,frontalis,Gaur,825.0,26.2,acceptable,captivity,AnAge,AnAge,Bos frontalis,2.916453948549925,1.4183012913197455,2
Mammalia,Bos,grunniens,Yak,667.0,26.3,high,captivity,AnAge,AnAge,Bos grunniens,2.824125833916549,1.4199557484897578,2
Mammalia,Bos,javanicus,Banteng,700.0,27.1,acceptable,captivity,AnAge,AnAge,Bos javanicus,2.845098040014257,1.4329692908744058,2
Mammalia,Boselaphus,tragocamelus,Nilgai,180.0,21.7,high,captivity,AnAge,AnAge,Boselaphus tragocamelus,2.255272505103306,1.3364597338485296,2
Mammalia,Bubalus,bubalis,Water buffalo,725.0,34.9,acceptable,captivity,AnAge,AnAge,Bubalus bubalis,2.8603380065709936,1.54282542695918,2
Mammalia,Bubalus,depressicornis,Anoa,155.0,36.1,acceptable,captivity,AnAge,AnAge,Bubalus depressicornis,2.1903316981702914,1.557507201905658,2
Mammalia,Bubalus,quarlesi,Mountain anoa,150.0,29.2,acceptable,captivity,AnAge,AnAge,Bubalus quarlesi,2.1760912590556813,1.4653828514484184,2
Mammalia,Budorcas,taxicolor,Takin,180.0,21.9,acceptable,captivity,AnAge,AnAge,Budorcas taxicolor,2.255272505103306,1.3404441148401183,2
Mammalia,Capra,caucasica,West Caucasian tur,70.0,19.3,acceptable,captivity,AnAge,AnAge,Capra caucasica,1.845098040014257,1.2855573090077739,0
Mammalia,Capra,cylindricornis,East Caucasian tur,50.0,20.2,acceptable,captivity,AnAge,AnAge,Capra cylindricornis,1.6989700043360187,1.3053513694466237,0
Mammalia,Capra,falconeri,Markhor,41.0,19.1,high,captivity,AnAge,AnAge,Capra falconeri,1.6127838567197355,1.2810333672477277,0
Mammalia,Capra,hircus,Domestic goat,61.0,20.8,high,captivity,AnAge,AnAge,Capra hircus,1.7853298350107671,1.3180633349627615,0
Mammalia,Capra,ibex,Ibex,82.5,21.0,acceptable,captivity,AnAge,AnAge,Capra ibex,1.916453948549925,1.3222192947339193,0
Mammalia,Capra,nubiana,Nubian ibex,46.25,22.4,acceptable,captivity,AnAge,AnAge,Capra nubiana,1.6651117370750514,1.3502480183341627,0
Mammalia,Capra,sibirica,Siberian ibex,130.0,22.3,acceptable,captivity,AnAge,AnAge,Capra sibirica,2.113943352306837,1.3483048630481607,2
Mammalia,Capricornis,crispus,Japanese serow,80.0,24.0,acceptable,captivity,AnAge,AnAge,Capricornis crispus,1.9030899869919435,1.380211241711606,0
Mammalia,Capricornis,sumatraensis,Serow,95.0,18.5,acceptable,captivity,AnAge,AnAge,Capricornis sumatraensis,1.9777236052888478,1.2671717284030137,0
Mammalia,Cephalophus,dorsalis,Bay duiker,11.6,17.5,acceptable,captivity,AnAge,AnAge,Cephalophus dorsalis,1.0644579892269186,1.2430380486862944,0
Mammalia,Cephalophus,jentinki,Jentink's duiker,70.00030000000001,21.0,acceptable,captivity,AnAge,AnAge,Cephalophus jentinki,1.8450999012723337,1.3222192947339193,0
Mammalia,Cephalophus,natalensis,Natal duiker,10.0,15.2,acceptable,captivity,AnAge,AnAge,Cephalophus natalensis,1.0,1.1818435879447726,0
Mammalia,Cephalophus,niger,Black duiker,18.1,14.8,acceptable,captivity,AnAge,AnAge,Cephalophus niger,1.2576785748691846,1.1702617153949575,0
Mammalia,Cephalophus,nigrifrons,Black-fronted duiker,13.9,17.9,acceptable,captivity,AnAge,AnAge,Cephalophus nigrifrons,1.1430148002540952,1.252853030979893,0
Mammalia,Cephalophus,rufilatus,Red-flanked duiker,13.0,15.2,acceptable,captivity,AnAge,AnAge,Cephalophus rufilatus,1.1139433523068367,1.1818435879447726,0
Mammalia,Cephalophus,silvicultor,Yellow-backed duiker,62.0,22.5,acceptable,captivity,AnAge,AnAge,Cephalophus silvicultor,1.792391689498254,1.3521825181113625,0
Mammalia,Cephalophus,weynsi,Weyns's duiker,10.0,15.2,acceptable,captivity,AnAge,AnAge,Cephalophus weynsi,1.0,1.1818435879447726,0
Mammalia,Connochaetes,gnou,Black wildebeest,132.25,21.8,acceptable,captivity,AnAge,AnAge,Connochaetes gnou,2.121395680707223,1.3384564936046048,2
Mammalia,Connochaetes,taurinus,Blue wildebeest,164.5,24.3,high,captivity,AnAge,AnAge,Connochaetes taurinus,2.216165902285993,1.3856062735983121,2
Mammalia,Damaliscus,lunatus,Topi,110.0,35.0,acceptable,captivity,AnAge,AnAge,Damaliscus lunatus,2.041392685158225,1.5440680443502757,2
Mammalia,Damaliscus,pygargus,"Bontebok, or Sassaby, or Blesbok",84.5,23.0,high,captivity,AnAge,AnAge,Damaliscus pygargus,1.9268567089496924,1.3617278360175928,0
Mammalia,Eudorcas,rufifrons,Red-fronted gazelle,15.011,14.5,acceptable,captivity,AnAge,AnAge,Eudorcas rufifrons,1.1764096249558424,1.1613680022349748,0
Mammalia,Eudorcas,thomsonii,Thomson's gazelle,25.0,20.0,acceptable,captivity,AnAge,AnAge,Eudorcas thomsonii,1.3979400086720377,1.3010299956639813,0
Mammalia,Gazella,cuvieri,Cuvier's gazelle,17.5,17.9,acceptable,captivity,AnAge,AnAge,Gazella cuvieri,1.2430380486862944,1.252853030979893,0
Mammalia,Gazella,dorcas,Dorcas gazelle,14.5,23.7,high,captivity,AnAge,AnAge,Gazella dorcas,1.1613680022349748,1.374748346010104,0
Mammalia,Gazella,gazella,Mountain gazelle,23.25,18.3,high,captivity,AnAge,AnAge,Gazella gazella,1.3664229572259727,1.2624510897304295,0
Mammalia,Gazella,leptoceros,Rhim gazelle,48.5,14.6,acceptable,captivity,AnAge,AnAge,Gazella leptoceros,1.6857417386022637,1.1643528557844371,0
Mammalia,Gazella,saudiya,Saudi gazelle,32.185700000000004,21.0,acceptable,captivity,AnAge,AnAge,Gazella saudiya,1.5076629589467785,1.3222192947339193,0
Mammalia,Gazella,subgutturosa,Goitered gazelle,48.5,16.3,high,captivity,AnAge,AnAge,Gazella subgutturosa,1.6857417386022637,1.212187604403958,0
Mammalia,Hemitragus,hylocrius,Nilgiri tahr,75.0,17.3,acceptable,captivity,AnAge,AnAge,Hemitragus hylocrius,1.8750612633917,1.2380461031287955,0
Mammalia,Hemitragus,jemlahicus,Himalayan tahr,35.2,24.0,acceptable,captivity,AnAge,AnAge,Hemitragus jemlahicus,1.546542663478131,1.380211241711606,0
Mammalia,Hippotragus,equinus,Roan antelope,225.0,25.9,acceptable,captivity,AnAge,AnAge,Hippotragus equinus,2.3521825181113627,1.413299764081252,2
Mammalia,Hippotragus,niger,Sable antelope,225.0,22.2,high,captivity,AnAge,AnAge,Hippotragus niger,2.3521825181113627,1.3463529744506386,2
Mammalia,Kobus,ellipsiprymnus,Waterbuck,175.333,30.0,high,captivity,AnAge,AnAge,Kobus ellipsiprymnus,2.243863663778383,1.4771212547196624,2
Mammalia,Kobus,kob,Kob,105.0,21.9,acceptable,captivity,AnAge,AnAge,Kobus kob,2.0211892990699383,1.3404441148401183,2
Mammalia,Kobus,leche,Lechwe,94.8,27.0,acceptable,captivity,AnAge,AnAge,Kobus leche,1.9768083373380663,1.4313637641589874,0
Mammalia,Kobus,megaceros,Nile lechwe,90.0,21.1,high,captivity,AnAge,AnAge,Kobus megaceros,1.9542425094393248,1.3242824552976926,0
Mammalia,Litocranius,walleri,Gerenuk,43.5,17.3,acceptable,captivity,AnAge,AnAge,Litocranius walleri,1.6384892569546374,1.2380461031287955,0
Mammalia,Madoqua,guentheri,Gunther's dik-dik,4.55,17.5,acceptable,captivity,AnAge,AnAge,Madoqua guentheri,0.6580113966571124,1.2430380486862944,0
Mammalia,Madoqua,kirkii,Kirk's dik-dik,5.0,17.3,acceptable,captivity,AnAge,AnAge,Madoqua kirkii,0.6989700043360189,1.2380461031287955,0
Mammalia,Naemorhedus,baileyi,Red goral,28.863,19.0,acceptable,captivity,AnAge,AnAge,Naemorhedus baileyi,1.4603414693677652,1.2787536009528289,0
Mammalia,Naemorhedus,caudatus,Chinese goral,27.0,20.3,acceptable,captivity,AnAge,AnAge,Naemorhedus caudatus,1.4313637641589874,1.307496037913213,0
Mammalia,Naemorhedus,goral,Goral,31.75,17.6,acceptable,captivity,AnAge,AnAge,Naemorhedus goral,1.5017437296279945,1.24551266781415,0
Mammalia,Nanger,dama,Dama gazelle,73.0,19.3,acceptable,captivity,AnAge,AnAge,Nanger dama,1.863322860120456,1.2855573090077739,0
Mammalia,Nanger,granti,Grant's gazelle,67.0,23.0,acceptable,captivity,AnAge,AnAge,Nanger granti,1.8260748027008264,1.3617278360175928,0
Mammalia,Nanger,soemmerringii,Soemmerring's gazelle,48.5,15.5,acceptable,captivity,AnAge,AnAge,Nanger soemmerringii,1.6857417386022637,1.1903316981702914,0
Mammalia,Neotragus,moschatus,Suni,6.5,13.5,acceptable,captivity,AnAge,AnAge,Neotragus moschatus,0.8129133566428556,1.130333768495006,0
Mammalia,Neotragus,pygmaeus,Royal antelope,2.25,11.1,acceptable,captivity,AnAge,AnAge,Neotragus pygmaeus,0.3521825181113625,1.0453229787866574,0
Mammalia,Oreamnos,americanus,Mountain goat,90.0,20.8,acceptable,captivity,AnAge,AnAge,Oreamnos americanus,1.9542425094393248,1.3180633349627615,0
Mammalia,Oreotragus,oreotragus,Klipspringer,12.0,25.9,acceptable,captivity,AnAge,AnAge,Oreotragus oreotragus,1.0791812460476249,1.413299764081252,0
Mammalia,Oryx,dammah,Scimitar-horned oryx,177.5,27.5,high,captivity,AnAge,AnAge,Oryx dammah,2.249198357391113,1.4393326938302626,2
Mammalia,Oryx,gazella,Gemsbok,170.0,23.8,high,captivity,AnAge,AnAge,Oryx gazella,2.230448921378274,1.376576957056512,2
Mammalia,Oryx,leucoryx,Arabian oryx,121.35,20.8,high,captivity,AnAge,AnAge,Oryx leucoryx,2.0840397806679536,1.3180633349627615,2
Mammalia,Ourebia,ourebi,Oribi,17.0,15.9,acceptable,captivity,AnAge,AnAge,Ourebia ourebi,1.2304489213782739,1.2013971243204515,0
Mammalia,Ovibos,moschatus,Muskox,315.0,27.4,acceptable,captivity,AnAge,AnAge,Ovibos moschatus,2.4983105537896004,1.437750562820388,2
Mammalia,Ovis,ammon,Argali,160.0,16.8,acceptable,captivity,AnAge,AnAge,Ovis ammon,2.204119982655925,1.2253092817258628,2
Mammalia,Ovis,aries,"Domestic sheep, or Mouflon",80.0,22.8,high,captivity,AnAge,AnAge,Ovis aries,1.9030899869919435,1.3579348470004537,0
Mammalia,Ovis,canadensis,Bighorn sheep,70.275,20.6,acceptable,captivity,AnAge,AnAge,Ovis canadensis,1.8468008542794783,1.3138672203691535,0
Mammalia,Ovis,dalli,Dall's sheep,73.1,19.6,acceptable,captivity,AnAge,AnAge,Ovis dalli,1.8639173769578603,1.2922560713564761,0
Mammalia,Philantomba,maxwellii,Maxwell's duiker,7.0,18.3,acceptable,captivity,AnAge,AnAge,Philantomba maxwellii,0.8450980400142568,1.2624510897304295,0
Mammalia,Philantomba,monticola,Blue duiker,6.25,15.9,acceptable,captivity,AnAge,AnAge,Philantomba monticola,0.7958800173440752,1.2013971243204515,0
Mammalia,Procapra,gutturosa,Mongolian gazelle,30.0,12.0,acceptable,captivity,AnAge,AnAge,Procapra gutturosa,1.4771212547196624,1.0791812460476249,0
Mammalia,Pseudois,nayaur,Bharal,55.0,20.9,acceptable,captivity,AnAge,AnAge,Pseudois nayaur,1.7403626894942439,1.320146286111054,0
Mammalia,Raphicerus,campestris,Steenbok,13.0,9.3,acceptable,captivity,AnAge,AnAge,Raphicerus campestris,1.1139433523068367,0.9684829485539351,0
Mammalia,Redunca,arundinum,Southern reedbuck,58.0,16.8,acceptable,captivity,AnAge,AnAge,Redunca arundinum,1.7634279935629373,1.2253092817258628,0
Mammalia,Redunca,fulvorufula,Mountain reedbuck,30.0,15.0,acceptable,captivity,AnAge,AnAge,Redunca fulvorufula,1.4771212547196624,1.1760912590556813,0
Mammalia,Rupicapra,rupicapra,Chamois,37.5,17.6,acceptable,captivity,AnAge,AnAge,Rupicapra rupicapra,1.5740312677277188,1.24551266781415,0
Mammalia,Sylvicapra,grimmia,Bush duiker,18.5,15.4,acceptable,captivity,AnAge,AnAge,Sylvicapra grimmia,1.2671717284030137,1.187520720836463,0
Mammalia,Syncerus,caffer,African buffalo,700.0,32.8,acceptable,captivity,AnAge,AnAge,Syncerus caffer,2.845098040014257,1.515873843711679,2
Mammalia,Taurotragus,derbianus,Giant eland,680.0,20.3,acceptable,captivity,AnAge,AnAge,Taurotragus derbianus,2.832508912706236,1.307496037913213,2
Mammalia,Taurotragus,oryx,Eland,500.0,26.1,high,captivity,AnAge,AnAge,Taurotragus oryx,2.6989700043360187,1.416640507338281,2
Mammalia,Tetracerus,quadricornis,Four-horned antelope,19.0,17.4,acceptable,captivity,AnAge,AnAge,Tetracerus quadricornis,1.2787536009528289,1.2405492482825997,0
Mammalia,Tragelaphus,angasii,Nyala,120.0,23.0,acceptable,captivity,AnAge,AnAge,Tragelaphus angasii,2.0791812460476247,1.3617278360175928,2
Mammalia,Tragelaphus,eurycerus,Bongo,307.5,22.0,acceptable,captivity,AnAge,AnAge,Tragelaphus eurycerus,2.4878451201114355,1.3424226808222062,2
Mammalia,Tragelaphus,imberbis,Lesser kudu,82.5,19.8,acceptable,captivity,AnAge,AnAge,Tragelaphus imberbis,1.916453948549925,1.2966651902615312,0
Mammalia,Tragelaphus,scriptus,Bushbuck,60.0,15.3,acceptable,captivity,AnAge,AnAge,Tragelaphus scriptus,1.7781512503836436,1.1846914308175989,0
Mammalia,Tragelaphus,spekii,Sitatunga,87.5,22.6,high,captivity,AnAge,AnAge,Tragelaphus spekii,1.9420080530223132,1.354108439147401,0
Mammalia,Tragelaphus,strepsiceros,Greater kudu,217.5,23.5,high,captivity,AnAge,AnAge,Tragelaphus strepsiceros,2.337459261290656,1.3710678622717363,2
Mammalia,Camelus,bactrianus,Bactrian camel,475.0,35.4,high,captivity,AnAge,AnAge,Camelus bactrianus,2.6766936096248664,1.5490032620257879,2
Mammalia,Camelus,dromedarius,Dromedary,434.0,28.4,acceptable,captivity,AnAge,AnAge,Camelus dromedarius,2.637489729512511,1.4533183400470377,2
Mammalia,Lama,glama,Llama,140.0,28.9,high,captivity,AnAge,AnAge,Lama glama,2.146128035678238,1.4608978427565478,2
Mammalia,Lama,guanicoe,Guanaco,127.5,33.7,high,captivity,AnAge,AnAge,Lama guanicoe,2.105510184769974,1.5276299008713388,2
Mammalia,Vicugna,pacos,Alpaca,62.0,25.8,high,captivity,AnAge,AnAge,Vicugna pacos,1.792391689498254,1.41161970596323,0
Mammalia,Vicugna,vicugna,Vicugna,50.0,31.6,acceptable,captivity,AnAge,AnAge,Vicugna vicugna,1.6989700043360187,1.4996870826184039,0
Mammalia,Axis,axis,Chital,36.0,20.8,high,captivity,AnAge,AnAge,Axis axis,1.5563025007672873,1.3180633349627615,0
Mammalia,Axis,calamianensis,Calamian deer,40.5,17.2,acceptable,captivity,AnAge,AnAge,Axis calamianensis,1.6074550232146685,1.235528446907549,0
Mammalia,Axis,kuhlii,Bawean deer,55.0,17.8,acceptable,captivity,AnAge,AnAge,Axis kuhlii,1.7403626894942439,1.250420002308894,0
Mammalia,Axis,porcinus,Hog deer,43.0,22.9,acceptable,captivity,AnAge,AnAge,Axis porcinus,1.6334684555795866,1.359835482339888,0
Mammalia,Capreolus,capreolus,Western roe deer,21.6667,17.5,acceptable,captivity,AnAge,AnAge,Capreolus capreolus,1.3357927700680359,1.2430380486862944,0
Mammalia,Cervus,elaphus,Red deer,200.0,31.5,high,captivity,AnAge,AnAge,Cervus elaphus,2.3010299956639813,1.4983105537896004,2
Mammalia,Cervus,nippon,Sika deer,42.0,26.3,high,captivity,AnAge,AnAge,Cervus nippon,1.6232492903979006,1.4199557484897578,0
Mammalia,Dama,dama,Fallow deer,70.0,27.0,acceptable,captivity,AnAge,AnAge,Dama dama,1.845098040014257,1.4313637641589874,0
Mammalia,Elaphodus,cephalophus,Tufted deer,33.5,22.7,acceptable,captivity,AnAge,AnAge,Elaphodus cephalophus,1.5250448070368452,1.3560258571931227,0
Mammalia,Elaphurus,davidianus,Pere David's deer,186.5,27.5,high,captivity,AnAge,AnAge,Elaphurus davidianus,2.2706788361447066,1.4393326938302626,2
Mammalia,Hydropotes,inermis,Chinese water deer,11.5,13.9,acceptable,captivity,AnAge,AnAge,Hydropotes inermis,1.0606978403536118,1.1430148002540952,0
Mammalia,Mazama,americana,Red brocket,33.0,17.1,acceptable,captivity,AnAge,AnAge,Mazama americana,1.5185139398778875,1.2329961103921538,0
Mammalia,Mazama,gouazoubira,Gray brocket,17.0,14.8,acceptable,captivity,AnAge,AnAge,Mazama gouazoubira,1.2304489213782739,1.1702617153949575,0
Mammalia,Muntiacus,muntjak,Indian muntjac,21.0,18.8,acceptable,captivity,AnAge,AnAge,Muntiacus muntjak,1.3222192947339193,1.2741578492636798,0
Mammalia,Muntiacus,reevesi,Reeves's muntjac,18.0,23.2,high,captivity,AnAge,AnAge,Muntiacus reevesi,1.255272505103306,1.3654879848908996,0
Mammalia,Odocoileus,hemionus,Mule deer,57.0,22.0,acceptable,captivity,AnAge,AnAge,Odocoileus hemionus,1.7558748556724915,1.3424226808222062,0
Mammalia,Odocoileus,virginianus,White-tailed deer,87.0,23.0,high,captivity,AnAge,AnAge,Odocoileus virginianus,1.9395192526186185,1.3617278360175928,0
Mammalia,Ozotoceros,bezoarticus,Pampas deer,32.5,21.9,acceptable,captivity,AnAge,AnAge,Ozotoceros bezoarticus,1.5118833609788744,1.3404441148401183,0
Mammalia,Przewalskium,albirostre,Thorold's deer,135.0,21.3,acceptable,captivity,AnAge,AnAge,Przewalskium albirostre,2.130333768495006,1.3283796034387378,2
Mammalia,Pudu,puda,Southern pudu,10.0,18.3,acceptable,captivity,AnAge,AnAge,Pudu puda,1.0,1.2624510897304295,0
Mammalia,Rangifer,tarandus,"Caribou, or Reindeer",101.25,21.8,high,captivity,AnAge,AnAge,Rangifer tarandus,2.005395031886706,1.3384564936046048,2
Mammalia,Rucervus,duvaucelii,Barasingha,170.0,24.5,high,captivity,AnAge,AnAge,Rucervus duvaucelii,2.230448921378274,1.3891660843645326,2
Mammalia,Rucervus,eldii,Eld's deer,122.5,20.5,high,captivity,AnAge,AnAge,Rucervus eldii,2.0881360887005513,1.3117538610557542,2
Mammalia,Rusa,alfredi,Visayan spotted deer,46.475,18.5,acceptable,captivity,AnAge,AnAge,Rusa alfredi,1.6672193984439363,1.2671717284030137,0
Mammalia,Rusa,timorensis,Timor deer,63.0,21.1,acceptable,captivity,AnAge,AnAge,Rusa timorensis,1.7993405494535817,1.3242824552976926,0
Mammalia,Rusa,unicolor,Sambar,185.0,26.4,acceptable,captivity,AnAge,AnAge,Rusa unicolor,2.2671717284030137,1.421603926869831,2
Mammalia,Giraffa,camelopardalis,Giraffe,800.0,39.5,high,captivity,AnAge,AnAge,Giraffa camelopardalis,2.9030899869919438,1.5965970956264601,2
Mammalia,Okapia,johnstoni,Okapi,225.0,33.5,acceptable,captivity,AnAge,AnAge,Okapia johnstoni,2.3521825181113627,1.5250448070368452,2
Mammalia,Hexaprotodon,liberiensis,Pygmy hippopotamus,215.0,42.3,acceptable,captivity,AnAge,AnAge,Hexaprotodon liberiensis,2.3324384599156054,1.6263403673750423,2
Mammalia,Hippopotamus,amphibius,Hippopotamus,3750.0,61.2,acceptable,captivity,AnAge,AnAge,Hippopotamus amphibius,3.574031267727719,1.7867514221455612,2
Mammalia,Babyrousa,babyrussa,Babirusa,71.5,22.9,acceptable,captivity,AnAge,AnAge,Babyrousa babyrussa,1.8543060418010806,1.359835482339888,0
Mammalia,Phacochoerus,africanus,Wart hog,100.0,30.0,acceptable,captivity,AnAge,AnAge,Phacochoerus africanus,2.0,1.4771212547196624,2
Mammalia,Potamochoerus,porcus,Red river hog,88.0,22.0,high,captivity,AnAge,AnAge,Potamochoerus porcus,1.9444826721501687,1.3424226808222062,0
Mammalia,Sus,barbatus,Bearded pig,102.75,16.2,acceptable,captivity,AnAge,AnAge,Sus barbatus,2.0117818305481068,1.209515014542631,2
Mammalia,Sus,salvanius,Pygmy hog,8.0,14.0,acceptable,captivity,AnAge,AnAge,Sus salvanius,0.9030899869919435,1.146128035678238,0
Mammalia,Sus,scrofa,Wild boar,130.0,27.0,high,captivity,AnAge,AnAge,Sus scrofa,2.113943352306837,1.4313637641589874,2
Mammalia,Sus,verrucosus,Javan pig,76.0,17.0,acceptable,captivity,AnAge,AnAge,Sus verrucosus,1.8808135922807914,1.2304489213782739,0
Mammalia,Pecari,tajacu,Collared peccary,20.2,31.5,high,captivity,AnAge,AnAge,Pecari tajacu,1.3053513694466237,1.4983105537896004,0
Mammalia,Tayassu,pecari,White-lipped peccary,22.0,28.5,acceptable,captivity,AnAge,AnAge,Tayassu pecari,1.3424226808222062,1.4548448600085102,0
Mammalia,Moschiola,meminna,Indian spotted chevrotain,2.45,14.5,acceptable,captivity,AnAge,AnAge,Moschiola meminna,0.3891660843645325,1.1613680022349748,0
Mammalia,Tragulus,javanicus,Lesser mouse-deer,2.85,14.0,acceptable,captivity,AnAge,AnAge,Tragulus javanicus,0.4548448600085102,1.146128035678238,0
Mammalia,Tragulus,napu,Greater mouse-deer,6.5,16.7,acceptable,captivity,AnAge,AnAge,Tragulus napu,0.8129133566428556,1.2227164711475833,0
Mammalia,Ailurus,fulgens,Red panda,4.325,19.0,high,captivity,AnAge,AnAge,Ailurus fulgens,0.6359861118008331,1.2787536009528289,0
Mammalia,Atelocynus,microtis,Short-eared dog,9.5,11.9,acceptable,captivity,AnAge,AnAge,Atelocynus microtis,0.9777236052888477,1.0755469613925308,0
Mammalia,Canis,adustus,Side-striped jackal,10.25,13.7,acceptable,captivity,AnAge,AnAge,Canis adustus,1.0107238653917732,1.1367205671564067,0
Mammalia,Canis,aureus,Golden jackal,11.0,18.8,acceptable,captivity,AnAge,AnAge,Canis aureus,1.041392685158225,1.2741578492636798,0
Mammalia,Canis,familiaris,Domestic dog,40.0,27.0,acceptable,captivity,AnAge,AnAge,Canis familiaris,1.6020599913279625,1.4313637641589874,0
Mammalia,Canis,latrans,Coyote,13.25,21.8,acceptable,captivity,AnAge,AnAge,Canis latrans,1.1222158782728267,1.3384564936046048,0
Mammalia,Canis,lupus,Gray wolf,26.625,20.6,high,captivity,AnAge,AnAge,Canis lupus,1.425289616446794,1.3138672203691535,0
Mammalia,Canis,mesomelas,Black-backed jackal,10.25,16.7,acceptable,captivity,AnAge,AnAge,Canis mesomelas,1.0107238653917732,1.2227164711475833,0
Mammalia,Cerdocyon,thous,Crab-eating fox,6.5,12.7,acceptable,captivity,AnAge,AnAge,Cerdocyon thous,0.8129133566428556,1.1038037209559568,0
Mammalia,Chrysocyon,brachyurus,Maned wolf,21.5,16.8,acceptable,captivity,AnAge,AnAge,Chrysocyon brachyurus,1.3324384599156054,1.2253092817258628,0
Mammalia,Cuon,alpinus,Dhole,15.75,16.1,acceptable,captivity,AnAge,AnAge,Cuon alpinus,1.1972805581256194,1.2068258760318498,0
Mammalia,Lycalopex,culpaeus,Culpeo,13.0,13.1,acceptable,captivity,AnAge,AnAge,Lycalopex culpaeus,1.1139433523068367,1.1172712956557642,0
Mammalia,Lycalopex,griseus,Argentinian gray fox,3.99,10.9,acceptable,captivity,AnAge,AnAge,Lycalopex griseus,0.6009728956867483,1.0374264979406236,0
Mammalia,Lycalopex,gymnocercus,Pampas fox,8.5,13.7,acceptable,captivity,AnAge,AnAge,Lycalopex gymnocercus,0.9294189257142927,1.1367205671564067,0
Mammalia,Lycalopex,sechurae,Sechuran fox,4.0,9.9,acceptable,captivity,AnAge,AnAge,Lycalopex sechurae,0.6020599913279624,0.9956351945975499,0
Mammalia,Lycalopex,vetulus,Hoary fox,5.35,12.6,acceptable,captivity,AnAge,AnAge,Lycalopex vetulus,0.7283537820212285,1.100370545117563,0
Mammalia,Lycaon,pictus,African wild dog,26.5,17.0,high,captivity,AnAge,AnAge,Lycaon pictus,1.423245873936808,1.2304489213782739,0
Mammalia,Nyctereutes,procyonoides,Raccoon dog,6.5,16.6,acceptable,captivity,AnAge,AnAge,Nyctereutes procyonoides,0.8129133566428556,1.2201080880400552,0
Mammalia,Otocyon,megalotis,Bat-eared fox,4.15,17.0,acceptable,captivity,AnAge,AnAge,Otocyon megalotis,0.6180480967120927,1.2304489213782739,0
Mammalia,Speothos,venaticus,Bush dog,6.0,14.1,acceptable,captivity,AnAge,AnAge,Speothos venaticus,0.7781512503836436,1.14921911265538,0
Mammalia,Urocyon,cinereoargenteus,Gray fox,4.75,16.2,acceptable,captivity,AnAge,AnAge,Urocyon cinereoargenteus,0.6766936096248666,1.209515014542631,0
Mammalia,Vulpes,corsac,Corsac fox,2.7,13.0,acceptable,captivity,AnAge,AnAge,Vulpes corsac,0.43136376415898736,1.1139433523068367,0
Mammalia,Vulpes,lagopus,Arctic fox,5.2,16.3,acceptable,captivity,AnAge,AnAge,Vulpes lagopus,0.7160033436347992,1.212187604403958,0
Mammalia,Vulpes,macrotis,Kit fox,2.5,15.8,acceptable,captivity,AnAge,AnAge,Vulpes macrotis,0.3979400086720376,1.1986570869544226,0
Mammalia,Vulpes,pallida,Pale fox,2.8,16.0,acceptable,captivity,AnAge,AnAge,Vulpes pallida,0.4471580313422192,1.2041199826559248,0
Mammalia,Vulpes,rueppellii,Ruppell's sand fox,3.2,14.3,acceptable,captivity,AnAge,AnAge,Vulpes rueppellii,0.505149978319906,1.1553360374650619,0
Mammalia,Vulpes,velox,Swift fox,2.4,15.9,acceptable,captivity,AnAge,AnAge,Vulpes velox,0.38021124171160603,1.2013971243204515,0
Mammalia,Vulpes,vulpes,Red fox,4.1317,21.3,acceptable,captivity,AnAge,AnAge,Vulpes vulpes,0.6161287801577157,1.3283796034387378,0
Mammalia,Vulpes,zerda,Fennec,1.25,16.3,acceptable,captivity,AnAge,AnAge,Vulpes zerda,0.09691001300805642,1.212187604403958,0
Mammalia,Cryptoprocta,ferox,Fossa,9.5,23.1,acceptable,captivity,AnAge,AnAge,Cryptoprocta ferox,0.9777236052888477,1.3636119798921444,0
Mammalia,Fossa,fossana,Malagasy civet,1.54,21.4,acceptable,captivity,AnAge,AnAge,Fossa fossana,0.18752072083646307,1.3304137733491908,0
Mammalia,Galidia,elegans,Ring-tailed mongoose,0.8,26.0,acceptable,captivity,AnAge,AnAge,Galidia elegans,-0.09691001300805639,1.414973347970818,-2
