Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source,Scientific_name,log10M,log10T,bin2
Aves,Ammodramus,caudacutus,Saltmarsh sharp-tailed sparrow,0.0165,10.0,acceptable,wild,AnAge,AnAge,Ammodramus caudacutus,-1.7825160557860937,1.0,-2
Aves,Ammodramus,henslowii,Henslow's sparrow,0.0125,6.5,acceptable,wild,AnAge,AnAge,Ammodramus henslowii,-1.9030899869919435,0.8129133566428556,-2
Aves,Ammodramus,leconteii,Le Conte's sparrow,0.0134,4.1,acceptable,wild,AnAge,AnAge,Ammodramus leconteii,-1.8728952016351923,0.6127838567197355,-2
Aves,Ammodramus,maritimus,Seaside sparrow,0.02,9.0,acceptable,wild,AnAge,AnAge,Ammodramus maritimus,-1.6989700043360187,0.9542425094393249,-2
Aves,Ammodramus,nelsoni,Nelson's sharp-tailed sparrow,0.0152,7.1,acceptable,wild,AnAge,AnAge,Ammodramus nelsoni,-1.8181564120552274,0.8512583487190752,-2
Aves,Emberiza,aureola,Yellow-breasted bunting,0.0196,7.0,acceptable,wild,AnAge,AnAge,Emberiza aureola,-1.7077439286435239,0.8450980400142568,-2
Aves,Emberiza,calandra,Corn bunting,0.0487999999999999,10.6,acceptable,wild,AnAge,AnAge,Emberiza calandra,-1.3115801779972902,1.0253058652647702,-2
Aves,Emberiza,cirlus,Cirl bunting,0.0256,6.1,acceptable,wild,AnAge,AnAge,Emberiza cirlus,-1.5917600346881504,0.785329835010767,-2
Aves,Emberiza,citrinella,Yellowhammer,0.0297,13.2,acceptable,wild,AnAge,AnAge,Emberiza citrinella,-1.5272435506827877,1.1205739312058498,-2
Aves,Emberiza,hortulana,Ortolan bunting,0.0198999999999999,6.8,acceptable,wild,AnAge,AnAge,Emberiza hortulana,-1.7011469235902954,0.8325089127062363,-2
Aves,Emberiza,melanocephala,Black-headed bunting,0.0283999999999999,11.0,acceptable,wild,AnAge,AnAge,Emberiza melanocephala,-1.5466816599529638,1.041392685158225,-2
Aves,Emberiza,schoeniclus,Reed bunting,0.0184,12.2,acceptable,wild,AnAge,AnAge,Emberiza schoeniclus,-1.7351821769904636,1.0863598306747482,-2
Aves,Erythrura,gouldiae,Gouldian finch,0.012,6.0,acceptable,captivity,AnAge,AnAge,Erythrura gouldiae,-1.9208187539523751,0.7781512503836436,-2
Aves,Lonchura,striata,White-rumped munia,0.0123,10.0,acceptable,unknown,AnAge,AnAge,Lonchura striata,-1.9100948885606022,1.0,-2
Aves,Neochmia,temporalis,Red-browed finch,0.01145,23.4,acceptable,wild,AnAge,AnAge,Neochmia temporalis,-1.941194513324093,1.3692158574101427,-2
Aves,Poephila,acuticauda,Long-tailed finch,0.014,6.0,acceptable,wild,AnAge,AnAge,Poephila acuticauda,-1.853871964321762,0.7781512503836436,-2
Aves,Poephila,personata,Masked finch,0.013375,6.9,acceptable,wild,AnAge,AnAge,Poephila personata,-1.873706209306734,0.8388490907372553,-2
Aves,Stagonopleura,bella,Beautiful firetail,0.014,4.5,acceptable,wild,AnAge,AnAge,Stagonopleura bella,-1.853871964321762,0.6532125137753437,-2
Aves,Stagonopleura,guttata,Diamond firetail,0.0176,5.4,acceptable,wild,AnAge,AnAge,Stagonopleura guttata,-1.75448733218585,0.7323937598229685,-2
Aves,Stagonopleura,oculata,Red-eared firetail,0.013,5.2,acceptable,wild,AnAge,AnAge,Stagonopleura oculata,-1.8860566476931633,0.7160033436347992,-2
Aves,Taeniopygia,guttata,Zebra finch,0.012,12.0,acceptable,unknown,AnAge,AnAge,Taeniopygia guttata,-1.9208187539523751,1.0791812460476249,-2
Aves,Acanthis,flammea,Common redpoll,0.0141999999999999,12.2,acceptable,wild,AnAge,AnAge,Acanthis flammea,-1.8477116556169466,1.0863598306747482,-2
Aves,Acanthis,hornemanni,Hoary redpoll,0.01925,6.8,acceptable,wild,AnAge,AnAge,Acanthis hornemanni,-1.7155692661554804,0.8325089127062363,-2
Aves,Carduelis,carduelis,European goldfinch,0.016,27.0,acceptable,unknown,AnAge,AnAge,Carduelis carduelis,-1.7958800173440752,1.4313637641589874,-2
Aves,Carpodacus,erythrinus,Common rosefinch,0.024,9.0,acceptable,wild,AnAge,AnAge,Carpodacus erythrinus,-1.6197887582883939,0.9542425094393249,-2
Aves,Chloris,chloris,European greenfinch,0.026,13.6,acceptable,wild,AnAge,AnAge,Chloris chloris,-1.585026652029182,1.1335389083702174,-2
Aves,Chlorodrepanis,stejnegeri,Kauai amakihi,0.0166499999999999,9.0,acceptable,captivity,AnAge,AnAge,Chlorodrepanis stejnegeri,-1.778585762157664,0.9542425094393249,-2
Aves,Chlorodrepanis,virens,Hawaii amakihi,0.0133499999999999,12.0,acceptable,wild,AnAge,AnAge,Chlorodrepanis virens,-1.8745187342994092,1.0791812460476249,-2
Aves,Coccothraustes,coccothraustes,Hawfinch,0.0566,12.6,acceptable,wild,AnAge,AnAge,Coccothraustes coccothraustes,-1.2471835688117285,1.100370545117563,-2
Aves,Fringilla,coelebs,Chaffinch,0.0207,29.0,acceptable,captivity,AnAge,AnAge,Fringilla coelebs,-1.6840296545430822,1.462397997898956,-2
Aves,Fringilla,montifringilla,Brambling,0.0232,14.8,acceptable,wild,AnAge,AnAge,Fringilla montifringilla,-1.6345120151091004,1.1702617153949575,-2
Aves,Haemorhous,cassinii,Cassin's finch,0.0275,7.0,acceptable,wild,AnAge,AnAge,Haemorhous cassinii,-1.5606673061697374,0.8450980400142568,-2
Aves,Haemorhous,mexicanus,House finch,0.0214,11.6,acceptable,wild,AnAge,AnAge,Haemorhous mexicanus,-1.6695862266508092,1.0644579892269186,-2
Aves,Haemorhous,purpureus,Purple finch,0.02542,14.0,acceptable,wild,AnAge,AnAge,Haemorhous purpureus,-1.5948244537820107,1.146128035678238,-2
Aves,Hemignathus,wilsoni,Akiapolaau,0.028,13.0,acceptable,wild,AnAge,AnAge,Hemignathus wilsoni,-1.5528419686577808,1.1139433523068367,-2
Aves,Hesperiphona,vespertina,Evening grosbeak,0.0549,17.0,acceptable,unknown,AnAge,AnAge,Hesperiphona vespertina,-1.260427655549908,1.2304489213782739,-2
Aves,Himatione,sanguinea,Apapane,0.0134,11.0,acceptable,captivity,AnAge,AnAge,Himatione sanguinea,-1.8728952016351923,1.041392685158225,-2
Aves,Leucosticte,atrata,Black rosy-finch,0.024,8.6,acceptable,wild,AnAge,AnAge,Leucosticte atrata,-1.6197887582883939,0.9344984512435677,-2
Aves,Leucosticte,australis,Brown-capped rosy finch,0.0266,5.9,acceptable,wild,AnAge,AnAge,Leucosticte australis,-1.575118363368933,0.7708520116421442,-2
Aves,Leucosticte,tephrocotis,Gray-crowned rosy-finch,0.0357,6.6,acceptable,wild,AnAge,AnAge,Leucosticte tephrocotis,-1.4473317838878068,0.8195439355418687,-2
Aves,Linaria,cannabina,Eurasian linnet,0.0195,9.4,acceptable,wild,AnAge,AnAge,Linaria cannabina,-1.709965388637482,0.9731278535996987,-2
Aves,Linaria,flavirostris,Twite,0.0154,6.1,acceptable,wild,AnAge,AnAge,Linaria flavirostris,-1.812479279163537,0.785329835010767,-2
Aves,Loxia,curvirostra,Red crossbill,0.0395,16.1,acceptable,wild,AnAge,AnAge,Loxia curvirostra,-1.4034029043735399,1.2068258760318498,-2
Aves,Loxioides,bailleui,Palila,0.03785,13.0,acceptable,wild,AnAge,AnAge,Loxioides bailleui,-1.4219341161639085,1.1139433523068367,-2
Aves,Loxops,coccineus,Akepa,0.0104,10.0,acceptable,wild,AnAge,AnAge,Loxops coccineus,-1.9829666607012197,1.0,-2
Aves,Magumma,parva,Anianiau,0.01,9.5,acceptable,wild,AnAge,AnAge,Magumma parva,-2.0,0.9777236052888477,-2
Aves,Melamprosops,phaeosoma,Poo-uli,0.0255,9.2,acceptable,wild,AnAge,AnAge,Melamprosops phaeosoma,-1.5934598195660448,0.9637878273455552,-2
Aves,Palmeria,dolei,"Akohekohe, or Crested honeycreeper",0.0261999999999999,9.2,acceptable,wild,AnAge,AnAge,Palmeria dolei,-1.581698708680256,0.9637878273455552,-2
Aves,Pinicola,enucleator,Pine grosbeak,0.0653,9.8,acceptable,wild,AnAge,AnAge,Pinicola enucleator,-1.1850868187249262,0.9912260756924949,-2
Aves,Pyrrhula,pyrrhula,Eurasian bullfinch,0.0243999999999999,17.5,acceptable,wild,AnAge,AnAge,Pyrrhula pyrrhula,-1.6126101736612724,1.2430380486862944,-2
Aves,Serinus,canaria,House canary,0.0243,24.0,acceptable,captivity,AnAge,AnAge,Serinus canaria,-1.6143937264016879,1.380211241711606,-2
Aves,Spinus,pinus,Pine siskin,0.0127,11.0,acceptable,unknown,AnAge,AnAge,Spinus pinus,-1.8961962790440432,1.041392685158225,-2
Aves,Spinus,psaltria,Lesser goldfinch,0.00923,5.7,acceptable,wild,AnAge,AnAge,Spinus psaltria,-2.034798298974088,0.7558748556724915,-4
Aves,Spinus,spinus,Eurasian siskin,0.0132,13.5,acceptable,wild,AnAge,AnAge,Spinus spinus,-1.8794260687941502,1.130333768495006,-2
Aves,Spinus,tristis,American goldfinch,0.0128,13.0,acceptable,unknown,AnAge,AnAge,Spinus tristis,-1.8927900303521317,1.1139433523068367,-2
Aves,Telespiza,cantans,Laysan finch,0.0332999999999999,12.0,acceptable,captivity,AnAge,AnAge,Telespiza cantans,-1.4775557664936814,1.0791812460476249,-2
Aves,Telespiza,ultima,Nihoa finch,0.0245,12.0,acceptable,wild,AnAge,AnAge,Telespiza ultima,-1.6108339156354674,1.0791812460476249,-2
Aves,Vestiaria,coccinea,Iiwi,0.0183,8.8,acceptable,wild,AnAge,AnAge,Vestiaria coccinea,-1.7375489102695705,0.9444826721501687,-2
Aves,Dendrocincla,anabatina,Tawny-winged woodcreeper,0.0344,11.0,acceptable,wild,AnAge,AnAge,Dendrocincla anabatina,-1.4634415574284698,1.041392685158225,-2
Aves,Thripadectes,melanorhynchus,Black-billed treehunter,0.0443,10.0,acceptable,wild,AnAge,AnAge,Thripadectes melanorhynchus,-1.3535962737769305,1.0,-2
Aves,Cecropis,daurica,Red-rumped swallow,0.0222,9.0,acceptable,wild,AnAge,AnAge,Cecropis daurica,-1.6536470255493614,0.9542425094393249,-2
Aves,Delichon,urbicum,Common house-martin and northern house-martin,0.0145,15.0,acceptable,wild,AnAge,AnAge,Delichon urbicum,-1.8386319977650252,1.1760912590556813,-2
Aves,Hirundo,neoxena,Welcome swallow,0.015,11.5,acceptable,wild,AnAge,AnAge,Hirundo neoxena,-1.8239087409443189,1.0606978403536118,-2
Aves,Hirundo,rustica,Barn swallow,0.0183,16.0,acceptable,unknown,AnAge,AnAge,Hirundo rustica,-1.7375489102695705,1.2041199826559248,-2
Aves,Petrochelidon,ariel,Fairy martin,0.011025,5.3,acceptable,wild,AnAge,AnAge,Petrochelidon ariel,-1.957621401860124,0.724275869600789,-2
Aves,Petrochelidon,fulva,Cave swallow,0.0201499999999999,12.2,acceptable,wild,AnAge,AnAge,Petrochelidon fulva,-1.695724949522874,1.0863598306747482,-2
Aves,Petrochelidon,nigricans,Tree martin,0.0154,6.1,acceptable,wild,AnAge,AnAge,Petrochelidon nigricans,-1.812479279163537,0.785329835010767,-2
Aves,Petrochelidon,pyrrhonota,Cliff swallow,0.0232399999999999,11.8,acceptable,wild,AnAge,AnAge,Petrochelidon pyrrhonota,-1.6337638762817088,1.0718820073061255,-2
Aves,Progne,subis,Purple martin,0.045,13.8,acceptable,wild,AnAge,AnAge,Progne subis,-1.3467874862246563,1.1398790864012365,-2
Aves,Riparia,riparia,Bank swallow,0.0127,10.1,acceptable,wild,AnAge,AnAge,Riparia riparia,-1.8961962790440432,1.0043213737826426,-2
Aves,Stelgidopteryx,ruficollis,Southern rough-winged swallow,0.016,5.9,acceptable,wild,AnAge,AnAge,Stelgidopteryx ruficollis,-1.7958800173440752,0.7708520116421442,-2
Aves,Stelgidopteryx,serripennis,Northern rough-winged swallow,0.0157,5.9,acceptable,wild,AnAge,AnAge,Stelgidopteryx serripennis,-1.8041003475907664,0.7708520116421442,-2
Aves,Tachycineta,bicolor,Tree swallow,0.019,12.1,acceptable,wild,AnAge,AnAge,Tachycineta bicolor,-1.7212463990471711,1.08278537031645,-2
Aves,Tachycineta,thalassina,Violet-green swallow,0.0141999999999999,9.1,acceptable,wild,AnAge,AnAge,Tachycineta thalassina,-1.8477116556169466,0.9590413923210935,-2
Aves,Agelaius,phoeniceus,Red-winged blackbird,0.0567,20.0,acceptable,unknown,AnAge,AnAge,Agelaius phoeniceus,-1.2464169411070933,1.3010299956639813,-2
Aves,Agelaius,tricolor,Tricolored blackbird,0.0565,13.2,acceptable,wild,AnAge,AnAge,Agelaius tricolor,-1.2479515521805615,1.1205739312058498,-2
Aves,Agelaius,xanthomus,Yellow-shouldered blackbird,0.0384,12.6,acceptable,wild,AnAge,AnAge,Agelaius xanthomus,-1.4156687756324693,1.100370545117563,-2
Aves,Dolichonyx,oryzivorus,Bobolink,0.035,9.0,acceptable,wild,AnAge,AnAge,Dolichonyx oryzivorus,-1.4559319556497243,0.9542425094393249,-2
Aves,Euphagus,carolinus,Rusty blackbird,0.0608,8.8,acceptable,wild,AnAge,AnAge,Euphagus carolinus,-1.216096420727265,0.9444826721501687,-2
Aves,Euphagus,cyanocephalus,Brewer's blackbird,0.06455,12.5,acceptable,wild,AnAge,AnAge,Euphagus cyanocephalus,-1.190103753397561,1.0969100130080565,-2
Aves,Icterus,bullockii,Bullock's oriole,0.03662,8.9,acceptable,wild,AnAge,AnAge,Icterus bullockii,-1.4362816600343224,0.9493900066449128,-2
Aves,Icterus,cucullatus,Hooded oriole,0.0243,6.0,acceptable,wild,AnAge,AnAge,Icterus cucullatus,-1.6143937264016879,0.7781512503836436,-2
Aves,Icterus,galbula,Baltimore oriole,0.0329,14.0,acceptable,unknown,AnAge,AnAge,Icterus galbula,-1.4828041020500258,1.146128035678238,-2
Aves,Icterus,leucopteryx,Jamaican oriole,0.0368999999999999,12.2,acceptable,wild,AnAge,AnAge,Icterus leucopteryx,-1.432973633840941,1.0863598306747482,-2
Aves,Icterus,parisorum,Scott's oriole,0.0362,6.4,acceptable,wild,AnAge,AnAge,Icterus parisorum,-1.4412914294668342,0.8061799739838872,-2
Aves,Icterus,pectoralis,Spot-breasted oriole,0.0465,11.6,acceptable,wild,AnAge,AnAge,Icterus pectoralis,-1.332547047110046,1.0644579892269186,-2
Aves,Icterus,spurius,Orchard oriole,0.021,17.7,acceptable,captivity,AnAge,AnAge,Icterus spurius,-1.6777807052660807,1.2479732663618066,-2
Aves,Molothrus,ater,Brown-headed cowbird,0.0381,16.9,acceptable,wild,AnAge,AnAge,Molothrus ater,-1.4190750243243806,1.2278867046136734,-2
Aves,Quiscalus,quiscula,Common grackle,0.111,23.1,acceptable,wild,AnAge,AnAge,Quiscalus quiscula,-0.9546770212133425,1.3636119798921444,-2
Aves,Sturnella,magna,Eastern meadowlark,0.0947099999999999,12.6,acceptable,wild,AnAge,AnAge,Sturnella magna,-1.0236041633881205,1.100370545117563,-2
Aves,Sturnella,neglecta,Western meadowlark,0.085,10.0,acceptable,captivity,AnAge,AnAge,Sturnella neglecta,-1.0705810742857071,1.0,-2
Aves,Xanthocephalus,xanthocephalus,Yellow-headed blackbird,0.07575,18.0,acceptable,unknown,AnAge,AnAge,Xanthocephalus xanthocephalus,-1.1206173628256573,1.255272505103306,-2
Aves,Lanius,collurio,Red-backed shrike,0.0283999999999999,10.1,acceptable,wild,AnAge,AnAge,Lanius collurio,-1.5466816599529638,1.0043213737826426,-2
Aves,Lanius,excubitor,Northern shrike,0.0635,12.0,acceptable,unknown,AnAge,AnAge,Lanius excubitor,-1.1972262747080245,1.0791812460476249,-2
Aves,Lanius,ludovicianus,Loggerhead shrike,0.046,12.5,acceptable,wild,AnAge,AnAge,Lanius ludovicianus,-1.337242168318426,1.0969100130080565,-2
Aves,Lanius,senator,Woodchat shrike,0.036,5.7,acceptable,wild,AnAge,AnAge,Lanius senator,-1.4436974992327127,0.7558748556724915,-2
Aves,Leiothrix,lutea,Red-billed leiothrix,0.0215,15.0,acceptable,captivity,AnAge,AnAge,Leiothrix lutea,-1.6675615400843946,1.1760912590556813,-2
Aves,Turdoides,squamiceps,Arabian babbler,0.0735,13.5,acceptable,wild,AnAge,AnAge,Turdoides squamiceps,-1.1337126609158052,1.130333768495006,-2
Aves,Turdoides,striata,Bengal jungle babbler,0.066,16.5,acceptable,captivity,AnAge,AnAge,Turdoides striata,-1.1804560644581312,1.2174839442139063,-2
Aves,Locustella,fluviatilis,River warbler,0.0161,6.9,acceptable,wild,AnAge,AnAge,Locustella fluviatilis,-1.7931741239681502,0.8388490907372553,-2
Aves,Locustella,luscinioides,Savi's warbler,0.0139,9.8,acceptable,wild,AnAge,AnAge,Locustella luscinioides,-1.856985199745905,0.9912260756924949,-2
Aves,Locustella,naevia,Common grasshopper-warbler,0.0133,5.9,acceptable,wild,AnAge,AnAge,Locustella naevia,-1.8761483590329142,0.7708520116421442,-2
Aves,Megalurus,gramineus,Little grassbird,0.0143,3.3,acceptable,wild,AnAge,AnAge,Megalurus gramineus,-1.8446639625349381,0.5185139398778874,-2
Aves,Megalurus,timoriensis,Tawny grassbird,0.024775,3.2,acceptable,wild,AnAge,AnAge,Megalurus timoriensis,-1.605986336842687,0.505149978319906,-2
Aves,Machaerirhynchus,flaviventer,Yellow-breasted boatbill,0.0105,12.0,acceptable,wild,AnAge,AnAge,Machaerirhynchus flaviventer,-1.978810700930062,1.0791812460476249,-2
Aves,Amytornis,barbatus,Grey grasswren,0.0182,3.0,acceptable,wild,AnAge,AnAge,Amytornis barbatus,-1.739928612014925,0.47712125471966244,-2
Aves,Malurus,amabilis,Lovely fairywren,0.00865,12.0,acceptable,wild,AnAge,AnAge,Malurus amabilis,-2.0629838925351858,1.0791812460476249,-4
Aves,Malurus,coronatus,Purple-crowned fairywren,0.0111,5.5,acceptable,wild,AnAge,AnAge,Malurus coronatus,-1.9546770212133424,0.7403626894942439,-2
Aves,Malurus,cyaneus,Superb fairywren,0.0104,10.5,acceptable,wild,AnAge,AnAge,Malurus cyaneus,-1.9829666607012197,1.021189299069938,-2
Aves,Malurus,elegans,Red-winged fairywren,0.00975,10.0,acceptable,wild,AnAge,AnAge,Malurus elegans,-2.010995384301463,1.0,-4
Aves,Malurus,lamberti,Variegated fairywren,0.00815,11.0,acceptable,wild,AnAge,AnAge,Malurus lamberti,-2.0888423912600236,1.041392685158225,-4
Aves,Malurus,leucopterus,White-winged fairywren,0.0074,6.0,acceptable,wild,AnAge,AnAge,Malurus leucopterus,-2.1307682802690238,0.7781512503836436,-4
Aves,Malurus,melanocephalus,Red-backed fairywren,0.0079,7.7,acceptable,wild,AnAge,AnAge,Malurus melanocephalus,-2.1023729087095586,0.8864907251724818,-4
Aves,Malurus,pulcherrimus,Blue-breasted fairywren,0.0092,6.4,acceptable,wild,AnAge,AnAge,Malurus pulcherrimus,-2.036212172654445,0.8061799739838872,-4
Aves,Malurus,splendens,Splendid fairywren,0.0093125,11.0,acceptable,wild,AnAge,AnAge,Malurus splendens,-2.030933714243651,1.041392685158225,-4
Aves,Stipiturus,malachurus,Southern emu-wren,0.007525,3.7,acceptable,wild,AnAge,AnAge,Stipiturus malachurus,-2.123493495734119,0.568201724066995,-4
Aves,Acanthagenys,rufogularis,Spiny-cheeked honeyeater,0.0477999999999999,13.6,acceptable,wild,AnAge,AnAge,Acanthagenys rufogularis,-1.3205721033878821,1.1335389083702174,-2
Aves,Acanthorhynchus,superciliosus,Western spinebill,0.00975,10.7,acceptable,wild,AnAge,AnAge,Acanthorhynchus superciliosus,-2.010995384301463,1.0293837776852097,-4
Aves,Acanthorhynchus,tenuirostris,Eastern spinebill,0.0097875,15.5,acceptable,wild,AnAge,AnAge,Acanthorhynchus tenuirostris,-2.0093282249340003,1.1903316981702914,-4
Aves,Anthochaera,carunculata,Red wattlebird,0.10255,13.3,acceptable,wild,AnAge,AnAge,Anthochaera carunculata,-0.9890643352956149,1.1238516409670858,-2
Aves,Anthochaera,chrysoptera,Little wattlebird,0.066075,7.1,acceptable,wild,AnAge,AnAge,Anthochaera chrysoptera,-1.1799628281962522,0.8512583487190752,-2
Aves,Anthochaera,lunulata,Western wattlebird,0.0638,11.5,acceptable,wild,AnAge,AnAge,Anthochaera lunulata,-1.1951793212788377,1.0606978403536118,-2
Aves,Anthochaera,paradoxa,Yellow wattlebird,0.1459,9.8,acceptable,wild,AnAge,AnAge,Anthochaera paradoxa,-0.8359447081065484,0.9912260756924949,-2
Aves,Conopophila,rufogularis,Rufous-throated honeyeater,0.0108,9.8,acceptable,wild,AnAge,AnAge,Conopophila rufogularis,-1.9665762445130504,0.9912260756924949,-2
Aves,Entomyzon,cyanotis,Blue-faced honeyeater,0.101425,9.1,acceptable,wild,AnAge,AnAge,Entomyzon cyanotis,-0.9938549836236362,0.9590413923210935,-2
Aves,Lichenostomus,chrysops,Yellow-faced honeyeater,0.0173,12.6,acceptable,wild,AnAge,AnAge,Lichenostomus chrysops,-1.7619538968712045,1.100370545117563,-2
