HAGRID,Genus,Species,Common name,Order,Family,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
02216,Neophoca,cinerea,Australian sea lion,Carnivora,Otariidae,190000,24.1,captivity,acceptable,671
02217,Otaria,flavescens,Southern sea lion,Carnivora,Otariidae,207500,29,captivity,acceptable,671
02219,Zalophus,californianus,California sea lion,Carnivora,Otariidae,180000,35.7,captivity,high,671
02222,Halichoerus,grypus,Gray seal,Carnivora,Phocidae,268000,42.9,captivity,acceptable,671
02234,Phoca,vitulina,Harbor seal,Carnivora,Phocidae,115000,47.6,captivity,acceptable,671
02236,Pusa,hispida,Ringed seal,Carnivora,Phocidae,90000,46,captivity,acceptable,671
02237,Pusa,sibirica,Baikal seal,Carnivora,Phocidae,90000,56,captivity,acceptable,671
02238,Bassaricyon,alleni,Allen's olingo,Carnivora,Procyonidae,1235,25.2,captivity,acceptable,671
02239,Bassaricyon,gabbii,Olingo,Carnivora,Procyonidae,1235,21.8,captivity,acceptable,671
02240,Bassariscus,astutus,Ringtail,Carnivora,Procyonidae,1015,19,captivity,acceptable,671
02241,Bassariscus,sumichrasti,Cacomistle,Carnivora,Procyonidae,900,24,captivity,acceptable,671
02242,Nasua,narica,White-nosed coati,Carnivora,Procyonidae,3750,26.4,captivity,acceptable,671
02243,Nasua,nasua,South american coati,Carnivora,Procyonidae,4750,23.7,captivity,high,671
02244,Potos,flavus,Kinkajou,Carnivora,Procyonidae,3000,38.4,captivity,acceptable,671
02245,Procyon,cancrivorus,Crab-eating raccoon,Carnivora,Procyonidae,6270,19,captivity,acceptable,671
02246,Procyon,lotor,Common raccoon,Carnivora,Procyonidae,6000,21,captivity,acceptable,671
02247,Ailuropoda,melanoleuca,Giant panda,Carnivora,Ursidae,117500,36.8,captivity,acceptable,671
02248,Helarctos,malayanus,Sun bear,Carnivora,Ursidae,46000,35.9,captivity,acceptable,671
02249,Melursus,ursinus,Sloth bear,Carnivora,Ursidae,100000,33.3,captivity,acceptable,671
02250,Tremarctos,ornatus,Spectacled bear,Carnivora,Ursidae,109250,39,captivity,acceptable,671
02251,Ursus,americanus,American black bear,Carnivora,Ursidae,154250,34,captivity,acceptable,671
02252,Ursus,arctos,Brown bear,Carnivora,Ursidae,277500,40,captivity,acceptable,671
02253,Ursus,maritimus,Polar bear,Carnivora,Ursidae,475000,43.8,captivity,acceptable,671
02254,Ursus,thibetanus,Asiatic black bear,Carnivora,Ursidae,103750,39.2,captivity,acceptable,671
02255,Arctictis,binturong,Binturong,Carnivora,Viverridae,12250,27,captivity,acceptable,671
02256,Arctogalidia,trivirgata,Small-toothed palm civet,Carnivora,Viverridae,2250,16.1,captivity,acceptable,671
02258,Civettictis,civetta,African civet,Carnivora,Viverridae,13666.7,28,captivity,acceptable,671
02261,Genetta,genetta,Small-spotted genet,Carnivora,Viverridae,1866.7,22.7,captivity,acceptable,671
02262,Genetta,maculata,Panther genet,Carnivora,Viverridae,2225,20,captivity,acceptable,671
02265,Genetta,tigrina,Large-spotted genet,Carnivora,Viverridae,1820,21.3,captivity,acceptable,671
02266,Hemigalus,derbyanus,Banded palm civet,Carnivora,Viverridae,2400,16,captivity,acceptable,671
02267,Paguma,larvata,Masked palm civet,Carnivora,Viverridae,4300,27.4,captivity,acceptable,671
02268,Paradoxurus,hermaphroditus,Asian palm civet,Carnivora,Viverridae,3100,24.5,captivity,acceptable,671
02272,Viverra,zibetha,Large indian civet,Carnivora,Viverridae,10000,21.7,captivity,acceptable,671
02275,Balaena,mysticetus,Bowhead whale,Cetacea,Balaenidae,100000000,211,wild,acceptable,21
02276,Eubalaena,australis,Southern right whale,Cetacea,Balaenidae,45000000,70,wild,acceptable,434
02277,Eubalaena,glacialis,North atlantic right whale,Cetacea,Balaenidae,23000000,67,wild,acceptable,642
02278,Balaenoptera,acutorostrata,Common minke whale,Cetacea,Balaenopteridae,7500000,50,wild,acceptable,542
02279,Balaenoptera,borealis,Sei whale,Cetacea,Balaenopteridae,20000000,74,wild,acceptable,1
02280,Balaenoptera,edeni,Bryde's whale,Cetacea,Balaenopteridae,16000000,72,wild,acceptable,1
02281,Balaenoptera,musculus,Blue whale,Cetacea,Balaenopteridae,136000000,110,wild,acceptable,1
02282,Balaenoptera,physalus,Fin whale,Cetacea,Balaenopteridae,70000000,114,wild,acceptable,434
02283,Megaptera,novaeangliae,Humpback whale,Cetacea,Balaenopteridae,30000000,95,wild,acceptable,573
02287,Delphinus,delphis,Short-beaked saddleback dolphin,Cetacea,Delphinidae,80000,25,wild,acceptable,1403
02288,Globicephala,macrorhynchus,Short-finned pilot whale,Cetacea,Delphinidae,2200000,63,wild,acceptable,1
02289,Globicephala,melas,Long-finned pilot whale,Cetacea,Delphinidae,1060000,60,captivity,acceptable,671
02290,Grampus,griseus,Risso's dolphin,Cetacea,Delphinidae,425000,42.5,captivity,acceptable,671
02292,Lagenorhynchus,acutus,Atlantic white-sided dolphin,Cetacea,Delphinidae,208000,27,wild,acceptable,1
02293,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,Cetacea,Delphinidae,103000,46,captivity,acceptable,671
02294,Orcaella,brevirostris,Irrawaddy dolphin,Cetacea,Delphinidae,190000,30,wild,acceptable,624
02295,Orcinus,orca,Killer whale,Cetacea,Delphinidae,3987500,90,wild,acceptable,784
02296,Peponocephala,electra,Melon-headed whale,Cetacea,Delphinidae,206000,47,wild,acceptable,1
02297,Pseudorca,crassidens,False killer whale,Cetacea,Delphinidae,748000,62.5,captivity,acceptable,671
02300,Stenella,attenuata,Pantropical spotted dolphin,Cetacea,Delphinidae,112500,46,wild,acceptable,1
02301,Stenella,coeruleoalba,Striped dolphin,Cetacea,Delphinidae,112500,57.5,wild,acceptable,500
02302,Steno,bredanensis,Rough-toothed dolphin,Cetacea,Delphinidae,114000,32,wild,acceptable,1
02304,Tursiops,truncatus,Bottlenosed dolphin,Cetacea,Delphinidae,200000,51.6,captivity,acceptable,671
02305,Eschrichtius,robustus,Gray whale,Cetacea,Eschrichtiidae,28500000,77,wild,acceptable,573
02306,Berardius,bairdii,Baird's beaked whale,Cetacea,Hyperoodontidae,11380000,84,wild,acceptable,
02307,Hyperoodon,ampullatus,Northern bottlenose whale,Cetacea,Hyperoodontidae,6500000,37,wild,acceptable,1
02309,Mesoplodon,europaeus,Gervais's beaked whale,Cetacea,Hyperoodontidae,5600000,48,wild,acceptable,443
02310,Ziphius,cavirostris,Cuvier's beaked whale,Cetacea,Hyperoodontidae,2701000,62,wild,acceptable,443
02311,Inia,geoffrensis,"Amazon river dolphin, or Amazon dolphin",Cetacea,Iniidae,84000,31.3,captivity,acceptable,671
02312,Kogia,breviceps,Pygmy sperm whale,Cetacea,Kogiidae,424600,17,wild,acceptable,573
02314,Delphinapterus,leucas,Beluga,Cetacea,Monodontidae,1430000,40,captivity,acceptable,671
02315,Monodon,monoceros,Narwhal,Cetacea,Monodontidae,1250000,50,wild,acceptable,561
02316,Neophocaena,phocaenoides,Finless porpoise,Cetacea,Phocoenidae,32500,33,captivity,acceptable,671
02317,Phocoena,phocoena,Harbor porpoise,Cetacea,Phocoenidae,52500,20.4,captivity,acceptable,671
02318,Phocoenoides,dalli,Dall's porpoise,Cetacea,Phocoenidae,120000,22,wild,acceptable,1
02319,Physeter,macrocephalus,Sperm whale,Cetacea,Physeteridae,28500000,77,wild,acceptable,1
02323,Saccopteryx,bilineata,Greater sac-winged bat,Chiroptera,Emballonuridae,7.9,6,wild,acceptable,424
02325,Taphozous,hilli,Hill's tomb bat,Chiroptera,Emballonuridae,21.99,8.8,wild,acceptable,1305
02326,Hipposideros,fulvus,Fulvus roundleaf bat,Chiroptera,Hipposideridae,7,13,wild,acceptable,424
02327,Macroderma,gigas,Australian false vampire bat,Chiroptera,Megadermatidae,150,22.6,captivity,acceptable,671
02328,Megaderma,lyra,Greater false vampire bat,Chiroptera,Megadermatidae,38.6,14,wild,acceptable,424
02330,Miniopterus,schreibersii,Schreibers's long-fingered bat,Chiroptera,Miniopteridae,13,22,wild,acceptable,424
02331,Molossus,molossus,Pallas's mastiff bat,Chiroptera,Molossidae,14,5.6,wild,acceptable,1283
02333,Tadarida,brasiliensis,Brazilian free-tailed bat,Chiroptera,Molossidae,12.5,12,captivity,acceptable,671
02334,Tadarida,teniotis,European free-tailed bat,Chiroptera,Molossidae,35,13,wild,acceptable,424
02335,Mystacina,tuberculata,New Zealand lesser short-tailed bat,Chiroptera,Mystacinidae,23.5,7.6,captivity,acceptable,671
02336,Noctilio,leporinus,Greater bulldog bat,Chiroptera,Noctilionidae,50,11.8,captivity,acceptable,671
02337,Anoura,geoffroyi,Geoffroy's tailless bat,Chiroptera,Phyllostomidae,15.2,10,captivity,acceptable,671
02338,Artibeus,jamaicensis,Jamaican fruit-eating bat,Chiroptera,Phyllostomidae,42.2,19.2,captivity,acceptable,671
02340,Carollia,perspicillata,Seba's short-tailed bat,Chiroptera,Phyllostomidae,15,17,captivity,high,671
02341,Desmodus,rotundus,Vampire bat,Chiroptera,Phyllostomidae,33.2,29.2,captivity,acceptable,671
02342,Diphylla,ecaudata,Hairy-legged vampire bat,Chiroptera,Phyllostomidae,28,8,wild,acceptable,0974
02343,Glossophaga,soricina,Pallas's long-tongued bat,Chiroptera,Phyllostomidae,10,11,captivity,acceptable,671
02344,Leptonycteris,curasoae,Southern long-nosed bat,Chiroptera,Phyllostomidae,25,10.1,wild,acceptable,0974
02345,Macrotus,californicus,California leaf-nosed bat,Chiroptera,Phyllostomidae,11.6,17,captivity,acceptable,671
02346,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,Chiroptera,Phyllostomidae,16,10.4,wild,acceptable,513
02347,Phyllostomus,discolor,Pale spear-nosed bat,Chiroptera,Phyllostomidae,43.4,9,wild,acceptable,424
02348,Phyllostomus,hastatus,Greater spear-nosed bat,Chiroptera,Phyllostomidae,81,18,wild,acceptable,424
02349,Platyrrhinus,lineatus,White-lined broad-nosed bat,Chiroptera,Phyllostomidae,22,13,captivity,acceptable,671
02350,Sturnira,lilium,Little yellow-shouldered bat,Chiroptera,Phyllostomidae,20,12,captivity,acceptable,671
02351,Cynopterus,brachyotis,Lesser short-nosed fruit bat,Chiroptera,Pteropodidae,45,10.1,captivity,acceptable,671
02352,Cynopterus,sphinx,Greater short-nosed fruit bat,Chiroptera,Pteropodidae,75,10,captivity,acceptable,671
02353,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,Chiroptera,Pteropodidae,430,12.3,captivity,acceptable,671
02354,Eidolon,helvum,Straw-colored fruit bat,Chiroptera,Pteropodidae,306.25,21.8,captivity,acceptable,671
02355,Epomophorus,gambianus,Gambian epauletted fruit bat,Chiroptera,Pteropodidae,80,7.8,captivity,acceptable,671
02356,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,Chiroptera,Pteropodidae,80,10.1,captivity,acceptable,671
02357,Haplonycteris,fischeri,Philippine pygmy fruit bat,Chiroptera,Pteropodidae,18,10,unknown,acceptable,434
02359,Pteropus,alecto,Black flying fox,Chiroptera,Pteropodidae,672.1,20.3,wild,acceptable,1305
02361,Pteropus,dasymallus,Ryukyu flying fox,Chiroptera,Pteropodidae,435,24,captivity,acceptable,671
02362,Pteropus,giganteus,Indian flying fox,Chiroptera,Pteropodidae,1175,44,captivity,high,"Melody Brooks, pers. comm."
02363,Pteropus,hypomelanus,Variable flying fox,Chiroptera,Pteropodidae,450,20.3,captivity,acceptable,671
02364,Pteropus,livingstonii,Comoro black flying fox,Chiroptera,Pteropodidae,696.5,15,captivity,acceptable,671
02365,Pteropus,lylei,Lyle's flying fox,Chiroptera,Pteropodidae,316.7,20.4,captivity,acceptable,671
02366,Pteropus,niger,Greater mascarene flying fox,Chiroptera,Pteropodidae,456.3,19.4,captivity,acceptable,671
02367,Pteropus,poliocephalus,Gray-headed flying fox,Chiroptera,Pteropodidae,675,23.6,captivity,acceptable,671
02368,Pteropus,pselaphon,Bonin flying fox,Chiroptera,Pteropodidae,321.49,16.7,captivity,acceptable,671
02369,Pteropus,pumilus,Little golden-mantled flying fox,Chiroptera,Pteropodidae,200,17.2,captivity,acceptable,671
02370,Pteropus,rodricensis,Rodriguez flying fox,Chiroptera,Pteropodidae,350,28,captivity,acceptable,671
02371,Pteropus,scapulatus,Little red flying fox,Chiroptera,Pteropodidae,300,15.8,captivity,acceptable,671
02372,Pteropus,vampyrus,Large flying fox,Chiroptera,Pteropodidae,872,20.9,captivity,acceptable,671
02374,Rousettus,aegyptiacus,Egyptian rousette,Chiroptera,Pteropodidae,125,22.9,wild,acceptable,424
02375,Rousettus,lanosus,Long-haired rousette,Chiroptera,Pteropodidae,103,18.7,captivity,acceptable,671
02376,Rousettus,leschenaultii,Leschenault's rousette,Chiroptera,Pteropodidae,108.25,14,captivity,acceptable,671
02378,Rhinolophus,ferrumequinum,Greater horseshoe bat,Chiroptera,Rhinolophidae,22.875,30.5,wild,acceptable,1
02379,Rhinolophus,hipposideros,Lesser horseshoe bat,Chiroptera,Rhinolophidae,4.6,29.4,wild,acceptable,970
02381,Antrozous,pallidus,Pallid bat,Chiroptera,Vespertilionidae,20.8,14.8,captivity,acceptable,671
02382,Barbastella,barbastellus,Western barbastelle,Chiroptera,Vespertilionidae,10.25,23,wild,acceptable,424
02383,Chalinolobus,gouldii,Gould's wattled bat,Chiroptera,Vespertilionidae,15.87,7.8,wild,acceptable,1305
02384,Chalinolobus,morio,Chocolate wattled bat,Chiroptera,Vespertilionidae,8.91,9.6,wild,acceptable,1305
02386,Corynorhinus,townsendii,Townsend's big-eared bat,Chiroptera,Vespertilionidae,14.25,20.5,wild,acceptable,424
02387,Eptesicus,fuscus,Big brown bat,Chiroptera,Vespertilionidae,23,19,wild,acceptable,424
02388,Eptesicus,nilssonii,Northern bat,Chiroptera,Vespertilionidae,13,20,wild,acceptable,970
02389,Eptesicus,serotinus,Serotine,Chiroptera,Vespertilionidae,18.2,21,wild,acceptable,970
02390,Falsistrellus,tasmaniensis,Eastern false pipistrelle,Chiroptera,Vespertilionidae,22.54,6,wild,acceptable,1305
02391,Lasionycteris,noctivagans,Silver-haired bat,Chiroptera,Vespertilionidae,10,12,wild,acceptable,1
02392,Lasiurus,cinereus,Hoary bat,Chiroptera,Vespertilionidae,24,14,wild,acceptable,424
02394,Myotis,bechsteinii,Bechstein's bat,Chiroptera,Vespertilionidae,10.5,21,wild,acceptable,970
02395,Myotis,blythii,Lesser mouse-eared bat,Chiroptera,Vespertilionidae,23,33,wild,acceptable,424
02396,Myotis,brandtii,Brandt's bat,Chiroptera,Vespertilionidae,7,41,wild,acceptable,424
02397,Myotis,dasycneme,Pond bat,Chiroptera,Vespertilionidae,15,20.5,wild,acceptable,424
02398,Myotis,daubentonii,Daubenton's bat,Chiroptera,Vespertilionidae,8.5,28,wild,acceptable,424
02399,Myotis,emarginatus,Geoffroy's bat,Chiroptera,Vespertilionidae,11,22.7,wild,acceptable,424
02400,Myotis,evotis,Western long-eared myotis,Chiroptera,Vespertilionidae,7.4,22,wild,acceptable,424
02401,Myotis,grisescens,Gray myotis,Chiroptera,Vespertilionidae,9.25,16.5,wild,acceptable,1
02402,Myotis,keenii,Keen's myotis,Chiroptera,Vespertilionidae,7.4,19,wild,acceptable,424
02403,Myotis,leibii,Eastern small-footed myotis,Chiroptera,Vespertilionidae,5.6,12,wild,acceptable,424
02404,Myotis,lucifugus,Little brown bat,Chiroptera,Vespertilionidae,10,34,wild,acceptable,424
02406,Myotis,myotis,Mouse-eared bat,Chiroptera,Vespertilionidae,28.55,37.1,wild,acceptable,970
02407,Myotis,mystacinus,Whiskered bat,Chiroptera,Vespertilionidae,5.3,24,wild,acceptable,424
02408,Myotis,nattereri,Natterer's bat,Chiroptera,Vespertilionidae,7.5,23.7,wild,acceptable,970
02409,Myotis,nigricans,Black myotis,Chiroptera,Vespertilionidae,4.2,7,wild,acceptable,1
02410,Myotis,sodalis,Indiana bat,Chiroptera,Vespertilionidae,7.7,20,wild,acceptable,424
02411,Myotis,thysanodes,Fringed myotis,Chiroptera,Vespertilionidae,6,18.3,wild,acceptable,1
02412,Myotis,velifer,Cave myotis,Chiroptera,Vespertilionidae,10.1,11.3,wild,acceptable,424
02413,Myotis,vivesi,Fish-eating bat,Chiroptera,Vespertilionidae,25,10,unknown,acceptable,1
02414,Myotis,volans,Long-legged myotis,Chiroptera,Vespertilionidae,7,21,wild,acceptable,424
02415,Myotis,yumanensis,Yuma myotis,Chiroptera,Vespertilionidae,6.25,14,wild,acceptable,984
02416,Nyctalus,leisleri,Lesser noctule,Chiroptera,Vespertilionidae,16,16,wild,acceptable,424
02417,Nyctalus,noctula,Noctule,Chiroptera,Vespertilionidae,27.75,12,wild,acceptable,424
02418,Nycticeius,humeralis,Evening bat,Chiroptera,Vespertilionidae,9.75,6,wild,acceptable,424
02419,Nyctophilus,geoffroyi,Lesser long-eared bat,Chiroptera,Vespertilionidae,8,7.3,wild,acceptable,1305
02422,Perimyotis,subflavus,Eastern pipistrelle,Chiroptera,Vespertilionidae,7.5,14.8,wild,acceptable,1
02423,Pipistrellus,kuhlii,Kuhl's pipistrelle,Chiroptera,Vespertilionidae,6,8,wild,acceptable,424
02424,Pipistrellus,nathusii,Nathusius's pipistrelle,Chiroptera,Vespertilionidae,10,11,wild,acceptable,424
02425,Pipistrellus,pipistrellus,Common pipistrelle,Chiroptera,Vespertilionidae,5,16.6,wild,acceptable,970
02426,Plecotus,auritus,Brown big-eared bat,Chiroptera,Vespertilionidae,7.8,30,wild,acceptable,424
02427,Plecotus,austriacus,Gray big-eared bat,Chiroptera,Vespertilionidae,12,25.5,wild,acceptable,970
02428,Scotorepens,balstoni,Western broad-nosed bat,Chiroptera,Vespertilionidae,11.7,9.7,captivity,acceptable,671
02429,Scotorepens,orion,Orion broad-nosed bat,Chiroptera,Vespertilionidae,11.765,11.1,wild,acceptable,1305
02430,Vespadelus,darlingtoni,Large forest bat,Chiroptera,Vespertilionidae,6.06,8,wild,acceptable,1305
02432,Vespadelus,regulus,Southern forest bat,Chiroptera,Vespertilionidae,5.05,8,wild,acceptable,1305
02433,Vespadelus,vulturnus,Little forest bat,Chiroptera,Vespertilionidae,3.77,9.1,wild,acceptable,1305
02438,Chaetophractus,vellerosus,Screaming hairy armadillo,Cingulata,Dasypodidae,840,16.2,captivity,acceptable,671
02439,Chaetophractus,villosus,Large hairy armadillo,Cingulata,Dasypodidae,3000,25.2,captivity,acceptable,671
02441,Dasypus,novemcinctus,Nine-banded armadillo,Cingulata,Dasypodidae,5500,22.3,captivity,acceptable,671
02443,Euphractus,sexcinctus,Six-banded armadillo,Cingulata,Dasypodidae,4850,22.1,captivity,acceptable,671
02444,Priodontes,maximus,Giant armadillo,Cingulata,Dasypodidae,33000,15,captivity,acceptable,671
02445,Tolypeutes,matacus,Southern three-banded armadillo,Cingulata,Dasypodidae,1500,36.8,captivity,acceptable,"John Gramieri, pers. comm."
02447,Zaedyus,pichiy,Pichi,Cingulata,Dasypodidae,1500,12.5,captivity,acceptable,671
02448,Antechinomys,laniger,Kultarr,Dasyuromorphia,Dasyuridae,24,3.5,captivity,acceptable,671
02449,Antechinus,agilis,Agile antechinus,Dasyuromorphia,Dasyuridae,18,4.7,captivity,acceptable,671
02450,Antechinus,bellus,Fawn antechinus,Dasyuromorphia,Dasyuridae,34,3.4,captivity,acceptable,671
02451,Antechinus,flavipes,Yellow-footed antechinus,Dasyuromorphia,Dasyuridae,45,3.9,captivity,acceptable,671
02454,Antechinus,stuartii,Brown antechinus,Dasyuromorphia,Dasyuridae,27.5,5.4,captivity,acceptable,671
02455,Antechinus,swainsonii,Dusky antechinus,Dasyuromorphia,Dasyuridae,41,3.3,captivity,acceptable,671
02456,Dasycercus,cristicauda,Mulgara,Dasyuromorphia,Dasyuridae,115,7.4,captivity,acceptable,671
02458,Dasyuroides,byrnei,Kowari,Dasyuromorphia,Dasyuridae,105,8,captivity,acceptable,671
02459,Dasyurus,geoffroii,Western quoll,Dasyuromorphia,Dasyuridae,890,6.2,captivity,acceptable,671
02460,Dasyurus,hallucatus,Northern quoll,Dasyuromorphia,Dasyuridae,525,5.9,captivity,acceptable,671
02461,Dasyurus,maculatus,"Tiger quoll, or Australian tiger cat",Dasyuromorphia,Dasyuridae,5500,6.8,captivity,acceptable,671
02462,Dasyurus,viverrinus,Eastern quoll,Dasyuromorphia,Dasyuridae,1090,6.8,captivity,acceptable,671
02465,Parantechinus,apicalis,Southern dibbler,Dasyuromorphia,Dasyuridae,70,5.5,captivity,acceptable,671
02466,Phascogale,calura,Red-tailed phascogale,Dasyuromorphia,Dasyuridae,43,4.7,captivity,acceptable,671
02467,Phascogale,tapoatafa,Brush-tailed phascogale,Dasyuromorphia,Dasyuridae,193.5,5.9,captivity,acceptable,671
02470,Planigale,maculata,Pygmy planigale,Dasyuromorphia,Dasyuridae,10,5.8,captivity,acceptable,671
02471,Planigale,tenuirostris,Narrow-nosed planigale,Dasyuromorphia,Dasyuridae,5.3,5.2,captivity,acceptable,671
02473,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,Dasyuromorphia,Dasyuridae,32.5,7,captivity,acceptable,671
02476,Sarcophilus,harrisii,Tasmanian devil,Dasyuromorphia,Dasyuridae,6500,13,captivity,acceptable,671
02477,Sminthopsis,crassicaudata,Fat-tailed dunnart,Dasyuromorphia,Dasyuridae,15,5,captivity,acceptable,671
02480,Sminthopsis,griseoventer,Gray-bellied dunnart,Dasyuromorphia,Dasyuridae,17.5,3.6,captivity,acceptable,671
02481,Sminthopsis,macroura,Stripe-faced dunnart,Dasyuromorphia,Dasyuridae,20,4.9,captivity,acceptable,671
02483,Sminthopsis,virginiae,Red-cheeked dunnart,Dasyuromorphia,Dasyuridae,34,5.3,captivity,acceptable,671
02484,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,Dasyuromorphia,Dasyuridae,10,5.3,captivity,acceptable,671
02485,Myrmecobius,fasciatus,Numbat,Dasyuromorphia,Myrmecobiidae,471.5,11,captivity,acceptable,671
02487,Caluromys,derbianus,Central American woolly opossum,Didelphimorphia,Didelphidae,330,8.7,captivity,acceptable,671
02488,Caluromys,philander,Bare-tailed woolly opossum,Didelphimorphia,Didelphidae,350,8.9,captivity,acceptable,671
02490,Chironectes,minimus,Water opossum (yapok),Didelphimorphia,Didelphidae,700,3.1,captivity,acceptable,671
02492,Didelphis,aurita,Big-eared opossum,Didelphimorphia,Didelphidae,850,4,captivity,acceptable,671
02493,Didelphis,marsupialis,Southern opossum,Didelphimorphia,Didelphidae,1530,4.2,captivity,acceptable,671
02494,Didelphis,virginiana,Virginia opossum,Didelphimorphia,Didelphidae,3000,6.6,captivity,acceptable,671
02495,Gracilinanus,agilis,"Agile gracile opossum, or Paraguayan slender mouse opossum",Didelphimorphia,Didelphidae,22,6.1,captivity,acceptable,671
02496,Lutreolina,crassicaudata,Lutrine opossum,Didelphimorphia,Didelphidae,370,2.9,captivity,acceptable,671
02499,Marmosa,robinsoni,Robinson's mouse opossum,Didelphimorphia,Didelphidae,75,5,captivity,acceptable,434
02500,Marmosops,noctivagus,"White-bellied slender opossum, or Rio Napo mouse opossum",Didelphimorphia,Didelphidae,21,4.5,captivity,acceptable,671
02501,Metachirus,nudicaudatus,Brown four-eyed opossum,Didelphimorphia,Didelphidae,440,3,captivity,acceptable,671
02502,Monodelphis,adusta,Sepia short-tailed opossum,Didelphimorphia,Didelphidae,35,4.1,captivity,acceptable,671
02503,Monodelphis,brevicaudata,"Northern red-sided opossum, or Short bare-tailed opossum",Didelphimorphia,Didelphidae,90,3.9,captivity,acceptable,671
02504,Monodelphis,domestica,Gray short-tailed opossum,Didelphimorphia,Didelphidae,105,5.1,captivity,acceptable,671
02506,Philander,opossum,Gray four-eyed opossum,Didelphimorphia,Didelphidae,450,4.4,captivity,acceptable,671
02507,Acrobates,pygmaeus,Pygmy gliding possum,Diprotodontia,Acrobatidae,13,8.8,captivity,high,671
02509,Burramys,parvus,Mountain pygmy possum,Diprotodontia,Burramyidae,45,12,unknown,acceptable,522
02511,Cercartetus,nanus,Eastern pygmy possum,Diprotodontia,Burramyidae,40,10.3,captivity,acceptable,671
02514,Dendrolagus,dorianus,Doria's tree kangaroo,Diprotodontia,Macropodidae,9581,19,captivity,acceptable,671
02515,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,Diprotodontia,Macropodidae,7400,23.6,captivity,acceptable,671
02516,Dendrolagus,inustus,Grizzled tree kangaroo,Diprotodontia,Macropodidae,11400,23.8,captivity,acceptable,671
02517,Dendrolagus,matschiei,Matschie's tree kangaroo,Diprotodontia,Macropodidae,7200,26.9,captivity,acceptable,671
02518,Dendrolagus,ursinus,Black tree kangaroo,Diprotodontia,Macropodidae,8000,20,captivity,acceptable,671
02519,Dorcopsis,luctuosa,Gray dorcopsis,Diprotodontia,Macropodidae,3570,13.9,captivity,acceptable,671
02520,Dorcopsis,muelleri,Brown dorcopsis,Diprotodontia,Macropodidae,5000,12.4,captivity,acceptable,671
02521,Dorcopsulus,macleayi,"Macleay's dorcopsis, or Papuan mountain wallaby",Diprotodontia,Macropodidae,2988,7.9,captivity,acceptable,671
02522,Lagorchestes,conspicillatus,Spectacled hare-wallaby,Diprotodontia,Macropodidae,3000,8.8,captivity,acceptable,671
02523,Lagorchestes,hirsutus,Rufous hare-wallaby,Diprotodontia,Macropodidae,1310,13.2,captivity,acceptable,671
02525,Macropus,agilis,Agile wallaby,Diprotodontia,Macropodidae,16000,16.9,captivity,acceptable,671
02526,Macropus,antilopinus,Antilopine wallaroo,Diprotodontia,Macropodidae,49500,19.8,captivity,acceptable,671
02527,Macropus,bernardus,Black wallaroo,Diprotodontia,Macropodidae,17500,11.8,captivity,acceptable,671
02529,Macropus,eugenii,Tammar wallaby,Diprotodontia,Macropodidae,6500,15.1,captivity,acceptable,671
02530,Macropus,fuliginosus,Western gray kangaroo,Diprotodontia,Macropodidae,28250,23.2,captivity,high,671
02531,Macropus,giganteus,Eastern gray kangaroo,Diprotodontia,Macropodidae,49500,25,captivity,high,556
02532,Macropus,parma,Parma wallaby,Diprotodontia,Macropodidae,4250,15.9,captivity,high,671
02534,Macropus,robustus,Wallaroo,Diprotodontia,Macropodidae,30000,22,captivity,acceptable,671
02535,Macropus,rufogriseus,Red-necked wallaby,Diprotodontia,Macropodidae,16200,15.2,captivity,acceptable,671
02536,Macropus,rufus,Red kangaroo,Diprotodontia,Macropodidae,55000,25,captivity,high,671
02537,Onychogalea,fraenata,"Bridled nail-tail wallaby, or Ridled nail-tailed wallaby",Diprotodontia,Macropodidae,5500,7.4,captivity,acceptable,671
02538,Onychogalea,unguifera,Northern nail-tailed wallaby,Diprotodontia,Macropodidae,5800,5.5,captivity,acceptable,671
02540,Petrogale,brachyotis,"Short-eared rock-wallaby, or Western rock wallaby",Diprotodontia,Macropodidae,3700,10.1,captivity,acceptable,671
02541,Petrogale,concinna,Nabarlek,Diprotodontia,Macropodidae,1250,11.7,captivity,acceptable,671
02543,Petrogale,penicillata,Brush-tailed rock wallaby,Diprotodontia,Macropodidae,6000,14.3,captivity,acceptable,671
02544,Petrogale,xanthopus,Ringtailed rock wallaby,Diprotodontia,Macropodidae,6000,14.4,captivity,acceptable,671
02545,Setonix,brachyurus,Quokka,Diprotodontia,Macropodidae,3500,13.8,captivity,acceptable,671
02546,Thylogale,billardierii,Tasmanian pademelon,Diprotodontia,Macropodidae,5000,8.8,captivity,acceptable,671
02547,Thylogale,brunii,Dusky pademelon,Diprotodontia,Macropodidae,4796,9.4,captivity,acceptable,671
02548,Thylogale,stigmatica,Red-legged pademelon,Diprotodontia,Macropodidae,4100,9.7,captivity,acceptable,671
