HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult_weight_g,Adult_weight_g,Mass_kg,Max_longevity_yr,Max_longevity_yr,log10M,log10T,Specimen origin,Data quality,Source,Mass_source,Longevity_source,Backfill_note
02402,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,keenii,Keen's myotis,7.4,7.4,0.0074,19,19.0,-2.1307682802690238,1.2787536009528289,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02403,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,leibii,Eastern small-footed myotis,5.6,5.6,0.0056,12,12.0,-2.2518119729937998,1.0791812460476249,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02404,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little brown bat,10,10.0,0.01,34,34.0,-2.0,1.5314789170422551,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02406,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Mouse-eared bat,28.55,28.55,0.02855,37.1,37.1,-1.544393887418133,1.5693739096150459,wild,acceptable,970,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02407,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,Whiskered bat,5.3,5.3,0.0053,24,24.0,-2.275724130399211,1.380211241711606,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02408,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,Natterer's bat,7.5,7.5,0.0075,23.7,23.7,-2.1249387366083,1.374748346010104,wild,acceptable,970,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02409,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Black myotis,4.2,4.2,0.004200000000000001,7,7.0,-2.376750709602099,0.8450980400142568,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02410,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,sodalis,Indiana bat,7.7,7.7,0.0077,20,20.0,-2.113509274827518,1.3010299956639813,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02411,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,thysanodes,Fringed myotis,6,6.0,0.006,18.3,18.3,-2.221848749616356,1.2624510897304295,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02412,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,Cave myotis,10.1,10.1,0.0101,11.3,11.3,-1.9956786262173574,1.0530784434834197,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02413,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,vivesi,Fish-eating bat,25,25.0,0.025,10,10.0,-1.6020599913279623,1.0,unknown,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02414,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,volans,Long-legged myotis,7,7.0,0.007,21,21.0,-2.154901959985743,1.3222192947339193,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02415,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,yumanensis,Yuma myotis,6.25,6.25,0.00625,14,14.0,-2.2041199826559246,1.146128035678238,wild,acceptable,984,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02416,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,leisleri,Lesser noctule,16,16.0,0.016,16,16.0,-1.7958800173440752,1.2041199826559248,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02417,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Noctule,27.75,27.75,0.02775,12,12.0,-1.556737012541305,1.0791812460476249,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02418,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nycticeius,humeralis,Evening bat,9.75,9.75,0.00975,6,6.0,-2.010995384301463,0.7781512503836436,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02419,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi,Lesser long-eared bat,8,8.0,0.008,7.3,7.3,-2.0969100130080562,0.8633228601204559,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02422,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Perimyotis,subflavus,Eastern pipistrelle,7.5,7.5,0.0075,14.8,14.8,-2.1249387366083,1.1702617153949575,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02423,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,kuhlii,Kuhl's pipistrelle,6,6.0,0.006,8,8.0,-2.221848749616356,0.9030899869919435,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02424,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,nathusii,Nathusius's pipistrelle,10,10.0,0.01,11,11.0,-2.0,1.041392685158225,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02425,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Common pipistrelle,5,5.0,0.005,16.6,16.6,-2.3010299956639813,1.2201080880400552,wild,acceptable,970,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02426,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Brown big-eared bat,7.8,7.8,0.0078,30,30.0,-2.1079053973095196,1.4771212547196624,wild,acceptable,424,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02427,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,austriacus,Gray big-eared bat,12,12.0,0.012,25.5,25.5,-1.9208187539523751,1.4065401804339552,wild,acceptable,970,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02428,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Western broad-nosed bat,11.7,11.7,0.011699999999999999,9.7,9.7,-1.9318141382538383,0.9867717342662448,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02429,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Scotorepens,orion,Orion broad-nosed bat,11.765,11.765,0.011765000000000001,11.1,11.1,-1.92940806848796,1.0453229787866574,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02430,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,darlingtoni,Large forest bat,6.06,6.06,0.006059999999999999,8,8.0,-2.217527375833714,0.9030899869919435,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02432,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,regulus,Southern forest bat,5.05,5.05,0.00505,8,8.0,-2.2967086218813386,0.9030899869919435,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02433,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,vulturnus,Little forest bat,3.77,3.77,0.00377,9.1,9.1,-2.423658649794207,0.9590413923210935,wild,acceptable,1305,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02438,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus,vellerosus,Screaming hairy armadillo,840,840.0,0.84,16.2,16.2,-0.07572071393811836,1.209515014542631,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02439,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus,villosus,Large hairy armadillo,3000,3000.0,3.0,25.2,25.2,0.47712125471966244,1.4014005407815442,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02441,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded armadillo,5500,5500.0,5.5,22.3,22.3,0.7403626894942439,1.3483048630481607,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02443,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,Six-banded armadillo,4850,4850.0,4.85,22.1,22.1,0.6857417386022636,1.3443922736851108,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02444,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Giant armadillo,33000,33000.0,33.0,15,15.0,1.5185139398778875,1.1760912590556813,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02445,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Tolypeutes,matacus,Southern three-banded armadillo,1500,1500.0,1.5,36.8,36.8,0.17609125905568124,1.5658478186735176,captivity,acceptable,"John Gramieri, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02447,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Pichi,1500,1500.0,1.5,12.5,12.5,0.17609125905568124,1.0969100130080565,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02448,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Kultarr,24,24.0,0.024,3.5,3.5,-1.6197887582883939,0.5440680443502757,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02449,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Agile antechinus,18,18.0,0.018,4.7,4.7,-1.744727494896694,0.6720978579357175,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02450,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Fawn antechinus,34,34.0,0.034,3.4,3.4,-1.4685210829577449,0.5314789170422551,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02451,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Yellow-footed antechinus,45,45.0,0.045,3.9,3.9,-1.3467874862246563,0.5910646070264992,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02454,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Brown antechinus,27.5,27.5,0.0275,5.4,5.4,-1.5606673061697374,0.7323937598229685,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02455,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Dusky antechinus,41,41.0,0.041,3.3,3.3,-1.3872161432802645,0.5185139398778874,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02456,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Mulgara,115,115.0,0.115,7.4,7.4,-0.9393021596463883,0.8692317197309762,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02458,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Kowari,105,105.0,0.105,8,8.0,-0.978810700930062,0.9030899869919435,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02459,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Western quoll,890,890.0,0.89,6.2,6.2,-0.0506099933550872,0.7923916894982539,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02460,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Northern quoll,525,525.0,0.525,5.9,5.9,-0.2798406965940431,0.7708520116421442,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02461,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,"Tiger quoll, or Australian tiger cat",5500,5500.0,5.5,6.8,6.8,0.7403626894942439,0.8325089127062363,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02462,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Eastern quoll,1090,1090.0,1.09,6.8,6.8,0.03742649794062367,0.8325089127062363,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02465,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,Southern dibbler,70,70.0,0.07,5.5,5.5,-1.154901959985743,0.7403626894942439,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02466,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,calura,Red-tailed phascogale,43,43.0,0.043,4.7,4.7,-1.3665315444204136,0.6720978579357175,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02467,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Brush-tailed phascogale,193.5,193.5,0.1935,5.9,5.9,-0.7133190306450697,0.7708520116421442,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02470,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,Pygmy planigale,10,10.0,0.01,5.8,5.8,-2.0,0.7634279935629373,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02471,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,Narrow-nosed planigale,5.3,5.3,0.0053,5.2,5.2,-2.275724130399211,0.7160033436347992,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02473,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,32.5,32.5,0.0325,7,7.0,-1.4881166390211256,0.8450980400142568,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02476,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian devil,6500,6500.0,6.5,13,13.0,0.8129133566428556,1.1139433523068367,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02477,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Fat-tailed dunnart,15,15.0,0.015,5,5.0,-1.8239087409443189,0.6989700043360189,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02480,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,Gray-bellied dunnart,17.5,17.5,0.0175,3.6,3.6,-1.7569619513137056,0.5563025007672873,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02481,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced dunnart,20,20.0,0.02,4.9,4.9,-1.6989700043360187,0.6901960800285137,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02483,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,Red-cheeked dunnart,34,34.0,0.034,5.3,5.3,-1.4685210829577449,0.724275869600789,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02484,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,10,10.0,0.01,5.3,5.3,-2.0,0.724275869600789,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02485,Animalia,Chordata,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Numbat,471.5,471.5,0.4715,11,11.0,-0.32651830292665285,1.041392685158225,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02487,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys,derbianus,Central American woolly opossum,330,330.0,0.33,8.7,8.7,-0.4814860601221125,0.9395192526186185,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02488,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,Bare-tailed woolly opossum,350,350.0,0.35,8.9,8.9,-0.4559319556497244,0.9493900066449128,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02490,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Chironectes,minimus,Water opossum (yapok),700,700.0,0.7,3.1,3.1,-0.1549019599857432,0.4913616938342727,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02492,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Big-eared opossum,850,850.0,0.85,4,4.0,-0.07058107428570727,0.6020599913279624,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02493,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Southern opossum,1530,1530.0,1.53,4.2,4.2,0.1846914308175988,0.6232492903979004,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02494,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia opossum,3000,3000.0,3.0,6.6,6.6,0.47712125471966244,0.8195439355418687,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02495,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,agilis,"Agile gracile opossum, or Paraguayan slender mouse opossum",22,22.0,0.022,6.1,6.1,-1.6575773191777938,0.785329835010767,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02496,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutrine opossum,370,370.0,0.37,2.9,2.9,-0.431798275933005,0.4623979978989561,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02499,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's mouse opossum,75,75.0,0.075,5,5.0,-1.1249387366083,0.6989700043360189,captivity,acceptable,434,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02500,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosops,noctivagus,"White-bellied slender opossum, or Rio Napo mouse opossum",21,21.0,0.021,4.5,4.5,-1.6777807052660807,0.6532125137753437,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02501,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Brown four-eyed opossum,440,440.0,0.44,3,3.0,-0.3565473235138126,0.47712125471966244,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02502,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,adusta,Sepia short-tailed opossum,35,35.0,0.035,4.1,4.1,-1.4559319556497243,0.6127838567197355,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02503,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,"Northern red-sided opossum, or Short bare-tailed opossum",90,90.0,0.09,3.9,3.9,-1.0457574905606752,0.5910646070264992,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02504,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,domestica,Gray short-tailed opossum,105,105.0,0.105,5.1,5.1,-0.978810700930062,0.7075701760979364,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02506,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Philander,opossum,Gray four-eyed opossum,450,450.0,0.45,4.4,4.4,-0.3467874862246563,0.6434526764861874,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02507,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Acrobates,pygmaeus,Pygmy gliding possum,13,13.0,0.013,8.8,8.8,-1.8860566476931633,0.9444826721501687,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02509,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Burramys,parvus,Mountain pygmy possum,45,45.0,0.045,12,12.0,-1.3467874862246563,1.0791812460476249,unknown,acceptable,522,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02511,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,nanus,Eastern pygmy possum,40,40.0,0.04,10.3,10.3,-1.3979400086720375,1.0128372247051722,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02514,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,dorianus,Doria's tree kangaroo,9581,9581.0,9.581,19,19.0,0.9814108401658882,1.2787536009528289,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02515,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,7400,7400.0,7.4,23.6,23.6,0.8692317197309762,1.3729120029701067,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02516,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled tree kangaroo,11400,11400.0,11.4,23.8,23.8,1.0569048513364727,1.376576957056512,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02517,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Matschie's tree kangaroo,7200,7200.0,7.2,26.9,26.9,0.8573324964312685,1.429752280002408,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02518,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,ursinus,Black tree kangaroo,8000,8000.0,8.0,20,20.0,0.9030899869919435,1.3010299956639813,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02519,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Gray dorcopsis,3570,3570.0,3.57,13.9,13.9,0.5526682161121932,1.1430148002540952,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02520,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,muelleri,Brown dorcopsis,5000,5000.0,5.0,12.4,12.4,0.6989700043360189,1.0934216851622351,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02521,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,"Macleay's dorcopsis, or Papuan mountain wallaby",2988,2988.0,2.988,7.9,7.9,0.4753805931433612,0.8976270912904414,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02522,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,3000,3000.0,3.0,8.8,8.8,0.47712125471966244,0.9444826721501687,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02523,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Rufous hare-wallaby,1310,1310.0,1.31,13.2,13.2,0.11727129565576427,1.1205739312058498,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02525,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile wallaby,16000,16000.0,16.0,16.9,16.9,1.2041199826559248,1.2278867046136734,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02526,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,49500,49500.0,49.5,19.8,19.8,1.6946051989335686,1.2966651902615312,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02527,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,bernardus,Black wallaroo,17500,17500.0,17.5,11.8,11.8,1.2430380486862944,1.0718820073061255,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02529,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar wallaby,6500,6500.0,6.5,15.1,15.1,0.8129133566428556,1.1789769472931695,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02530,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,28250,28250.0,28.25,23.2,23.2,1.4510184521554574,1.3654879848908996,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02531,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,49500,49500.0,49.5,25,25.0,1.6946051989335686,1.3979400086720377,captivity,high,556,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02532,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma wallaby,4250,4250.0,4.25,15.9,15.9,0.6283889300503115,1.2013971243204515,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02534,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,30000,30000.0,30.0,22,22.0,1.4771212547196624,1.3424226808222062,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02535,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,16200,16200.0,16.2,15.2,15.2,1.209515014542631,1.1818435879447726,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02536,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red kangaroo,55000,55000.0,55.0,25,25.0,1.7403626894942439,1.3979400086720377,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02537,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,"Bridled nail-tail wallaby, or Ridled nail-tailed wallaby",5500,5500.0,5.5,7.4,7.4,0.7403626894942439,0.8692317197309762,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02538,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,unguifera,Northern nail-tailed wallaby,5800,5800.0,5.8,5.5,5.5,0.7634279935629373,0.7403626894942439,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
