HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult_weight_g,Adult_weight_g,Mass_kg,Max_longevity_yr,Max_longevity_yr,log10M,log10T,Specimen origin,Data quality,Source,Mass_source,Longevity_source,Backfill_note
02540,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,brachyotis,"Short-eared rock-wallaby, or Western rock wallaby",3700,3700.0,3.7,10.1,10.1,0.568201724066995,1.0043213737826426,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02541,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,1250,1250.0,1.25,11.7,11.7,0.09691001300805642,1.0681858617461617,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02543,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed rock wallaby,6000,6000.0,6.0,14.3,14.3,0.7781512503836436,1.1553360374650619,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02544,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,6000,6000.0,6.0,14.4,14.4,0.7781512503836436,1.1583624920952498,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02545,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,3500,3500.0,3.5,13.8,13.8,0.5440680443502757,1.1398790864012365,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02546,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,5000,5000.0,5.0,8.8,8.8,0.6989700043360189,0.9444826721501687,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02547,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky pademelon,4796,4796.0,4.796,9.4,9.4,0.6808791744268111,0.9731278535996987,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02548,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged pademelon,4100,4100.0,4.1,9.7,9.7,0.6127838567197355,0.9867717342662448,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02549,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked pademelon,3800,3800.0,3.8,9,9.0,0.5797835966168101,0.9542425094393249,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02550,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp wallaby,14625,14625.0,14.625,16.8,16.8,1.165095874754218,1.2253092817258628,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02551,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped possum,318,318.0,0.318,9.6,9.6,-0.4975728800155673,0.9822712330395684,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02552,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's possum,127,127.0,0.127,14.1,14.1,-0.8961962790440432,1.14921911265538,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02553,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,australis,Yellow-bellied glider,572.5,572.5,0.5725,15,15.0,-0.24222450898807438,1.1760912590556813,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02554,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar glider,110,110.0,0.11,17.8,17.8,-0.958607314841775,1.250420002308894,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02555,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel glider,405,405.0,0.405,14.8,14.8,-0.3925449767853314,1.1702617153949575,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02557,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground cuscus,2400,2400.0,2.4,18.9,18.9,0.38021124171160603,1.276461804173244,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02559,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,"Common spotted cuscus, or Spotted cuscus",3500,3500.0,3.5,17,17.0,0.5440680443502757,1.2304489213782739,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02562,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,2395,2395.0,2.395,15.9,15.9,0.379305517750582,1.2013971243204515,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02564,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,9300,9300.0,9.3,22.1,22.1,0.9684829485539351,1.3443922736851108,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02565,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,3250,3250.0,3.25,12.8,12.8,0.5118833609788744,1.1072099696478683,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02568,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,1500,1500.0,1.5,18.8,18.8,0.17609125905568124,1.2741578492636798,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02570,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed potoroo,1650,1650.0,1.65,15.3,15.3,0.21748394421390624,1.1846914308175989,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02571,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,1430,1430.0,1.43,14.5,14.5,0.1553360374650618,1.1613680022349748,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02572,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid ringtail possum,1040,1040.0,1.04,5.4,5.4,0.01703333929878037,0.7323937598229685,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02574,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,"Common ringtail, or Ring-tailed possum",850,850.0,0.85,10.1,10.1,-0.07058107428570727,1.0043213737826426,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02576,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Northern hairy-nosed wombat,31000,31000.0,31.0,30,30.0,1.4913616938342726,1.4771212547196624,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02577,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,25500,25500.0,25.5,29.9,29.9,1.4065401804339552,1.4756711883244296,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02578,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,25500,25500.0,25.5,30,30.0,1.4065401804339552,1.4771212547196624,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02579,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,500,500.0,0.5,11.4,11.4,-0.3010299956639812,1.0569048513364727,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02583,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,amurensis,Amur hedgehog,774.475,774.475,0.774475,8,8.0,-0.1109925966746695,0.9030899869919435,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02584,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,719,719.0,0.719,7,7.0,-0.14327110961711742,0.8450980400142568,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02585,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,750,750.0,0.75,11.7,11.7,-0.12493873660829993,1.0681858617461617,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02586,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,342,342.0,0.342,7.6,7.6,-0.4659738939438649,0.8808135922807914,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02587,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog,188,188.0,0.188,6.3,6.3,-0.7258421507363202,0.7993405494535817,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02588,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Brandt's hedgehog,292,292.0,0.292,7,7.0,-0.5346171485515817,0.8450980400142568,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02589,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,"Southern tree hyrax, or Tree hyrax",3000,3000.0,3.0,13.6,13.6,0.47712125471966244,1.1335389083702174,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02591,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax,3600,3600.0,3.6,14.8,14.8,0.5563025007672873,1.1702617153949575,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02595,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese hare,2519,2519.0,2.519,13,13.0,0.4012281674981131,1.1139433523068367,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02596,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit,4175,4175.0,4.175,11.8,11.8,0.6206564798196209,1.0718820073061255,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02598,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European hare,4175,4175.0,4.175,10.7,10.7,0.6206564798196209,1.0293837776852097,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02599,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare,4175,4175.0,4.175,18,18.0,0.6206564798196209,1.255272505103306,wild,acceptable,640,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02601,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,European rabbit,1800,1800.0,1.8,13,13.0,0.25527250510330607,1.1139433523068367,captivity,acceptable,1306,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02602,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,900,900.0,0.9,7.8,7.8,-0.045757490560675115,0.8920946026904804,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02604,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail,1150,1150.0,1.15,9.8,9.8,0.06069784035361165,0.9912260756924949,captivity,acceptable,"Steven Austad, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02605,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain cottontail,760,760.0,0.76,7.4,7.4,-0.11918640771920865,0.8692317197309762,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02606,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh rabbit,1233,1233.0,1.233,7.6,7.6,0.09096307659573168,0.8808135922807914,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02607,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail,902.6,902.6,0.9026000000000001,9.3,9.3,-0.04450467081587293,0.9684829485539351,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02609,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika,120,120.0,0.12,9.4,9.4,-0.9208187539523752,0.9731278535996987,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02610,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,100,100.0,0.1,7,7.0,-1.0,0.8450980400142568,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02614,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,"Bushveld elephant shrew, or Long-eared elephant shrew",52,52.0,0.052,9.3,9.3,-1.2839966563652008,0.9684829485539351,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02615,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,48,48.0,0.048,7.2,7.2,-1.3187587626244128,0.8573324964312685,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02616,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,58,58.0,0.058,7.9,7.9,-1.2365720064370627,0.8976270912904414,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02617,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,40,40.0,0.04,8.7,8.7,-1.3979400086720375,0.9395192526186185,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02619,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,540,540.0,0.54,11,11.0,-0.2676062401770315,1.041392685158225,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02622,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,1250,1250.0,1.25,22.6,22.6,0.09691001300805642,1.354108439147401,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02623,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,3500,3500.0,3.5,49.5,49.5,0.5440680443502757,1.6946051989335686,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02624,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,"Western long-beaked echidna, or Long-nosed echidna",7500,7500.0,7.5,41.2,41.2,0.8750612633917001,1.6148972160331345,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02627,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed echymipera,1250,1250.0,1.25,3.1,3.1,0.09691001300805642,0.4913616938342727,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02628,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot,485,485.0,0.485,6.7,6.7,-0.3142582613977364,0.8260748027008264,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02629,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,1600,1600.0,1.6,6.8,6.8,0.20411998265592482,0.8325089127062363,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02630,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,700,700.0,0.7,6.5,6.5,-0.1549019599857432,0.8129133566428556,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02631,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot,226,226.0,0.226,5.8,5.8,-0.645891560852599,0.7634279935629373,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02632,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,766,766.0,0.766,6.1,6.1,-0.11577123036739606,0.785329835010767,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02633,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,859,859.0,0.859,5.6,5.6,-0.06600683616875772,0.7481880270062005,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02635,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,"Rabbit-bandicoot, or Bilby",1300,1300.0,1.3,9.6,9.6,0.11394335230683678,0.9822712330395684,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02636,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,asinus,African wild ass,164998,164998.0,164.998,47,47.0,2.217478680006464,1.6720978579357175,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02637,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse,300000,300000.0,300.0,57,57.0,2.4771212547196626,1.7558748556724915,captivity,high,"Richard Miller, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02638,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra,384000,384000.0,384.0,31,31.0,2.584331224367531,1.4913616938342726,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02639,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,hemionus,Kulan,230000,230000.0,230.0,31.6,31.6,2.361727836017593,1.4996870826184039,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02640,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,kiang,Kiang,275000,275000.0,275.0,30.1,30.1,2.439332693830263,1.4785664955938433,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02641,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga,280000,280000.0,280.0,38,38.0,2.4471580313422194,1.5797835966168101,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02642,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain zebra,296000,296000.0,296.0,33.2,33.2,2.4712917110589387,1.5211380837040362,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02643,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,2175000,2175000.0,2175.0,45,45.0,3.337459261290656,1.6532125137753437,captivity,high,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02644,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,1260000,1260000.0,1260.0,32.8,32.8,3.100370545117563,1.515873843711679,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02645,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,1100000,1100000.0,1100.0,57,57.0,3.041392685158225,1.7558748556724915,wild,acceptable,1380,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02647,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,1602330,1602330.0,1602.33,43.5,43.5,3.204751963945424,1.6384892569546374,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02648,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir,250000,250000.0,250.0,36.5,36.5,2.3979400086720375,1.5622928644564746,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02649,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's tapir,300000,300000.0,300.0,29.6,29.6,2.4771212547196626,1.4712917110589385,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02650,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain tapir,148950,148950.0,148.95,28.5,28.5,2.1730405075510624,1.4548448600085102,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02651,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir,250000,250000.0,250.0,39.6,39.6,2.3979400086720375,1.5976951859255124,captivity,high,"John Gramieri, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02657,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,6250,6250.0,6.25,36.8,36.8,0.7958800173440752,1.5658478186735176,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02658,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,6250,6250.0,6.25,41,41.0,0.7958800173440752,1.6127838567197355,captivity,acceptable,"John Gramieri, pers. comm.",AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02659,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,28500,28500.0,28.5,31,31.0,1.4548448600085102,1.4913616938342726,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
02660,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern tamandua,4500,4500.0,4.5,16,16.0,0.6532125137753437,1.2041199826559248,captivity,acceptable,671,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
