Class,Genus,Species,Common name,Mass_kg,Max_longevity_yr,log10M,log10T
Mammalia,Lontra,canadensis,Northern river otter,9.0,27.0,0.9542425094393249,1.4313637641589874
Mammalia,Lutra,lutra,European otter,6.75,18.2,0.829303772831025,1.2600713879850747
Mammalia,Martes,americana,American marten,0.884,17.8,-0.0535477349869269,1.250420002308894
Mammalia,Martes,flavigula,Yellow-throated marten,2.5,16.0,0.3979400086720376,1.2041199826559248
Mammalia,Martes,foina,Beech marten,1.7,18.2,0.2304489213782739,1.2600713879850747
Mammalia,Martes,martes,European pine marten,1.3,18.2,0.11394335230683678,1.2600713879850747
Mammalia,Martes,pennanti,Fisher,3.175,14.3,0.5017437296279944,1.1553360374650619
Mammalia,Martes,zibellina,Sable,1.0667,18.4,0.02804229509074957,1.2648178230095364
Mammalia,Meles,meles,"European badger, or Old World badger",13.0,18.6,1.1139433523068367,1.2695129442179163
Mammalia,Mellivora,capensis,Honey badger,10.0,31.3,1.0,1.4955443375464486
Mammalia,Melogale,moschata,Chinese ferret-badger,0.672,19.0,-0.1726307269461747,1.2787536009528289
Mammalia,Mustela,erminea,Ermine,0.1103,12.5,-0.9574244875598095,1.0969100130080565
Mammalia,Mustela,eversmanii,Steppe polecat,1.35,9.1,0.13033376849500614,0.9590413923210935
Mammalia,Mustela,frenata,Long-tailed weasel,0.15059999999999998,8.8,-0.8221750281353183,0.9444826721501687
Mammalia,Mustela,lutreola,European mink,0.59,8.4,-0.22914798835785583,0.9242792860618817
Mammalia,Mustela,nigripes,Black-footed ferret,1.021,9.4,0.009025742086910206,0.9731278535996987
Mammalia,Mustela,nivalis,Least weasel,0.0469,9.1,-1.3288271572849168,0.9590413923210935
Mammalia,Mustela,putorius,European polecat,0.809,11.1,-0.09205147838772768,1.0453229787866574
Mammalia,Mustela,sibirica,Siberian weasel,0.565,8.8,-0.2479515521805615,0.9444826721501687
Mammalia,Neovison,vison,American mink,0.925,11.4,-0.03385826726096737,1.0569048513364727
Mammalia,Pteronura,brasiliensis,Giant otter,24.0,17.3,1.380211241711606,1.2380461031287955
Mammalia,Taxidea,taxus,American badger,8.0,25.0,0.9030899869919435,1.3979400086720377
Mammalia,Vormela,peregusna,Marbled polecat,0.5425,8.8,-0.2656002574794329,0.9444826721501687
Mammalia,Nandinia,binotata,African palm civet,1.9,21.0,0.2787536009528289,1.3222192947339193
Mammalia,Arctocephalus,australis,South American fur seal,110.0,30.6,2.041392685158225,1.4857214264815801
Mammalia,Arctocephalus,pusillus,South African fur seal,127.551,32.1,2.105683867828439,1.506505032404872
Mammalia,Eumetopias,jubatus,Steller sea lion,415.0,32.8,2.6180480967120925,1.515873843711679
Mammalia,Neophoca,cinerea,Australian sea lion,190.0,24.1,2.278753600952829,1.3820170425748683
Mammalia,Otaria,flavescens,Southern sea lion,207.5,29.0,2.3170181010481117,1.462397997898956
Mammalia,Zalophus,californianus,California sea lion,180.0,35.7,2.255272505103306,1.5526682161121932
Mammalia,Halichoerus,grypus,Gray seal,268.0,42.9,2.428134794028789,1.6324572921847242
Mammalia,Phoca,vitulina,Harbor seal,115.0,47.6,2.060697840353612,1.677606952720493
Mammalia,Pusa,hispida,Ringed seal,90.0,46.0,1.9542425094393248,1.662757831681574
Mammalia,Pusa,sibirica,Baikal seal,90.0,56.0,1.9542425094393248,1.7481880270062005
Mammalia,Bassaricyon,alleni,Allen's olingo,1.235,25.2,0.09166695759568456,1.4014005407815442
Mammalia,Bassaricyon,gabbii,Olingo,1.235,21.8,0.09166695759568456,1.3384564936046048
Mammalia,Bassariscus,astutus,Ringtail,1.015,19.0,0.006466042249231681,1.2787536009528289
Mammalia,Bassariscus,sumichrasti,Cacomistle,0.9,24.0,-0.045757490560675115,1.380211241711606
Mammalia,Nasua,narica,White-nosed coati,3.75,26.4,0.5740312677277188,1.421603926869831
Mammalia,Nasua,nasua,South american coati,4.75,23.7,0.6766936096248666,1.374748346010104
Mammalia,Potos,flavus,Kinkajou,3.0,38.4,0.47712125471966244,1.5843312243675307
Mammalia,Procyon,cancrivorus,Crab-eating raccoon,6.27,19.0,0.7972675408307164,1.2787536009528289
Mammalia,Procyon,lotor,Common raccoon,6.0,21.0,0.7781512503836436,1.3222192947339193
Mammalia,Ailuropoda,melanoleuca,Giant panda,117.5,36.8,2.070037866607755,1.5658478186735176
Mammalia,Helarctos,malayanus,Sun bear,46.0,35.9,1.662757831681574,1.5550944485783191
Mammalia,Melursus,ursinus,Sloth bear,100.0,33.3,2.0,1.5224442335063197
Mammalia,Tremarctos,ornatus,Spectacled bear,109.25,39.0,2.0384214456424594,1.591064607026499
Mammalia,Ursus,americanus,American black bear,154.25,34.0,2.1882251727052795,1.5314789170422551
Mammalia,Ursus,arctos,Brown bear,277.5,40.0,2.443262987458695,1.6020599913279625
Mammalia,Ursus,maritimus,Polar bear,475.0,43.8,2.6766936096248664,1.6414741105040995
Mammalia,Ursus,thibetanus,Asiatic black bear,103.75,39.2,2.0159881053841304,1.5932860670204572
Mammalia,Arctictis,binturong,Binturong,12.25,27.0,1.0881360887005513,1.4313637641589874
Mammalia,Arctogalidia,trivirgata,Small-toothed palm civet,2.25,16.1,0.3521825181113625,1.2068258760318498
Mammalia,Civettictis,civetta,African civet,13.6667,28.0,1.1356636612536153,1.4471580313422192
Mammalia,Genetta,genetta,Small-spotted genet,1.8667,22.7,0.27107452747590083,1.3560258571931227
Mammalia,Genetta,maculata,Panther genet,2.225,20.0,0.3473300153169504,1.3010299956639813
Mammalia,Genetta,tigrina,Large-spotted genet,1.82,21.3,0.2600713879850748,1.3283796034387378
Mammalia,Hemigalus,derbyanus,Banded palm civet,2.4,16.0,0.38021124171160603,1.2041199826559248
Mammalia,Paguma,larvata,Masked palm civet,4.3,27.4,0.6334684555795865,1.437750562820388
Mammalia,Paradoxurus,hermaphroditus,Asian palm civet,3.1,24.5,0.4913616938342727,1.3891660843645326
Mammalia,Viverra,civettina,Malabar civet,12.061,15.4,1.0813833174622853,1.187520720836463
Mammalia,Viverra,tangalunga,Malayan civet,7.35,15.0,0.8662873390841949,1.1760912590556813
Mammalia,Viverra,zibetha,Large indian civet,10.0,21.7,1.0,1.3364597338485296
Mammalia,Balaena,mysticetus,Bowhead whale,100000.0,211.0,5.0,2.3242824552976926
Mammalia,Eubalaena,australis,Southern right whale,45000.0,70.0,4.653212513775344,1.845098040014257
Mammalia,Eubalaena,glacialis,North atlantic right whale,23000.0,67.0,4.361727836017593,1.8260748027008264
Mammalia,Balaenoptera,acutorostrata,Common minke whale,7500.0,50.0,3.8750612633917,1.6989700043360187
Mammalia,Balaenoptera,borealis,Sei whale,20000.0,74.0,4.301029995663981,1.8692317197309762
Mammalia,Balaenoptera,edeni,Bryde's whale,16000.0,72.0,4.204119982655925,1.8573324964312685
Mammalia,Balaenoptera,musculus,Blue whale,136000.0,110.0,5.133538908370218,2.041392685158225
Mammalia,Balaenoptera,physalus,Fin whale,70000.0,114.0,4.845098040014257,2.0569048513364727
Mammalia,Megaptera,novaeangliae,Humpback whale,30000.0,95.0,4.477121254719663,1.9777236052888478
Mammalia,Delphinus,delphis,Short-beaked saddleback dolphin,80.0,25.0,1.9030899869919435,1.3979400086720377
Mammalia,Globicephala,macrorhynchus,Short-finned pilot whale,2200.0,63.0,3.342422680822206,1.7993405494535817
Mammalia,Globicephala,melas,Long-finned pilot whale,1060.0,60.0,3.0253058652647704,1.7781512503836436
Mammalia,Grampus,griseus,Risso's dolphin,425.0,42.5,2.6283889300503116,1.6283889300503116
Mammalia,Lagenorhynchus,acutus,Atlantic white-sided dolphin,208.0,27.0,2.3180633349627615,1.4313637641589874
Mammalia,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,103.0,46.0,2.012837224705172,1.662757831681574
Mammalia,Orcaella,brevirostris,Irrawaddy dolphin,190.0,30.0,2.278753600952829,1.4771212547196624
Mammalia,Orcinus,orca,Killer whale,3987.5,90.0,3.6007006960652377,1.9542425094393248
Mammalia,Peponocephala,electra,Melon-headed whale,206.0,47.0,2.3138672203691533,1.6720978579357175
Mammalia,Pseudorca,crassidens,False killer whale,748.0,62.5,2.8739015978644615,1.7958800173440752
Mammalia,Stenella,attenuata,Pantropical spotted dolphin,112.5,46.0,2.0511525224473814,1.662757831681574
Mammalia,Stenella,coeruleoalba,Striped dolphin,112.5,57.5,2.0511525224473814,1.7596678446896306
Mammalia,Steno,bredanensis,Rough-toothed dolphin,114.0,32.0,2.0569048513364727,1.505149978319906
Mammalia,Tursiops,truncatus,Bottlenosed dolphin,200.0,51.6,2.3010299956639813,1.7126497016272113
Mammalia,Eschrichtius,robustus,Gray whale,28500.0,77.0,4.45484486000851,1.8864907251724818
Mammalia,Berardius,bairdii,Baird's beaked whale,11380.0,84.0,4.056142262059052,1.9242792860618816
Mammalia,Hyperoodon,ampullatus,Northern bottlenose whale,6500.0,37.0,3.8129133566428557,1.568201724066995
Mammalia,Mesoplodon,europaeus,Gervais's beaked whale,5600.0,48.0,3.7481880270062002,1.6812412373755872
Mammalia,Ziphius,cavirostris,Cuvier's beaked whale,2701.0,62.0,3.431524584187451,1.792391689498254
Mammalia,Inia,geoffrensis,"Amazon river dolphin, or Amazon dolphin",84.0,31.3,1.9242792860618816,1.4955443375464486
Mammalia,Kogia,breviceps,Pygmy sperm whale,424.6,17.0,2.62797998982998,1.2304489213782739
Mammalia,Lipotes,vexillifer,"Yangzte river dolphin, or Baiji",83.5,24.0,1.921686475483602,1.380211241711606
Mammalia,Delphinapterus,leucas,Beluga,1430.0,40.0,3.155336037465062,1.6020599913279625
Mammalia,Monodon,monoceros,Narwhal,1250.0,50.0,3.0969100130080562,1.6989700043360187
Mammalia,Neophocaena,phocaenoides,Finless porpoise,32.5,33.0,1.5118833609788744,1.5185139398778875
Mammalia,Phocoena,phocoena,Harbor porpoise,52.5,20.4,1.7201593034059568,1.3096301674258988
Mammalia,Phocoenoides,dalli,Dall's porpoise,120.0,22.0,2.0791812460476247,1.3424226808222062
Mammalia,Physeter,macrocephalus,Sperm whale,28500.0,77.0,4.45484486000851,1.8864907251724818
Mammalia,Saccopteryx,bilineata,Greater sac-winged bat,0.0079,6.0,-2.1023729087095586,0.7781512503836436
Mammalia,Taphozous,georgianus,Sharp-nosed tomb bat,0.02443,4.0,-1.6120765330265632,0.6020599913279624
Mammalia,Taphozous,hilli,Hill's tomb bat,0.02199,8.8,-1.6577747706392096,0.9444826721501687
Mammalia,Hipposideros,fulvus,Fulvus roundleaf bat,0.007,13.0,-2.154901959985743,1.1139433523068367
Mammalia,Macroderma,gigas,Australian false vampire bat,0.15,22.6,-0.8239087409443188,1.354108439147401
Mammalia,Megaderma,lyra,Greater false vampire bat,0.0386,14.0,-1.413412695328245,1.146128035678238
Mammalia,Miniopterus,schreibersii,Schreibers's long-fingered bat,0.013,22.0,-1.8860566476931633,1.3424226808222062
Mammalia,Molossus,molossus,Pallas's mastiff bat,0.014,5.6,-1.853871964321762,0.7481880270062005
Mammalia,Tadarida,brasiliensis,Brazilian free-tailed bat,0.0125,12.0,-1.9030899869919435,1.0791812460476249
Mammalia,Tadarida,teniotis,European free-tailed bat,0.035,13.0,-1.4559319556497243,1.1139433523068367
Mammalia,Mystacina,tuberculata,New Zealand lesser short-tailed bat,0.0235,7.6,-1.6289321377282637,0.8808135922807914
Mammalia,Noctilio,leporinus,Greater bulldog bat,0.05,11.8,-1.3010299956639813,1.0718820073061255
Mammalia,Anoura,geoffroyi,Geoffroy's tailless bat,0.0152,10.0,-1.8181564120552274,1.0
Mammalia,Artibeus,jamaicensis,Jamaican fruit-eating bat,0.0422,19.2,-1.3746875490383261,1.2833012287035497
Mammalia,Carollia,perspicillata,Seba's short-tailed bat,0.015,17.0,-1.8239087409443189,1.2304489213782739
Mammalia,Desmodus,rotundus,Vampire bat,0.0332,29.2,-1.4788619162959638,1.4653828514484184
Mammalia,Diphylla,ecaudata,Hairy-legged vampire bat,0.028,8.0,-1.5528419686577808,0.9030899869919435
Mammalia,Glossophaga,soricina,Pallas's long-tongued bat,0.01,11.0,-2.0,1.041392685158225
Mammalia,Leptonycteris,curasoae,Southern long-nosed bat,0.025,10.1,-1.6020599913279623,1.0043213737826426
Mammalia,Macrotus,californicus,California leaf-nosed bat,0.0116,17.0,-1.9355420107730814,1.2304489213782739
Mammalia,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,0.016,10.4,-1.7958800173440752,1.0170333392987803
Mammalia,Phyllostomus,discolor,Pale spear-nosed bat,0.0434,9.0,-1.3625102704874892,0.9542425094393249
Mammalia,Phyllostomus,hastatus,Greater spear-nosed bat,0.081,18.0,-1.0915149811213503,1.255272505103306
Mammalia,Platyrrhinus,lineatus,White-lined broad-nosed bat,0.022,13.0,-1.6575773191777938,1.1139433523068367
Mammalia,Sturnira,lilium,Little yellow-shouldered bat,0.02,12.0,-1.6989700043360187,1.0791812460476249
Mammalia,Cynopterus,brachyotis,Lesser short-nosed fruit bat,0.045,10.1,-1.3467874862246563,1.0043213737826426
Mammalia,Cynopterus,sphinx,Greater short-nosed fruit bat,0.075,10.0,-1.1249387366083,1.0
Mammalia,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,0.43,12.3,-0.36653154442041347,1.089905111439398
Mammalia,Eidolon,helvum,Straw-colored fruit bat,0.30625,21.8,-0.5139239026274111,1.3384564936046048
Mammalia,Epomophorus,gambianus,Gambian epauletted fruit bat,0.08,7.8,-1.0969100130080565,0.8920946026904804
Mammalia,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,0.08,10.1,-1.0969100130080565,1.0043213737826426
Mammalia,Haplonycteris,fischeri,Philippine pygmy fruit bat,0.018,10.0,-1.744727494896694,1.0
Mammalia,Pteropus,alecto,Black flying fox,0.6721,20.3,-0.1725661045992207,1.307496037913213
Mammalia,Pteropus,dasymallus,Ryukyu flying fox,0.435,24.0,-0.3615107430453627,1.380211241711606
Mammalia,Pteropus,giganteus,Indian flying fox,1.175,44.0,0.07003786660775509,1.6434526764861874
Mammalia,Pteropus,hypomelanus,Variable flying fox,0.45,20.3,-0.3467874862246563,1.307496037913213
Mammalia,Pteropus,livingstonii,Comoro black flying fox,0.6965,15.0,-0.1570788792400177,1.1760912590556813
Mammalia,Pteropus,lylei,Lyle's flying fox,0.3167,20.4,-0.4993519366280881,1.3096301674258988
Mammalia,Pteropus,niger,Greater mascarene flying fox,0.45630000000000004,19.4,-0.3407495312273391,1.287801729930226
Mammalia,Pteropus,poliocephalus,Gray-headed flying fox,0.675,23.6,-0.17069622716897506,1.3729120029701067
Mammalia,Pteropus,pselaphon,Bonin flying fox,0.32149,16.7,-0.49283253133186594,1.2227164711475833
Mammalia,Pteropus,pumilus,Little golden-mantled flying fox,0.2,17.2,-0.6989700043360187,1.235528446907549
Mammalia,Pteropus,rodricensis,Rodriguez flying fox,0.35,28.0,-0.4559319556497244,1.4471580313422192
Mammalia,Pteropus,scapulatus,Little red flying fox,0.3,15.8,-0.5228787452803376,1.1986570869544226
Mammalia,Pteropus,vampyrus,Large flying fox,0.872,20.9,-0.059483515067432775,1.320146286111054
Mammalia,Rousettus,aegyptiacus,Egyptian rousette,0.125,22.9,-0.9030899869919435,1.359835482339888
Mammalia,Rousettus,lanosus,Long-haired rousette,0.103,18.7,-0.9871627752948278,1.271841606536499
Mammalia,Rousettus,leschenaultii,Leschenault's rousette,0.10825,14.0,-0.965572094974597,1.146128035678238
Mammalia,Rhinolophus,euryale,Mediterranean horseshoe bat,0.008199999999999999,13.0,-2.0861861476162833,1.1139433523068367
Mammalia,Rhinolophus,ferrumequinum,Greater horseshoe bat,0.022875,30.5,-1.640638897261514,1.4842998393467859
Mammalia,Rhinolophus,hipposideros,Lesser horseshoe bat,0.0046,29.4,-2.337242168318426,1.4683473304121573
Mammalia,Antrozous,pallidus,Pallid bat,0.0208,14.8,-1.6819366650372385,1.1702617153949575
Mammalia,Barbastella,barbastellus,Western barbastelle,0.01025,23.0,-1.9892761346082268,1.3617278360175928
Mammalia,Chalinolobus,gouldii,Gould's wattled bat,0.01587,7.8,-1.7994230732451517,0.8920946026904804
Mammalia,Chalinolobus,morio,Chocolate wattled bat,0.00891,9.6,-2.050122295963125,0.9822712330395684
Mammalia,Corynorhinus,townsendii,Townsend's big-eared bat,0.01425,20.5,-1.846185135655471,1.3117538610557542
Mammalia,Eptesicus,fuscus,Big brown bat,0.023,19.0,-1.6382721639824072,1.2787536009528289
Mammalia,Eptesicus,nilssonii,Northern bat,0.013,20.0,-1.8860566476931633,1.3010299956639813
Mammalia,Eptesicus,serotinus,Serotine,0.0182,21.0,-1.739928612014925,1.3222192947339193
Mammalia,Falsistrellus,tasmaniensis,Eastern false pipistrelle,0.022539999999999998,6.0,-1.6470460882899123,0.7781512503836436
Mammalia,Lasionycteris,noctivagans,Silver-haired bat,0.01,12.0,-2.0,1.0791812460476249
Mammalia,Lasiurus,cinereus,Hoary bat,0.024,14.0,-1.6197887582883939,1.146128035678238
Mammalia,Myotis,adversus,Large-footed myotis,0.01041,8.0,-1.9825492704894638,0.9030899869919435
Mammalia,Myotis,bechsteinii,Bechstein's bat,0.0105,21.0,-1.978810700930062,1.3222192947339193
Mammalia,Myotis,blythii,Lesser mouse-eared bat,0.023,33.0,-1.6382721639824072,1.5185139398778875
Mammalia,Myotis,brandtii,Brandt's bat,0.007,41.0,-2.154901959985743,1.6127838567197355
Mammalia,Myotis,dasycneme,Pond bat,0.015,20.5,-1.8239087409443189,1.3117538610557542
Mammalia,Myotis,daubentonii,Daubenton's bat,0.0085,28.0,-2.070581074285707,1.4471580313422192
Mammalia,Myotis,emarginatus,Geoffroy's bat,0.011,22.7,-1.958607314841775,1.3560258571931227
Mammalia,Myotis,evotis,Western long-eared myotis,0.0074,22.0,-2.1307682802690238,1.3424226808222062
Mammalia,Myotis,grisescens,Gray myotis,0.00925,16.5,-2.0338582672609675,1.2174839442139063
Mammalia,Myotis,keenii,Keen's myotis,0.0074,19.0,-2.1307682802690238,1.2787536009528289
Mammalia,Myotis,leibii,Eastern small-footed myotis,0.0056,12.0,-2.2518119729937998,1.0791812460476249
Mammalia,Myotis,lucifugus,Little brown bat,0.01,34.0,-2.0,1.5314789170422551
Mammalia,Myotis,myotis,Mouse-eared bat,0.02855,37.1,-1.544393887418133,1.5693739096150459
Mammalia,Myotis,mystacinus,Whiskered bat,0.0053,24.0,-2.275724130399211,1.380211241711606
Mammalia,Myotis,nattereri,Natterer's bat,0.0075,23.7,-2.1249387366083,1.374748346010104
Mammalia,Myotis,nigricans,Black myotis,0.004200000000000001,7.0,-2.376750709602099,0.8450980400142568
Mammalia,Myotis,sodalis,Indiana bat,0.0077,20.0,-2.113509274827518,1.3010299956639813
Mammalia,Myotis,thysanodes,Fringed myotis,0.006,18.3,-2.221848749616356,1.2624510897304295
Mammalia,Myotis,velifer,Cave myotis,0.0101,11.3,-1.9956786262173574,1.0530784434834197
Mammalia,Myotis,vivesi,Fish-eating bat,0.025,10.0,-1.6020599913279623,1.0
Mammalia,Myotis,volans,Long-legged myotis,0.007,21.0,-2.154901959985743,1.3222192947339193
Mammalia,Myotis,yumanensis,Yuma myotis,0.00625,14.0,-2.2041199826559246,1.146128035678238
Mammalia,Nyctalus,leisleri,Lesser noctule,0.016,16.0,-1.7958800173440752,1.2041199826559248
Mammalia,Nyctalus,noctula,Noctule,0.02775,12.0,-1.556737012541305,1.0791812460476249
Mammalia,Nycticeius,humeralis,Evening bat,0.00975,6.0,-2.010995384301463,0.7781512503836436
Mammalia,Nyctophilus,geoffroyi,Lesser long-eared bat,0.008,7.3,-2.0969100130080562,0.8633228601204559
Mammalia,Nyctophilus,gouldi,Gould's long-eared bat,0.01132,4.0,-1.9461535731477473,0.6020599913279624
Mammalia,Perimyotis,subflavus,Eastern pipistrelle,0.0075,14.8,-2.1249387366083,1.1702617153949575
Mammalia,Pipistrellus,kuhlii,Kuhl's pipistrelle,0.006,8.0,-2.221848749616356,0.9030899869919435
Mammalia,Pipistrellus,nathusii,Nathusius's pipistrelle,0.01,11.0,-2.0,1.041392685158225
Mammalia,Pipistrellus,pipistrellus,Common pipistrelle,0.005,16.6,-2.3010299956639813,1.2201080880400552
Mammalia,Plecotus,auritus,Brown big-eared bat,0.0078,30.0,-2.1079053973095196,1.4771212547196624
Mammalia,Plecotus,austriacus,Gray big-eared bat,0.012,25.5,-1.9208187539523751,1.4065401804339552
Mammalia,Scotorepens,balstoni,Western broad-nosed bat,0.011699999999999999,9.7,-1.9318141382538383,0.9867717342662448
Mammalia,Scotorepens,orion,Orion broad-nosed bat,0.011765000000000001,11.1,-1.92940806848796,1.0453229787866574
Mammalia,Vespadelus,darlingtoni,Large forest bat,0.006059999999999999,8.0,-2.217527375833714,0.9030899869919435
Mammalia,Vespadelus,pumilus,Eastern forest bat,0.0054,5.0,-2.2676062401770314,0.6989700043360189
Mammalia,Vespadelus,regulus,Southern forest bat,0.00505,8.0,-2.2967086218813386,0.9030899869919435
Mammalia,Vespadelus,vulturnus,Little forest bat,0.00377,9.1,-2.423658649794207,0.9590413923210935
Mammalia,Vespertilio,murinus,Particolored bat,0.018699999999999998,14.5,-1.728158393463501,1.1613680022349748
Mammalia,Chaetophractus,vellerosus,Screaming hairy armadillo,0.84,16.2,-0.07572071393811836,1.209515014542631
Mammalia,Chaetophractus,villosus,Large hairy armadillo,3.0,25.2,0.47712125471966244,1.4014005407815442
Mammalia,Dasypus,novemcinctus,Nine-banded armadillo,5.5,22.3,0.7403626894942439,1.3483048630481607
Mammalia,Dasypus,septemcinctus,Seven-banded armadillo,1.475,16.8,0.16879202031418183,1.2253092817258628
Mammalia,Euphractus,sexcinctus,Six-banded armadillo,4.85,22.1,0.6857417386022636,1.3443922736851108
Mammalia,Priodontes,maximus,Giant armadillo,33.0,15.0,1.5185139398778875,1.1760912590556813
Mammalia,Tolypeutes,matacus,Southern three-banded armadillo,1.5,36.8,0.17609125905568124,1.5658478186735176
Mammalia,Zaedyus,pichiy,Pichi,1.5,12.5,0.17609125905568124,1.0969100130080565
Mammalia,Antechinomys,laniger,Kultarr,0.024,3.5,-1.6197887582883939,0.5440680443502757
Mammalia,Antechinus,agilis,Agile antechinus,0.018,4.7,-1.744727494896694,0.6720978579357175
Mammalia,Antechinus,bellus,Fawn antechinus,0.034,3.4,-1.4685210829577449,0.5314789170422551
Mammalia,Antechinus,flavipes,Yellow-footed antechinus,0.045,3.9,-1.3467874862246563,0.5910646070264992
Mammalia,Antechinus,stuartii,Brown antechinus,0.0275,5.4,-1.5606673061697374,0.7323937598229685
Mammalia,Antechinus,swainsonii,Dusky antechinus,0.041,3.3,-1.3872161432802645,0.5185139398778874
Mammalia,Dasycercus,cristicauda,Mulgara,0.115,7.4,-0.9393021596463883,0.8692317197309762
Mammalia,Dasyuroides,byrnei,Kowari,0.105,8.0,-0.978810700930062,0.9030899869919435
Mammalia,Dasyurus,geoffroii,Western quoll,0.89,6.2,-0.0506099933550872,0.7923916894982539
Mammalia,Dasyurus,hallucatus,Northern quoll,0.525,5.9,-0.2798406965940431,0.7708520116421442
Mammalia,Dasyurus,maculatus,"Tiger quoll, or Australian tiger cat",5.5,6.8,0.7403626894942439,0.8325089127062363
Mammalia,Dasyurus,viverrinus,Eastern quoll,1.09,6.8,0.03742649794062367,0.8325089127062363
Mammalia,Parantechinus,apicalis,Southern dibbler,0.07,5.5,-1.154901959985743,0.7403626894942439
Mammalia,Phascogale,calura,Red-tailed phascogale,0.043,4.7,-1.3665315444204136,0.6720978579357175
Mammalia,Phascogale,tapoatafa,Brush-tailed phascogale,0.1935,5.9,-0.7133190306450697,0.7708520116421442
Mammalia,Planigale,maculata,Pygmy planigale,0.01,5.8,-2.0,0.7634279935629373
Mammalia,Planigale,tenuirostris,Narrow-nosed planigale,0.0053,5.2,-2.275724130399211,0.7160033436347992
Mammalia,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,0.0325,7.0,-1.4881166390211256,0.8450980400142568
Mammalia,Sarcophilus,harrisii,Tasmanian devil,6.5,13.0,0.8129133566428556,1.1139433523068367
Mammalia,Sminthopsis,crassicaudata,Fat-tailed dunnart,0.015,5.0,-1.8239087409443189,0.6989700043360189
Mammalia,Sminthopsis,griseoventer,Gray-bellied dunnart,0.0175,3.6,-1.7569619513137056,0.5563025007672873
Mammalia,Sminthopsis,macroura,Stripe-faced dunnart,0.02,4.9,-1.6989700043360187,0.6901960800285137
Mammalia,Sminthopsis,virginiae,Red-cheeked dunnart,0.034,5.3,-1.4685210829577449,0.724275869600789
Mammalia,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,0.01,5.3,-2.0,0.724275869600789
Mammalia,Myrmecobius,fasciatus,Numbat,0.4715,11.0,-0.32651830292665285,1.041392685158225
Mammalia,Caluromys,derbianus,Central American woolly opossum,0.33,8.7,-0.4814860601221125,0.9395192526186185
Mammalia,Caluromys,philander,Bare-tailed woolly opossum,0.35,8.9,-0.4559319556497244,0.9493900066449128
Mammalia,Chironectes,minimus,Water opossum (yapok),0.7,3.1,-0.1549019599857432,0.4913616938342727
Mammalia,Didelphis,aurita,Big-eared opossum,0.85,4.0,-0.07058107428570727,0.6020599913279624
Mammalia,Didelphis,marsupialis,Southern opossum,1.53,4.2,0.1846914308175988,0.6232492903979004
Mammalia,Didelphis,virginiana,Virginia opossum,3.0,6.6,0.47712125471966244,0.8195439355418687
Mammalia,Gracilinanus,agilis,"Agile gracile opossum, or Paraguayan slender mouse opossum",0.022,6.1,-1.6575773191777938,0.785329835010767
Mammalia,Lutreolina,crassicaudata,Lutrine opossum,0.37,2.9,-0.431798275933005,0.4623979978989561
Mammalia,Marmosa,murina,Murine mouse opossum,0.026,3.6,-1.585026652029182,0.5563025007672873
Mammalia,Marmosa,robinsoni,Robinson's mouse opossum,0.075,5.0,-1.1249387366083,0.6989700043360189
Mammalia,Marmosops,noctivagus,"White-bellied slender opossum, or Rio Napo mouse opossum",0.021,4.5,-1.6777807052660807,0.6532125137753437
Mammalia,Metachirus,nudicaudatus,Brown four-eyed opossum,0.44,3.0,-0.3565473235138126,0.47712125471966244
Mammalia,Monodelphis,adusta,Sepia short-tailed opossum,0.035,4.1,-1.4559319556497243,0.6127838567197355
Mammalia,Monodelphis,brevicaudata,"Northern red-sided opossum, or Short bare-tailed opossum",0.09,3.9,-1.0457574905606752,0.5910646070264992
Mammalia,Monodelphis,domestica,Gray short-tailed opossum,0.105,5.1,-0.978810700930062,0.7075701760979364
Mammalia,Philander,opossum,Gray four-eyed opossum,0.45,4.4,-0.3467874862246563,0.6434526764861874
Mammalia,Acrobates,pygmaeus,Pygmy gliding possum,0.013,8.8,-1.8860566476931633,0.9444826721501687
Mammalia,Burramys,parvus,Mountain pygmy possum,0.045,12.0,-1.3467874862246563,1.0791812460476249
Mammalia,Cercartetus,nanus,Eastern pygmy possum,0.04,10.3,-1.3979400086720375,1.0128372247051722
Mammalia,Dendrolagus,dorianus,Doria's tree kangaroo,9.581,19.0,0.9814108401658882,1.2787536009528289
Mammalia,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,7.4,23.6,0.8692317197309762,1.3729120029701067
Mammalia,Dendrolagus,inustus,Grizzled tree kangaroo,11.4,23.8,1.0569048513364727,1.376576957056512
Mammalia,Dendrolagus,matschiei,Matschie's tree kangaroo,7.2,26.9,0.8573324964312685,1.429752280002408
Mammalia,Dendrolagus,ursinus,Black tree kangaroo,8.0,20.0,0.9030899869919435,1.3010299956639813
Mammalia,Dorcopsis,luctuosa,Gray dorcopsis,3.57,13.9,0.5526682161121932,1.1430148002540952
Mammalia,Dorcopsis,muelleri,Brown dorcopsis,5.0,12.4,0.6989700043360189,1.0934216851622351
