Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source
Mammalia,Phocoena,phocoena,Harbor porpoise,52.5,20.4,acceptable,captivity,AnAge,AnAge
Mammalia,Phocoenoides,dalli,Dall's porpoise,120.0,22.0,acceptable,wild,AnAge,AnAge
Mammalia,Physeter,macrocephalus,Sperm whale,28500.0,77.0,acceptable,wild,AnAge,AnAge
Mammalia,Saccopteryx,bilineata,Greater sac-winged bat,0.0079,6.0,acceptable,wild,AnAge,AnAge
Mammalia,Taphozous,hilli,Hill's tomb bat,0.02199,8.8,acceptable,wild,AnAge,AnAge
Mammalia,Hipposideros,fulvus,Fulvus roundleaf bat,0.007,13.0,acceptable,wild,AnAge,AnAge
Mammalia,Macroderma,gigas,Australian false vampire bat,0.15,22.6,acceptable,captivity,AnAge,AnAge
Mammalia,Megaderma,lyra,Greater false vampire bat,0.0386,14.0,acceptable,wild,AnAge,AnAge
Mammalia,Miniopterus,schreibersii,Schreibers's long-fingered bat,0.013,22.0,acceptable,wild,AnAge,AnAge
Mammalia,Molossus,molossus,Pallas's mastiff bat,0.014,5.6,acceptable,wild,AnAge,AnAge
Mammalia,Tadarida,brasiliensis,Brazilian free-tailed bat,0.0125,12.0,acceptable,captivity,AnAge,AnAge
Mammalia,Tadarida,teniotis,European free-tailed bat,0.035,13.0,acceptable,wild,AnAge,AnAge
Mammalia,Mystacina,tuberculata,New Zealand lesser short-tailed bat,0.0235,7.6,acceptable,captivity,AnAge,AnAge
Mammalia,Noctilio,leporinus,Greater bulldog bat,0.05,11.8,acceptable,captivity,AnAge,AnAge
Mammalia,Anoura,geoffroyi,Geoffroy's tailless bat,0.0152,10.0,acceptable,captivity,AnAge,AnAge
Mammalia,Artibeus,jamaicensis,Jamaican fruit-eating bat,0.0422,19.2,acceptable,captivity,AnAge,AnAge
Mammalia,Carollia,perspicillata,Seba's short-tailed bat,0.015,17.0,high,captivity,AnAge,AnAge
Mammalia,Desmodus,rotundus,Vampire bat,0.0332,29.2,acceptable,captivity,AnAge,AnAge
Mammalia,Diphylla,ecaudata,Hairy-legged vampire bat,0.028,8.0,acceptable,wild,AnAge,AnAge
Mammalia,Glossophaga,soricina,Pallas's long-tongued bat,0.01,11.0,acceptable,captivity,AnAge,AnAge
Mammalia,Leptonycteris,curasoae,Southern long-nosed bat,0.025,10.1,acceptable,wild,AnAge,AnAge
Mammalia,Macrotus,californicus,California leaf-nosed bat,0.0116,17.0,acceptable,captivity,AnAge,AnAge
Mammalia,Macrotus,waterhousii,Waterhouse's leaf-nosed bat,0.016,10.4,acceptable,wild,AnAge,AnAge
Mammalia,Phyllostomus,discolor,Pale spear-nosed bat,0.0434,9.0,acceptable,wild,AnAge,AnAge
Mammalia,Phyllostomus,hastatus,Greater spear-nosed bat,0.081,18.0,acceptable,wild,AnAge,AnAge
Mammalia,Platyrrhinus,lineatus,White-lined broad-nosed bat,0.022,13.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sturnira,lilium,Little yellow-shouldered bat,0.02,12.0,acceptable,captivity,AnAge,AnAge
Mammalia,Cynopterus,brachyotis,Lesser short-nosed fruit bat,0.045,10.1,acceptable,captivity,AnAge,AnAge
Mammalia,Cynopterus,sphinx,Greater short-nosed fruit bat,0.075,10.0,acceptable,captivity,AnAge,AnAge
Mammalia,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,0.43,12.3,acceptable,captivity,AnAge,AnAge
Mammalia,Eidolon,helvum,Straw-colored fruit bat,0.30625,21.8,acceptable,captivity,AnAge,AnAge
Mammalia,Epomophorus,gambianus,Gambian epauletted fruit bat,0.08,7.8,acceptable,captivity,AnAge,AnAge
Mammalia,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,0.08,10.1,acceptable,captivity,AnAge,AnAge
Mammalia,Haplonycteris,fischeri,Philippine pygmy fruit bat,0.018,10.0,acceptable,unknown,AnAge,AnAge
Mammalia,Pteropus,alecto,Black flying fox,0.6721,20.3,acceptable,wild,AnAge,AnAge
Mammalia,Pteropus,dasymallus,Ryukyu flying fox,0.435,24.0,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,giganteus,Indian flying fox,1.175,44.0,high,captivity,AnAge,AnAge
Mammalia,Pteropus,hypomelanus,Variable flying fox,0.45,20.3,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,livingstonii,Comoro black flying fox,0.6965,15.0,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,lylei,Lyle's flying fox,0.3167,20.4,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,niger,Greater mascarene flying fox,0.45630000000000004,19.4,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,poliocephalus,Gray-headed flying fox,0.675,23.6,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,pselaphon,Bonin flying fox,0.32149,16.7,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,pumilus,Little golden-mantled flying fox,0.2,17.2,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,rodricensis,Rodriguez flying fox,0.35,28.0,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,scapulatus,Little red flying fox,0.3,15.8,acceptable,captivity,AnAge,AnAge
Mammalia,Pteropus,vampyrus,Large flying fox,0.872,20.9,acceptable,captivity,AnAge,AnAge
Mammalia,Rousettus,aegyptiacus,Egyptian rousette,0.125,22.9,acceptable,wild,AnAge,AnAge
Mammalia,Rousettus,lanosus,Long-haired rousette,0.103,18.7,acceptable,captivity,AnAge,AnAge
Mammalia,Rousettus,leschenaultii,Leschenault's rousette,0.10825,14.0,acceptable,captivity,AnAge,AnAge
Mammalia,Rhinolophus,ferrumequinum,Greater horseshoe bat,0.022875,30.5,acceptable,wild,AnAge,AnAge
Mammalia,Rhinolophus,hipposideros,Lesser horseshoe bat,0.0046,29.4,acceptable,wild,AnAge,AnAge
Mammalia,Antrozous,pallidus,Pallid bat,0.0208,14.8,acceptable,captivity,AnAge,AnAge
Mammalia,Barbastella,barbastellus,Western barbastelle,0.01025,23.0,acceptable,wild,AnAge,AnAge
Mammalia,Chalinolobus,gouldii,Gould's wattled bat,0.01587,7.8,acceptable,wild,AnAge,AnAge
Mammalia,Chalinolobus,morio,Chocolate wattled bat,0.00891,9.6,acceptable,wild,AnAge,AnAge
Mammalia,Corynorhinus,townsendii,Townsend's big-eared bat,0.01425,20.5,acceptable,wild,AnAge,AnAge
Mammalia,Eptesicus,fuscus,Big brown bat,0.023,19.0,acceptable,wild,AnAge,AnAge
Mammalia,Eptesicus,nilssonii,Northern bat,0.013,20.0,acceptable,wild,AnAge,AnAge
Mammalia,Eptesicus,serotinus,Serotine,0.0182,21.0,acceptable,wild,AnAge,AnAge
Mammalia,Falsistrellus,tasmaniensis,Eastern false pipistrelle,0.022539999999999998,6.0,acceptable,wild,AnAge,AnAge
Mammalia,Lasionycteris,noctivagans,Silver-haired bat,0.01,12.0,acceptable,wild,AnAge,AnAge
Mammalia,Lasiurus,cinereus,Hoary bat,0.024,14.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,bechsteinii,Bechstein's bat,0.0105,21.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,blythii,Lesser mouse-eared bat,0.023,33.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,brandtii,Brandt's bat,0.007,41.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,dasycneme,Pond bat,0.015,20.5,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,daubentonii,Daubenton's bat,0.0085,28.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,emarginatus,Geoffroy's bat,0.011,22.7,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,evotis,Western long-eared myotis,0.0074,22.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,grisescens,Gray myotis,0.00925,16.5,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,keenii,Keen's myotis,0.0074,19.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,leibii,Eastern small-footed myotis,0.0056,12.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,lucifugus,Little brown bat,0.01,34.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,myotis,Mouse-eared bat,0.02855,37.1,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,mystacinus,Whiskered bat,0.0053,24.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,nattereri,Natterer's bat,0.0075,23.7,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,nigricans,Black myotis,0.004200000000000001,7.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,sodalis,Indiana bat,0.0077,20.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,thysanodes,Fringed myotis,0.006,18.3,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,velifer,Cave myotis,0.0101,11.3,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,vivesi,Fish-eating bat,0.025,10.0,acceptable,unknown,AnAge,AnAge
Mammalia,Myotis,volans,Long-legged myotis,0.007,21.0,acceptable,wild,AnAge,AnAge
Mammalia,Myotis,yumanensis,Yuma myotis,0.00625,14.0,acceptable,wild,AnAge,AnAge
Mammalia,Nyctalus,leisleri,Lesser noctule,0.016,16.0,acceptable,wild,AnAge,AnAge
Mammalia,Nyctalus,noctula,Noctule,0.02775,12.0,acceptable,wild,AnAge,AnAge
Mammalia,Nycticeius,humeralis,Evening bat,0.00975,6.0,acceptable,wild,AnAge,AnAge
Mammalia,Nyctophilus,geoffroyi,Lesser long-eared bat,0.008,7.3,acceptable,wild,AnAge,AnAge
Mammalia,Perimyotis,subflavus,Eastern pipistrelle,0.0075,14.8,acceptable,wild,AnAge,AnAge
Mammalia,Pipistrellus,kuhlii,Kuhl's pipistrelle,0.006,8.0,acceptable,wild,AnAge,AnAge
Mammalia,Pipistrellus,nathusii,Nathusius's pipistrelle,0.01,11.0,acceptable,wild,AnAge,AnAge
Mammalia,Pipistrellus,pipistrellus,Common pipistrelle,0.005,16.6,acceptable,wild,AnAge,AnAge
Mammalia,Plecotus,auritus,Brown big-eared bat,0.0078,30.0,acceptable,wild,AnAge,AnAge
Mammalia,Plecotus,austriacus,Gray big-eared bat,0.012,25.5,acceptable,wild,AnAge,AnAge
Mammalia,Scotorepens,balstoni,Western broad-nosed bat,0.011699999999999999,9.7,acceptable,captivity,AnAge,AnAge
Mammalia,Scotorepens,orion,Orion broad-nosed bat,0.011765000000000001,11.1,acceptable,wild,AnAge,AnAge
Mammalia,Vespadelus,darlingtoni,Large forest bat,0.006059999999999999,8.0,acceptable,wild,AnAge,AnAge
Mammalia,Vespadelus,regulus,Southern forest bat,0.00505,8.0,acceptable,wild,AnAge,AnAge
Mammalia,Vespadelus,vulturnus,Little forest bat,0.00377,9.1,acceptable,wild,AnAge,AnAge
Mammalia,Chaetophractus,vellerosus,Screaming hairy armadillo,0.84,16.2,acceptable,captivity,AnAge,AnAge
Mammalia,Chaetophractus,villosus,Large hairy armadillo,3.0,25.2,acceptable,captivity,AnAge,AnAge
Mammalia,Dasypus,novemcinctus,Nine-banded armadillo,5.5,22.3,acceptable,captivity,AnAge,AnAge
Mammalia,Euphractus,sexcinctus,Six-banded armadillo,4.85,22.1,acceptable,captivity,AnAge,AnAge
Mammalia,Priodontes,maximus,Giant armadillo,33.0,15.0,acceptable,captivity,AnAge,AnAge
Mammalia,Tolypeutes,matacus,Southern three-banded armadillo,1.5,36.8,acceptable,captivity,AnAge,AnAge
Mammalia,Zaedyus,pichiy,Pichi,1.5,12.5,acceptable,captivity,AnAge,AnAge
Mammalia,Antechinomys,laniger,Kultarr,0.024,3.5,acceptable,captivity,AnAge,AnAge
Mammalia,Antechinus,agilis,Agile antechinus,0.018,4.7,acceptable,captivity,AnAge,AnAge
Mammalia,Antechinus,bellus,Fawn antechinus,0.034,3.4,acceptable,captivity,AnAge,AnAge
Mammalia,Antechinus,flavipes,Yellow-footed antechinus,0.045,3.9,acceptable,captivity,AnAge,AnAge
Mammalia,Antechinus,stuartii,Brown antechinus,0.0275,5.4,acceptable,captivity,AnAge,AnAge
Mammalia,Antechinus,swainsonii,Dusky antechinus,0.041,3.3,acceptable,captivity,AnAge,AnAge
Mammalia,Dasycercus,cristicauda,Mulgara,0.115,7.4,acceptable,captivity,AnAge,AnAge
Mammalia,Dasyuroides,byrnei,Kowari,0.105,8.0,acceptable,captivity,AnAge,AnAge
Mammalia,Dasyurus,geoffroii,Western quoll,0.89,6.2,acceptable,captivity,AnAge,AnAge
Mammalia,Dasyurus,hallucatus,Northern quoll,0.525,5.9,acceptable,captivity,AnAge,AnAge
Mammalia,Dasyurus,maculatus,"Tiger quoll, or Australian tiger cat",5.5,6.8,acceptable,captivity,AnAge,AnAge
Mammalia,Dasyurus,viverrinus,Eastern quoll,1.09,6.8,acceptable,captivity,AnAge,AnAge
Mammalia,Parantechinus,apicalis,Southern dibbler,0.07,5.5,acceptable,captivity,AnAge,AnAge
Mammalia,Phascogale,calura,Red-tailed phascogale,0.043,4.7,acceptable,captivity,AnAge,AnAge
Mammalia,Phascogale,tapoatafa,Brush-tailed phascogale,0.1935,5.9,acceptable,captivity,AnAge,AnAge
Mammalia,Planigale,maculata,Pygmy planigale,0.01,5.8,acceptable,captivity,AnAge,AnAge
Mammalia,Planigale,tenuirostris,Narrow-nosed planigale,0.0053,5.2,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,0.0325,7.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sarcophilus,harrisii,Tasmanian devil,6.5,13.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sminthopsis,crassicaudata,Fat-tailed dunnart,0.015,5.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sminthopsis,griseoventer,Gray-bellied dunnart,0.0175,3.6,acceptable,captivity,AnAge,AnAge
Mammalia,Sminthopsis,macroura,Stripe-faced dunnart,0.02,4.9,acceptable,captivity,AnAge,AnAge
Mammalia,Sminthopsis,virginiae,Red-cheeked dunnart,0.034,5.3,acceptable,captivity,AnAge,AnAge
Mammalia,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,0.01,5.3,acceptable,captivity,AnAge,AnAge
Mammalia,Myrmecobius,fasciatus,Numbat,0.4715,11.0,acceptable,captivity,AnAge,AnAge
Mammalia,Caluromys,derbianus,Central American woolly opossum,0.33,8.7,acceptable,captivity,AnAge,AnAge
Mammalia,Caluromys,philander,Bare-tailed woolly opossum,0.35,8.9,acceptable,captivity,AnAge,AnAge
Mammalia,Chironectes,minimus,Water opossum (yapok),0.7,3.1,acceptable,captivity,AnAge,AnAge
Mammalia,Didelphis,aurita,Big-eared opossum,0.85,4.0,acceptable,captivity,AnAge,AnAge
Mammalia,Didelphis,marsupialis,Southern opossum,1.53,4.2,acceptable,captivity,AnAge,AnAge
Mammalia,Didelphis,virginiana,Virginia opossum,3.0,6.6,acceptable,captivity,AnAge,AnAge
Mammalia,Gracilinanus,agilis,"Agile gracile opossum, or Paraguayan slender mouse opossum",0.022,6.1,acceptable,captivity,AnAge,AnAge
Mammalia,Lutreolina,crassicaudata,Lutrine opossum,0.37,2.9,acceptable,captivity,AnAge,AnAge
Mammalia,Marmosa,robinsoni,Robinson's mouse opossum,0.075,5.0,acceptable,captivity,AnAge,AnAge
Mammalia,Marmosops,noctivagus,"White-bellied slender opossum, or Rio Napo mouse opossum",0.021,4.5,acceptable,captivity,AnAge,AnAge
Mammalia,Metachirus,nudicaudatus,Brown four-eyed opossum,0.44,3.0,acceptable,captivity,AnAge,AnAge
Mammalia,Monodelphis,adusta,Sepia short-tailed opossum,0.035,4.1,acceptable,captivity,AnAge,AnAge
Mammalia,Monodelphis,brevicaudata,"Northern red-sided opossum, or Short bare-tailed opossum",0.09,3.9,acceptable,captivity,AnAge,AnAge
Mammalia,Monodelphis,domestica,Gray short-tailed opossum,0.105,5.1,acceptable,captivity,AnAge,AnAge
Mammalia,Philander,opossum,Gray four-eyed opossum,0.45,4.4,acceptable,captivity,AnAge,AnAge
Mammalia,Acrobates,pygmaeus,Pygmy gliding possum,0.013,8.8,high,captivity,AnAge,AnAge
Mammalia,Burramys,parvus,Mountain pygmy possum,0.045,12.0,acceptable,unknown,AnAge,AnAge
Mammalia,Cercartetus,nanus,Eastern pygmy possum,0.04,10.3,acceptable,captivity,AnAge,AnAge
Mammalia,Dendrolagus,dorianus,Doria's tree kangaroo,9.581,19.0,acceptable,captivity,AnAge,AnAge
Mammalia,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,7.4,23.6,acceptable,captivity,AnAge,AnAge
Mammalia,Dendrolagus,inustus,Grizzled tree kangaroo,11.4,23.8,acceptable,captivity,AnAge,AnAge
Mammalia,Dendrolagus,matschiei,Matschie's tree kangaroo,7.2,26.9,acceptable,captivity,AnAge,AnAge
Mammalia,Dendrolagus,ursinus,Black tree kangaroo,8.0,20.0,acceptable,captivity,AnAge,AnAge
Mammalia,Dorcopsis,luctuosa,Gray dorcopsis,3.57,13.9,acceptable,captivity,AnAge,AnAge
Mammalia,Dorcopsis,muelleri,Brown dorcopsis,5.0,12.4,acceptable,captivity,AnAge,AnAge
Mammalia,Dorcopsulus,macleayi,"Macleay's dorcopsis, or Papuan mountain wallaby",2.988,7.9,acceptable,captivity,AnAge,AnAge
Mammalia,Lagorchestes,conspicillatus,Spectacled hare-wallaby,3.0,8.8,acceptable,captivity,AnAge,AnAge
Mammalia,Lagorchestes,hirsutus,Rufous hare-wallaby,1.31,13.2,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,agilis,Agile wallaby,16.0,16.9,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,antilopinus,Antilopine wallaroo,49.5,19.8,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,bernardus,Black wallaroo,17.5,11.8,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,eugenii,Tammar wallaby,6.5,15.1,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,fuliginosus,Western gray kangaroo,28.25,23.2,high,captivity,AnAge,AnAge
Mammalia,Macropus,giganteus,Eastern gray kangaroo,49.5,25.0,high,captivity,AnAge,AnAge
Mammalia,Macropus,parma,Parma wallaby,4.25,15.9,high,captivity,AnAge,AnAge
Mammalia,Macropus,robustus,Wallaroo,30.0,22.0,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,rufogriseus,Red-necked wallaby,16.2,15.2,acceptable,captivity,AnAge,AnAge
Mammalia,Macropus,rufus,Red kangaroo,55.0,25.0,high,captivity,AnAge,AnAge
Mammalia,Onychogalea,fraenata,"Bridled nail-tail wallaby, or Ridled nail-tailed wallaby",5.5,7.4,acceptable,captivity,AnAge,AnAge
Mammalia,Onychogalea,unguifera,Northern nail-tailed wallaby,5.8,5.5,acceptable,captivity,AnAge,AnAge
Mammalia,Petrogale,brachyotis,"Short-eared rock-wallaby, or Western rock wallaby",3.7,10.1,acceptable,captivity,AnAge,AnAge
Mammalia,Petrogale,concinna,Nabarlek,1.25,11.7,acceptable,captivity,AnAge,AnAge
Mammalia,Petrogale,penicillata,Brush-tailed rock wallaby,6.0,14.3,acceptable,captivity,AnAge,AnAge
Mammalia,Petrogale,xanthopus,Ringtailed rock wallaby,6.0,14.4,acceptable,captivity,AnAge,AnAge
Mammalia,Setonix,brachyurus,Quokka,3.5,13.8,acceptable,captivity,AnAge,AnAge
Mammalia,Thylogale,billardierii,Tasmanian pademelon,5.0,8.8,acceptable,captivity,AnAge,AnAge
Mammalia,Thylogale,brunii,Dusky pademelon,4.796,9.4,acceptable,captivity,AnAge,AnAge
Mammalia,Thylogale,stigmatica,Red-legged pademelon,4.1,9.7,acceptable,captivity,AnAge,AnAge
Mammalia,Thylogale,thetis,Red-necked pademelon,3.8,9.0,acceptable,captivity,AnAge,AnAge
Mammalia,Wallabia,bicolor,Swamp wallaby,14.625,16.8,acceptable,captivity,AnAge,AnAge
Mammalia,Dactylopsila,trivirgata,Striped possum,0.318,9.6,acceptable,captivity,AnAge,AnAge
Mammalia,Gymnobelideus,leadbeateri,Leadbeater's possum,0.127,14.1,acceptable,captivity,AnAge,AnAge
Mammalia,Petaurus,australis,Yellow-bellied glider,0.5725,15.0,acceptable,captivity,AnAge,AnAge
Mammalia,Petaurus,breviceps,Sugar glider,0.11,17.8,high,captivity,AnAge,AnAge
Mammalia,Petaurus,norfolcensis,Squirrel glider,0.405,14.8,acceptable,captivity,AnAge,AnAge
Mammalia,Phalanger,gymnotis,Ground cuscus,2.4,18.9,acceptable,captivity,AnAge,AnAge
Mammalia,Spilocuscus,maculatus,"Common spotted cuscus, or Spotted cuscus",3.5,17.0,acceptable,captivity,AnAge,AnAge
Mammalia,Trichosurus,vulpecula,Brush-tailed possum,2.395,15.9,acceptable,captivity,AnAge,AnAge
Mammalia,Phascolarctos,cinereus,Koala,9.3,22.1,high,captivity,AnAge,AnAge
Mammalia,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,3.25,12.8,acceptable,captivity,AnAge,AnAge
Mammalia,Bettongia,penicillata,Woylie,1.5,18.8,acceptable,captivity,AnAge,AnAge
Mammalia,Potorous,longipes,Long-footed potoroo,1.65,15.3,acceptable,captivity,AnAge,AnAge
Mammalia,Potorous,tridactylus,Long-nosed potoroo,1.43,14.5,acceptable,captivity,AnAge,AnAge
Mammalia,Hemibelideus,lemuroides,Lemuroid ringtail possum,1.04,5.4,acceptable,captivity,AnAge,AnAge
Mammalia,Pseudocheirus,peregrinus,"Common ringtail, or Ring-tailed possum",0.85,10.1,acceptable,captivity,AnAge,AnAge
Mammalia,Lasiorhinus,krefftii,Northern hairy-nosed wombat,31.0,30.0,acceptable,captivity,AnAge,AnAge
Mammalia,Lasiorhinus,latifrons,Southern hairy-nosed wombat,25.5,29.9,acceptable,captivity,AnAge,AnAge
Mammalia,Vombatus,ursinus,Coarse-haired wombat,25.5,30.0,acceptable,captivity,AnAge,AnAge
Mammalia,Atelerix,albiventris,Four-toed hedgehog,0.5,11.4,high,captivity,AnAge,AnAge
Mammalia,Erinaceus,amurensis,Amur hedgehog,0.774475,8.0,acceptable,captivity,AnAge,AnAge
Mammalia,Erinaceus,concolor,Eastern European hedgehog,0.719,7.0,acceptable,captivity,AnAge,AnAge
Mammalia,Erinaceus,europaeus,Western European hedgehog,0.75,11.7,acceptable,captivity,AnAge,AnAge
Mammalia,Hemiechinus,auritus,Long-eared hedgehog,0.342,7.6,acceptable,captivity,AnAge,AnAge
Mammalia,Paraechinus,aethiopicus,Desert hedgehog,0.188,6.3,acceptable,captivity,AnAge,AnAge
Mammalia,Paraechinus,hypomelas,Brandt's hedgehog,0.292,7.0,acceptable,captivity,AnAge,AnAge
Mammalia,Dendrohyrax,arboreus,"Southern tree hyrax, or Tree hyrax",3.0,13.6,acceptable,captivity,AnAge,AnAge
Mammalia,Procavia,capensis,Rock hyrax,3.6,14.8,acceptable,captivity,AnAge,AnAge
Mammalia,Lepus,brachyurus,Japanese hare,2.519,13.0,acceptable,captivity,AnAge,AnAge
Mammalia,Lepus,californicus,Black-tailed jackrabbit,4.175,11.8,acceptable,captivity,AnAge,AnAge
Mammalia,Lepus,europaeus,European hare,4.175,10.7,acceptable,captivity,AnAge,AnAge
Mammalia,Lepus,timidus,Mountain hare,4.175,18.0,acceptable,wild,AnAge,AnAge
Mammalia,Oryctolagus,cuniculus,European rabbit,1.8,13.0,acceptable,captivity,AnAge,AnAge
Mammalia,Sylvilagus,audubonii,Audubon's cottontail rabbit,0.9,7.8,acceptable,captivity,AnAge,AnAge
Mammalia,Sylvilagus,floridanus,Eastern cottontail,1.15,9.8,acceptable,captivity,AnAge,AnAge
Mammalia,Sylvilagus,nuttallii,Mountain cottontail,0.76,7.4,acceptable,captivity,AnAge,AnAge
Mammalia,Sylvilagus,palustris,Marsh rabbit,1.233,7.6,acceptable,captivity,AnAge,AnAge
Mammalia,Sylvilagus,transitionalis,New England cottontail,0.9026000000000001,9.3,acceptable,captivity,AnAge,AnAge
Mammalia,Ochotona,hyperborea,Northern pika,0.12,9.4,acceptable,captivity,AnAge,AnAge
Mammalia,Ochotona,princeps,American pika,0.1,7.0,acceptable,captivity,AnAge,AnAge
Mammalia,Elephantulus,intufi,"Bushveld elephant shrew, or Long-eared elephant shrew",0.052,9.3,acceptable,captivity,AnAge,AnAge
Mammalia,Elephantulus,rozeti,North African elephant shrew,0.048,7.2,acceptable,captivity,AnAge,AnAge
Mammalia,Elephantulus,rufescens,Rufous elephant shrew,0.058,7.9,acceptable,captivity,AnAge,AnAge
Mammalia,Macroscelides,proboscideus,Short-eared elephant shrew,0.04,8.7,acceptable,captivity,AnAge,AnAge
Mammalia,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,0.54,11.0,acceptable,captivity,AnAge,AnAge
Mammalia,Ornithorhynchus,anatinus,Duck-billed platypus,1.25,22.6,acceptable,captivity,AnAge,AnAge
Mammalia,Tachyglossus,aculeatus,Short-beaked echidna,3.5,49.5,acceptable,captivity,AnAge,AnAge
Mammalia,Zaglossus,bruijni,"Western long-beaked echidna, or Long-nosed echidna",7.5,41.2,acceptable,captivity,AnAge,AnAge
Mammalia,Echymipera,rufescens,Long-nosed echymipera,1.25,3.1,acceptable,captivity,AnAge,AnAge
Mammalia,Isoodon,auratus,Golden bandicoot,0.485,6.7,acceptable,captivity,AnAge,AnAge
Mammalia,Isoodon,macrourus,Northern brown bandicoot,1.6,6.8,acceptable,captivity,AnAge,AnAge
Mammalia,Isoodon,obesulus,Southern brown bandicoot,0.7,6.5,acceptable,captivity,AnAge,AnAge
Mammalia,Perameles,bougainville,Western barred bandicoot,0.226,5.8,acceptable,captivity,AnAge,AnAge
Mammalia,Perameles,gunnii,Eastern barred bandicoot,0.766,6.1,acceptable,captivity,AnAge,AnAge
Mammalia,Perameles,nasuta,Long-nosed bandicoot,0.859,5.6,acceptable,captivity,AnAge,AnAge
Mammalia,Macrotis,lagotis,"Rabbit-bandicoot, or Bilby",1.3,9.6,acceptable,captivity,AnAge,AnAge
Mammalia,Equus,asinus,African wild ass,164.998,47.0,high,captivity,AnAge,AnAge
Mammalia,Equus,caballus,Horse,300.0,57.0,high,captivity,AnAge,AnAge
Mammalia,Equus,grevyi,Grevy's zebra,384.0,31.0,high,captivity,AnAge,AnAge
Mammalia,Equus,hemionus,Kulan,230.0,31.6,acceptable,captivity,AnAge,AnAge
Mammalia,Equus,kiang,Kiang,275.0,30.1,acceptable,captivity,AnAge,AnAge
Mammalia,Equus,quagga,Quagga,280.0,38.0,high,captivity,AnAge,AnAge
Mammalia,Equus,zebra,Mountain zebra,296.0,33.2,acceptable,captivity,AnAge,AnAge
Mammalia,Ceratotherium,simum,White rhinoceros,2175.0,45.0,high,captivity,AnAge,AnAge
Mammalia,Dicerorhinus,sumatrensis,Sumatran rhinoceros,1260.0,32.8,acceptable,captivity,AnAge,AnAge
Mammalia,Diceros,bicornis,Black rhinoceros,1100.0,57.0,acceptable,wild,AnAge,AnAge
Mammalia,Rhinoceros,unicornis,Indian rhinoceros,1602.33,43.5,acceptable,captivity,AnAge,AnAge
Mammalia,Acrocodia,indica,Malayan tapir,250.0,36.5,acceptable,captivity,AnAge,AnAge
Mammalia,Tapirella,bairdii,Baird's tapir,300.0,29.6,acceptable,captivity,AnAge,AnAge
Mammalia,Tapirus,pinchaque,Mountain tapir,148.95,28.5,acceptable,captivity,AnAge,AnAge
Mammalia,Tapirus,terrestris,Brazilian tapir,250.0,39.6,high,captivity,AnAge,AnAge
Mammalia,Choloepus,didactylus,Southern two-toed sloth,6.25,36.8,acceptable,captivity,AnAge,AnAge
