Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source
Aves,Vireo,flavifrons,Yellow-throated vireo,0.018,6.1,acceptable,wild,AnAge,AnAge
Aves,Vireo,gilvus,Warbling vireo,0.015,13.1,acceptable,wild,AnAge,AnAge
Aves,Vireo,griseus,White-eyed vireo,0.012,10.9,acceptable,wild,AnAge,AnAge
Aves,Vireo,huttoni,Hutton's vireo,0.011300000000000001,13.5,acceptable,wild,AnAge,AnAge
Aves,Vireo,latimeri,Puerto rican vireo,0.012,16.8,acceptable,wild,AnAge,AnAge
Aves,Vireo,olivaceus,Red-eyed vireo,0.017,10.2,acceptable,wild,AnAge,AnAge
Aves,Vireo,philadelphicus,Philadelphia vireo,0.012,9.8,acceptable,wild,AnAge,AnAge
Aves,Vireo,solitarius,Blue-headed vireo,0.016,7.4,acceptable,wild,AnAge,AnAge
Aves,Zosterops,japonicus,Japanese white-eye,0.01125,5.1,acceptable,wild,AnAge,AnAge
Aves,Zosterops,lateralis,Silvereye,0.0127,18.7,acceptable,wild,AnAge,AnAge
Aves,Zosterops,luteus,Canary white-eye,0.009775,8.7,acceptable,wild,AnAge,AnAge
Aves,Ardea,alba,Great egret,0.8735,22.8,acceptable,wild,AnAge,AnAge
Aves,Ardea,cinerea,Grey heron,1.443,37.5,acceptable,wild,AnAge,AnAge
Aves,Ardea,cocoi,Cocoi heron,1.9377,24.4,acceptable,captivity,AnAge,AnAge
Aves,Ardea,goliath,Goliath heron,4.468,22.9,acceptable,captivity,AnAge,AnAge
Aves,Ardea,herodias,Great blue heron,1.87,24.5,acceptable,wild,AnAge,AnAge
Aves,Ardea,purpurea,Purple heron,1.0655,25.4,acceptable,wild,AnAge,AnAge
Aves,Botaurus,lentiginosus,American bittern,0.706,8.3,acceptable,wild,AnAge,AnAge
Aves,Botaurus,stellaris,"Eurasian bittern, or Bittern",1.3245,11.3,acceptable,wild,AnAge,AnAge
Aves,Bubulcus,ibis,Cattle egret,0.39,23.0,acceptable,wild,AnAge,AnAge
Aves,Butorides,virescens,Green heron,0.175,11.6,acceptable,wild,AnAge,AnAge
Aves,Egretta,caerulea,Little blue heron,0.3395,13.9,acceptable,wild,AnAge,AnAge
Aves,Egretta,garzetta,Little egret,0.312,22.3,acceptable,wild,AnAge,AnAge
Aves,Egretta,rufescens,Reddish egret,0.614,22.0,acceptable,wild,AnAge,AnAge
Aves,Egretta,sacra,Pacific reef heron,0.51025,15.0,acceptable,wild,AnAge,AnAge
Aves,Egretta,thula,Snowy egret,0.314,22.8,acceptable,wild,AnAge,AnAge
Aves,Egretta,tricolor,Tricolored heron,0.30989999999999995,17.7,acceptable,wild,AnAge,AnAge
Aves,Ixobrychus,minutus,Little bittern,0.101,7.8,acceptable,wild,AnAge,AnAge
Aves,Nycticorax,nycticorax,Black-crowned night heron,0.8,21.1,acceptable,wild,AnAge,AnAge
Aves,Balaeniceps,rex,Shoebill,5.984,35.7,acceptable,captivity,AnAge,AnAge
Aves,Pelecanus,conspicillatus,Australian pelican,5.4525,26.1,acceptable,wild,AnAge,AnAge
Aves,Pelecanus,crispus,Dalmatian pelican,9.55,35.3,acceptable,captivity,AnAge,AnAge
Aves,Pelecanus,erythrorhynchos,American white pelican,6.129,54.0,acceptable,wild,AnAge,AnAge
Aves,Pelecanus,occidentalis,Brown pelican,3.1158,43.0,acceptable,unknown,AnAge,AnAge
Aves,Pelecanus,onocrotalus,Great white pelican,9.52,51.0,acceptable,captivity,AnAge,AnAge
Aves,Bostrychia,hagedash,Hadada ibis,1.238,16.0,acceptable,captivity,AnAge,AnAge
Aves,Eudocimus,albus,White ibis,0.94,27.6,acceptable,captivity,AnAge,AnAge
Aves,Eudocimus,ruber,Scarlet ibis,0.615,33.2,acceptable,captivity,AnAge,AnAge
Aves,Geronticus,eremita,Northern bald ibis,1.202,32.9,acceptable,captivity,AnAge,AnAge
Aves,Nipponia,nippon,Crested ibis,1.9,25.8,acceptable,captivity,AnAge,AnAge
Aves,Phimosus,infuscatus,Whispering ibis,0.559,20.0,acceptable,captivity,AnAge,AnAge
Aves,Platalea,ajaja,Roseate spoonbill,1.03697,28.0,acceptable,unknown,AnAge,AnAge
Aves,Platalea,alba,African spoonbill,1.521,17.9,acceptable,captivity,AnAge,AnAge
Aves,Platalea,flavipes,Yellow-billed spoonbill,1.7475,28.6,acceptable,captivity,AnAge,AnAge
Aves,Platalea,leucorodia,Eurasian spoonbill,1.868,30.1,acceptable,captivity,AnAge,AnAge
Aves,Platalea,minor,Black-faced spoonbill,1.228,15.0,acceptable,captivity,AnAge,AnAge
Aves,Platalea,regia,Royal spoonbill,1.79525,36.2,acceptable,wild,AnAge,AnAge
Aves,Plegadis,chihi,White-faced ibis,0.4875,20.4,acceptable,captivity,AnAge,AnAge
Aves,Plegadis,falcinellus,Glossy ibis,0.43119999999999997,26.8,high,captivity,AnAge,AnAge
Aves,Plegadis,ridgwayi,Puna ibis,0.584,18.0,acceptable,captivity,AnAge,AnAge
Aves,Theristicus,caudatus,Buff-necked ibis,1.726,22.0,acceptable,captivity,AnAge,AnAge
Aves,Theristicus,melanopis,Black-faced ibis,1.2,34.5,acceptable,captivity,AnAge,AnAge
Aves,Threskiornis,aethiopicus,Sacred ibis,1.53,37.0,acceptable,captivity,AnAge,AnAge
Aves,Threskiornis,melanocephalus,Black-headed ibis,1.53,28.2,acceptable,captivity,AnAge,AnAge
Aves,Threskiornis,molucca,"Australian white ibis, or Australian ibis",1.806,33.2,acceptable,captivity,AnAge,AnAge
Aves,Threskiornis,spinicollis,Straw-necked ibis,1.3515,39.4,acceptable,captivity,AnAge,AnAge
Aves,Phaethon,aethereus,Red-billed tropicbird,0.75,17.6,acceptable,wild,AnAge,AnAge
Aves,Phaethon,rubricauda,Red-tailed tropicbird,0.5932000000000001,32.7,acceptable,wild,AnAge,AnAge
Aves,Phoeniconaias,minor,Lesser flamingo,1.5,41.0,acceptable,wild,AnAge,AnAge
Aves,Phoenicopterus,chilensis,Chilean flamingo,2.277,36.7,acceptable,captivity,AnAge,AnAge
Aves,Phoenicopterus,roseus,Greater flamingo,2.5,58.8,acceptable,captivity,AnAge,AnAge
Aves,Colaptes,auratus,Northern flicker,0.12,12.5,acceptable,wild,AnAge,AnAge
Aves,Dendrocopos,leucotos,White-backed woodpecker,0.117,15.9,acceptable,wild,AnAge,AnAge
Aves,Dendrocopos,major,Great spotted woodpecker,0.0751,12.7,acceptable,wild,AnAge,AnAge
Aves,Dendrocopos,medius,Middle spotted woodpecker,0.059,9.3,acceptable,wild,AnAge,AnAge
Aves,Dendrocopos,minor,Lesser spotted woodpecker,0.0198,9.8,acceptable,wild,AnAge,AnAge
Aves,Dendrocopos,syriacus,Syrian woodpecker,0.0768,10.9,acceptable,wild,AnAge,AnAge
Aves,Dryocopus,martius,Black woodpecker,0.321,14.0,acceptable,wild,AnAge,AnAge
Aves,Dryocopus,pileatus,Pileated woodpecker,0.364,13.0,acceptable,wild,AnAge,AnAge
Aves,Jynx,torquilla,Eurasian wryneck,0.035,10.0,acceptable,wild,AnAge,AnAge
Aves,Melanerpes,carolinus,Red-bellied woodpecker,0.0725,20.7,acceptable,unknown,AnAge,AnAge
Aves,Melanerpes,erythrocephalus,Red-headed woodpecker,0.075,10.0,acceptable,unknown,AnAge,AnAge
Aves,Melanerpes,formicivorus,Acorn woodpecker,0.07970000000000001,17.2,acceptable,wild,AnAge,AnAge
Aves,Melanerpes,uropygialis,Gila woodpecker,0.065,11.0,acceptable,wild,AnAge,AnAge
Aves,Picoides,borealis,Red-cockaded woodpecker,0.056,16.1,acceptable,wild,AnAge,AnAge
Aves,Picoides,nuttallii,Nuttall's woodpecker,0.037399999999999996,7.8,acceptable,wild,AnAge,AnAge
Aves,Picoides,pubescens,Downy woodpecker,0.0256,11.9,acceptable,wild,AnAge,AnAge
Aves,Picoides,tridactylus,"Eurasian three-toed woodpecker, or Three-toed woodpecker",0.06570000000000001,11.2,acceptable,wild,AnAge,AnAge
Aves,Picoides,villosus,Hairy woodpecker,0.062,15.9,acceptable,wild,AnAge,AnAge
Aves,Picus,viridis,Eurasian green woodpecker,0.176,15.2,acceptable,wild,AnAge,AnAge
Aves,Sphyrapicus,nuchalis,Red-naped sapsucker,0.0485,4.9,acceptable,wild,AnAge,AnAge
Aves,Sphyrapicus,ruber,Red-breasted sapsucker,0.055,4.8,acceptable,wild,AnAge,AnAge
Aves,Sphyrapicus,varius,Yellow-bellied sapsucker,0.045,7.8,acceptable,wild,AnAge,AnAge
Aves,Ramphastos,toco,Toco toucan,0.54,16.2,acceptable,captivity,AnAge,AnAge
Aves,Aechmophorus,occidentalis,Western grebe,1.4755,14.0,acceptable,wild,AnAge,AnAge
Aves,Podiceps,cristatus,Great crested grebe,0.7387,19.2,acceptable,wild,AnAge,AnAge
Aves,Podiceps,nigricollis,Eared grebe,0.392,13.1,acceptable,wild,AnAge,AnAge
Aves,Tachybaptus,ruficollis,Little grebe,0.174,17.5,acceptable,wild,AnAge,AnAge
Aves,Diomedea,antipodensis,Antipodean albatross,7.79,30.3,acceptable,wild,AnAge,AnAge
Aves,Diomedea,epomophora,Royal albatross,9.0,58.0,acceptable,wild,AnAge,AnAge
Aves,Diomedea,exulans,Wandering albatross,7.0466999999999995,50.0,acceptable,wild,AnAge,AnAge
Aves,Phoebastria,immutabilis,Laysan albatross,3.15,70.0,acceptable,wild,AnAge,AnAge
Aves,Phoebastria,irrorata,Waved albatross,3.395,40.0,acceptable,wild,AnAge,AnAge
Aves,Phoebastria,nigripes,Black-footed albatross,2.8,42.1,acceptable,wild,AnAge,AnAge
Aves,Phoebetria,palpebrata,Light-mantled albatross,2.825,28.1,acceptable,wild,AnAge,AnAge
Aves,Thalassarche,carteri,Indian yellow-nosed albatross,2.115,27.7,acceptable,wild,AnAge,AnAge
Aves,Thalassarche,cauta,Shy albatross,4.0125,30.9,acceptable,wild,AnAge,AnAge
Aves,Thalassarche,chlororhynchos,Yellow-nosed albatross,3.89,37.0,acceptable,wild,AnAge,AnAge
Aves,Thalassarche,chrysostoma,Grey-headed albatross,3.753,47.2,acceptable,wild,AnAge,AnAge
Aves,Thalassarche,impavida,Campbell albatross,3.44,34.2,acceptable,wild,AnAge,AnAge
Aves,Thalassarche,melanophris,Black-browed albatross,3.232,43.7,acceptable,wild,AnAge,AnAge
Aves,Hydrobates,pelagicus,European storm petrel,0.0252,33.8,acceptable,wild,AnAge,AnAge
Aves,Oceanodroma,castro,Harcourt's storm petrel,0.042,36.0,acceptable,wild,AnAge,AnAge
Aves,Oceanodroma,homochroa,Ashy storm-petrel,0.036899999999999995,31.0,acceptable,wild,AnAge,AnAge
Aves,Oceanodroma,leucorhoa,Leach's storm petrel,0.0446,36.0,acceptable,wild,AnAge,AnAge
Aves,Pelagodroma,marina,White-faced storm-petrel,0.047200000000000006,19.8,acceptable,wild,AnAge,AnAge
Aves,Bulweria,bulwerii,Bulwer's petrel,0.099,22.9,acceptable,wild,AnAge,AnAge
Aves,Calonectris,diomedea,Cory's shearwater,0.535,24.8,acceptable,wild,AnAge,AnAge
Aves,Daption,capense,Cape petrel,0.4086,28.5,acceptable,wild,AnAge,AnAge
Aves,Fulmarus,glacialis,Northern fulmar,0.908,51.0,acceptable,wild,AnAge,AnAge
Aves,Fulmarus,glacialoides,Southern fulmar,0.795,45.0,acceptable,wild,AnAge,AnAge
Aves,Macronectes,giganteus,Southern giant petrel,3.6975,47.0,acceptable,wild,AnAge,AnAge
Aves,Macronectes,halli,Northern giant petrel,4.313,35.4,acceptable,wild,AnAge,AnAge
Aves,Pachyptila,turtur,Fairy prion,0.13805,16.5,acceptable,wild,AnAge,AnAge
Aves,Pagodroma,nivea,Snow petrel,0.268,46.0,acceptable,wild,AnAge,AnAge
Aves,Procellaria,parkinsoni,Black petrel,0.7025,17.0,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,alba,Phoenix petrel,0.259,11.3,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,arminjoniana,Trindade petrel,0.38375,21.8,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,hypoleuca,"Bonin petrel, or Bonin Island petrel",0.1686,30.8,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,leucoptera,Gould's petrel,0.1475,32.7,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,macroptera,Great-winged petrel,0.5785,14.9,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,sandwichensis,Hawaiian petrel,0.434,13.1,acceptable,wild,AnAge,AnAge
Aves,Pterodroma,solandri,Providence petrel,0.471,16.6,acceptable,wild,AnAge,AnAge
Aves,Puffinus,carneipes,Flesh-footed shearwater,0.69,30.2,acceptable,wild,AnAge,AnAge
Aves,Puffinus,griseus,Sooty shearwater,0.74,34.0,acceptable,unknown,AnAge,AnAge
Aves,Puffinus,pacificus,Wedge-tailed shearwater,0.3378,29.0,acceptable,wild,AnAge,AnAge
Aves,Puffinus,puffinus,Manx shearwater,0.434,50.9,acceptable,wild,AnAge,AnAge
Aves,Puffinus,tenuirostris,Short-tailed shearwater,0.49939999999999996,39.9,acceptable,wild,AnAge,AnAge
Aves,Thalassoica,antarctica,Antarctic petrel,0.6875,15.0,acceptable,wild,AnAge,AnAge
Aves,Agapornis,lilianae,Nyasa loverbird,0.0373,19.2,acceptable,captivity,AnAge,AnAge
Aves,Agapornis,pullarius,Red-headed lovebird,0.043,18.0,acceptable,captivity,AnAge,AnAge
Aves,Agapornis,taranta,Black-winged lovebird,0.0575,14.6,acceptable,captivity,AnAge,AnAge
Aves,Alisterus,scapularis,Australian king parrot,0.2325,26.6,acceptable,captivity,AnAge,AnAge
Aves,Amazona,aestiva,Blue-fronted amazon,0.451,49.0,acceptable,captivity,AnAge,AnAge
Aves,Amazona,albifrons,White-fronted parrot,0.215,25.3,acceptable,captivity,AnAge,AnAge
Aves,Amazona,amazonica,Orange-winged amazon,0.37,30.0,acceptable,captivity,AnAge,AnAge
Aves,Amazona,auropalliata,Yellow-naped parrot,0.43216000000000004,49.0,acceptable,captivity,AnAge,AnAge
Aves,Amazona,autumnalis,Red-lored parrot,0.416,27.0,acceptable,captivity,AnAge,AnAge
Aves,Amazona,festiva,Festive amazon,0.43,24.5,acceptable,captivity,AnAge,AnAge
Aves,Amazona,finschi,Lilac-crowned parrot,0.302,25.8,acceptable,captivity,AnAge,AnAge
Aves,Amazona,guildingii,St. Vincent parrot,0.646,28.0,acceptable,captivity,AnAge,AnAge
Aves,Amazona,ochrocephala,Yellow-crowned parrot,0.43,56.0,acceptable,captivity,AnAge,AnAge
Aves,Amazona,rhodocorytha,Red-browed parrot,0.5115,44.0,acceptable,captivity,AnAge,AnAge
Aves,Anodorhynchus,hyacinthinus,Hyacinth macaw,1.33,38.8,acceptable,captivity,AnAge,AnAge
Aves,Anodorhynchus,leari,Lear's macaw,0.94,38.3,acceptable,captivity,AnAge,AnAge
Aves,Aprosmictus,erythropterus,Red-winged parrot,0.136,24.4,acceptable,captivity,AnAge,AnAge
Aves,Ara,ambiguus,Great green macaw,1.3,29.0,acceptable,captivity,AnAge,AnAge
Aves,Ara,ararauna,Blue-and-yellow macaw,1.03,43.0,acceptable,captivity,AnAge,AnAge
Aves,Ara,chloropterus,Red-and-green macaw,1.22,50.1,acceptable,captivity,AnAge,AnAge
Aves,Ara,glaucogularis,Blue-throated macaw,0.784,22.0,acceptable,captivity,AnAge,AnAge
Aves,Ara,macao,Scarlet macaw,1.04,33.0,acceptable,captivity,AnAge,AnAge
Aves,Ara,militaris,Military macaw,1.134,46.0,acceptable,captivity,AnAge,AnAge
Aves,Ara,rubrogenys,Red-fronted macaw,0.47,23.0,acceptable,captivity,AnAge,AnAge
Aves,Ara,severus,Chestnut-fronted macaw,0.343,28.5,acceptable,captivity,AnAge,AnAge
Aves,Aratinga,acuticaudata,Blue-crowned parakeet,0.171,31.0,acceptable,captivity,AnAge,AnAge
Aves,Aratinga,auricapillus,Golden-capped parakeet,0.13,20.9,acceptable,captivity,AnAge,AnAge
Aves,Aratinga,canicularis,Orange-fronted parakeet,0.085,16.2,acceptable,captivity,AnAge,AnAge
Aves,Aratinga,erythrogenys,Red-masked parakeet,0.151,26.2,acceptable,captivity,AnAge,AnAge
Aves,Aratinga,holochlora,Green parakeet,0.138,21.8,acceptable,captivity,AnAge,AnAge
Aves,Barnardius,zonarius,Port Lincoln ringneck,0.15,17.9,acceptable,captivity,AnAge,AnAge
Aves,Bolborhynchus,orbygnesius,Andean parakeet,0.0431,9.2,acceptable,captivity,AnAge,AnAge
Aves,Brotogeris,chiriri,Yellow-chevroned parakeet,0.0616,19.0,acceptable,captivity,AnAge,AnAge
Aves,Brotogeris,pyrrhoptera,Grey-cheeked parakeet,0.064,11.3,acceptable,captivity,AnAge,AnAge
Aves,Brotogeris,sanctithomae,Tui parakeet,0.059,13.2,acceptable,captivity,AnAge,AnAge
Aves,Brotogeris,tirica,Plain parakeet,0.063,11.0,acceptable,captivity,AnAge,AnAge
Aves,Brotogeris,versicolurus,Canary-winged parakeet,0.0716,10.3,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,alba,White cockatoo,0.57,26.9,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,ducorpsii,Ducorps's cockatoo,0.394,30.5,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,galerita,Sulphur-crested cockatoo,0.8,57.0,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,leadbeateri,Pink cockatoo,0.39,83.0,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,moluccensis,Salmon-crested cockatoo,0.83,65.8,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,ophthalmica,Blue-eyed cockatoo,0.492,31.9,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,pastinator,Western corella,0.637,26.3,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,sanguinea,Little corella,0.35,46.9,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,sulphurea,Yellow-crested cockatoo,0.34,49.7,acceptable,captivity,AnAge,AnAge
Aves,Cacatua,tenuirostris,Long-billed corella,0.567,43.0,acceptable,captivity,AnAge,AnAge
Aves,Callocephalon,fimbriatum,Gang-gang cockatoo,0.256,27.5,acceptable,captivity,AnAge,AnAge
Aves,Calyptorhynchus,banksii,Banksian cockatoo,0.7237,45.4,acceptable,captivity,AnAge,AnAge
Aves,Calyptorhynchus,baudinii,Long-billed black cockatoo,0.62,47.0,acceptable,captivity,AnAge,AnAge
Aves,Calyptorhynchus,funereus,Yellow-tailed black cockatoo,0.6785,41.0,acceptable,captivity,AnAge,AnAge
Aves,Calyptorhynchus,latirostris,Short-billed black cockatoo,0.622925,34.4,acceptable,wild,AnAge,AnAge
Aves,Chalcopsitta,atra,Black lory,0.26,17.5,acceptable,captivity,AnAge,AnAge
Aves,Chalcopsitta,sintillata,Yellow-streaked lory,0.19,19.7,acceptable,captivity,AnAge,AnAge
Aves,Charmosyna,papou,Papuan lorikeet,0.083,11.3,acceptable,captivity,AnAge,AnAge
Aves,Conuropsis,carolinensis,Carolina parakeet,0.1,30.0,acceptable,captivity,AnAge,AnAge
Aves,Coracopsis,nigra,Black parrot,0.1935,34.1,acceptable,captivity,AnAge,AnAge
Aves,Coracopsis,vasa,Vasa parrot,0.525,53.9,acceptable,captivity,AnAge,AnAge
Aves,Cyanoliseus,patagonus,Patagonian conure,0.278,19.5,acceptable,captivity,AnAge,AnAge
Aves,Cyanopsitta,spixii,Spix's macaw,0.2,27.0,acceptable,captivity,AnAge,AnAge
Aves,Cyanoramphus,auriceps,Yellow-fronted parakeet,0.046,9.3,acceptable,captivity,AnAge,AnAge
Aves,Cyanoramphus,novaezelandiae,Red-fronted parakeet,0.09259999999999999,12.4,acceptable,captivity,AnAge,AnAge
Aves,Deroptyus,accipitrinus,Red-fan parrot,0.246,21.8,acceptable,captivity,AnAge,AnAge
Aves,Diopsittaca,nobilis,Red-shouldered macaw,0.151,22.9,acceptable,captivity,AnAge,AnAge
Aves,Eclectus,roratus,Eclectus parrot,0.44,28.5,acceptable,captivity,AnAge,AnAge
Aves,Enicognathus,leptorhynchus,Slender-billed parakeet,0.193,15.3,acceptable,captivity,AnAge,AnAge
Aves,Eolophus,roseicapilla,Galah,0.3,40.0,acceptable,captivity,AnAge,AnAge
Aves,Eos,bornea,Red lory,0.156,24.7,acceptable,captivity,AnAge,AnAge
Aves,Eos,cyanogenia,Black-winged lory,0.167,18.1,acceptable,captivity,AnAge,AnAge
Aves,Eunymphicus,cornutus,Horned parakeet,0.13,19.7,acceptable,captivity,AnAge,AnAge
Aves,Forpus,coelestis,Pacific parrotlet,0.026199999999999998,10.4,acceptable,captivity,AnAge,AnAge
Aves,Forpus,cyanopygius,Mexican parrotlet,0.0335,10.5,acceptable,captivity,AnAge,AnAge
Aves,Forpus,passerinus,Green-rumped parrotlet,0.024,11.6,acceptable,captivity,AnAge,AnAge
Aves,Forpus,xanthops,Yellow-faced parrotlet,0.02705,10.5,acceptable,captivity,AnAge,AnAge
Aves,Glossopsitta,concinna,Musk lorikeet,0.0708,21.3,acceptable,wild,AnAge,AnAge
Aves,Glossopsitta,porphyrocephala,Purple-crowned lorikeet,0.044,12.0,acceptable,captivity,AnAge,AnAge
Aves,Graydidascalus,brachyurus,Short-tailed parrot,0.159,13.2,acceptable,captivity,AnAge,AnAge
Aves,Guaruba,guarouba,Golden conure,0.25,23.2,acceptable,captivity,AnAge,AnAge
Aves,Loriculus,galgulus,Blue-crowned hanging parrot,0.028,14.3,acceptable,captivity,AnAge,AnAge
Aves,Loriculus,philippensis,Colasisi,0.0349,10.1,acceptable,captivity,AnAge,AnAge
Aves,Loriculus,vernalis,Vernal hanging parrot,0.0357,10.1,acceptable,captivity,AnAge,AnAge
Aves,Lorius,domicella,Purple-naped lory,0.182,26.0,acceptable,captivity,AnAge,AnAge
Aves,Lorius,garrulus,Chattering lory,0.143,26.6,acceptable,captivity,AnAge,AnAge
Aves,Lorius,lory,Black-capped lory,0.177,18.5,acceptable,captivity,AnAge,AnAge
Aves,Melopsittacus,undulatus,Budgerigar,0.03,21.0,high,captivity,AnAge,AnAge
Aves,Myiopsitta,monachus,Monk parakeet,0.08170000000000001,22.1,acceptable,captivity,AnAge,AnAge
Aves,Nandayus,nenday,Nanday parakeet,0.128,18.7,acceptable,captivity,AnAge,AnAge
Aves,Neophema,chrysostoma,Blue-winged parrot,0.0461,21.0,acceptable,captivity,AnAge,AnAge
Aves,Neophema,pulchella,Turquoise parrot,0.0414,21.0,acceptable,captivity,AnAge,AnAge
Aves,Neophema,splendida,Scarlet-chested parrot,0.0386,14.0,acceptable,captivity,AnAge,AnAge
Aves,Neopsephotus,bourkii,Bourke's parrot,0.045,12.6,acceptable,captivity,AnAge,AnAge
Aves,Nestor,notabilis,Kea,0.8675,47.0,acceptable,captivity,AnAge,AnAge
Aves,Northiella,haematogaster,Bluebonnet,0.0862,15.3,acceptable,captivity,AnAge,AnAge
Aves,Nymphicus,hollandicus,Cockatiel,0.09,35.0,acceptable,captivity,AnAge,AnAge
Aves,Pezoporus,wallicus,Ground parrot,0.0757,7.4,acceptable,wild,AnAge,AnAge
Aves,Pionites,leucogaster,White-bellied parrot,0.155,26.0,acceptable,captivity,AnAge,AnAge
Aves,Pionites,melanocephalus,Black-headed parrot,0.149,22.6,acceptable,captivity,AnAge,AnAge
Aves,Pionopsitta,pileata,Pileated parrot,0.119,16.8,acceptable,captivity,AnAge,AnAge
Aves,Pionus,maximiliani,Scaly-headed parrot,0.293,16.2,acceptable,captivity,AnAge,AnAge
Aves,Pionus,menstruus,Blue-headed parrot,0.251,20.6,acceptable,captivity,AnAge,AnAge
Aves,Platycercus,elegans,Crimson rosella,0.1245,26.8,acceptable,captivity,AnAge,AnAge
Aves,Platycercus,eximius,Eastern rosella,0.104,27.4,acceptable,captivity,AnAge,AnAge
Aves,Platycercus,venustus,Northern rosella,0.0895,19.1,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,cryptoxanthus,Brown-headed parrot,0.14,32.1,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,gulielmi,Red-fronted parrot,0.275,21.0,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,meyeri,Brown parrot,0.1175,34.2,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,robustus,"Cape parrot, or Brown-necked parrot",0.344,29.7,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,rueppellii,Ruppel's parrot,0.116,34.3,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,rufiventris,Red-bellied parrot,0.12,33.4,acceptable,captivity,AnAge,AnAge
Aves,Poicephalus,senegalus,Senegal parrot,0.155,40.0,acceptable,captivity,AnAge,AnAge
Aves,Polytelis,alexandrae,Alexandra's parrot,0.104,23.9,acceptable,captivity,AnAge,AnAge
Aves,Polytelis,anthopeplus,Regent parrot,0.17,13.8,acceptable,captivity,AnAge,AnAge
Aves,Polytelis,swainsonii,Superb parrot,0.153,15.1,acceptable,captivity,AnAge,AnAge
Aves,Primolius,maracana,Blue-winged macaw,0.256,31.0,acceptable,captivity,AnAge,AnAge
Aves,Probosciger,aterrimus,Palm cockatoo,0.841,56.3,acceptable,captivity,AnAge,AnAge
Aves,Prosopeia,splendens,Crimson shining parrot,0.23725,20.1,acceptable,captivity,AnAge,AnAge
Aves,Psephotus,dissimilis,Hooded parrot,0.055,18.0,acceptable,captivity,AnAge,AnAge
Aves,Psephotus,haematonotus,Red-rumped parrot,0.061399999999999996,12.2,acceptable,captivity,AnAge,AnAge
Aves,Psephotus,varius,Mulga parrot,0.0615,11.8,acceptable,captivity,AnAge,AnAge
Aves,Pseudeos,fuscata,Dusky lory,0.149,13.4,acceptable,captivity,AnAge,AnAge
Aves,Psilopsiagon,aymara,Grey-hooded parakeet,0.03,8.5,acceptable,captivity,AnAge,AnAge
Aves,Psittacula,alexandri,Red-breasted parakeet,0.147,23.3,acceptable,captivity,AnAge,AnAge
Aves,Psittacula,eupatria,Alexandrine parakeet,0.255,30.0,acceptable,captivity,AnAge,AnAge
Aves,Psittacula,krameri,Rose-ringed parakeet,0.128,34.0,acceptable,captivity,AnAge,AnAge
Aves,Psittaculirostris,desmarestii,Large fig parrot,0.117,14.9,acceptable,captivity,AnAge,AnAge
Aves,Psittaculirostris,edwardsii,Edward's fig parrot,0.118,12.0,acceptable,captivity,AnAge,AnAge
Aves,Psittaculirostris,salvadorii,Salvadori's fig parrot,0.118,12.0,acceptable,captivity,AnAge,AnAge
Aves,Psittacus,erithacus,Grey parrot,0.333,49.7,acceptable,captivity,AnAge,AnAge
Aves,Psittrichas,fulgidus,Pesquet's parrot,0.865,25.0,acceptable,captivity,AnAge,AnAge
Aves,Purpureicephalus,spurius,Red-capped parrot,0.116,15.3,acceptable,captivity,AnAge,AnAge
